dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
diabetes,0.04867421529594551,8.0,27.0,28.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.07948113035416485,1.0,28.0,48.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.04925176938188639,5.0,48.0,20.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.057200419920918316,17.0,17.0,45.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.09404585843529144,29.0,46.0,54.0,0.6515422885572139,0.5,0.7845970149253731,0.28459701492537315
diabetes,0.0883494022266259,28.0,41.0,38.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.09283185625877255,17.0,46.0,54.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.05722924691708384,28.0,33.0,53.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.02944488920695857,21.0,32.0,24.0,0.6668258706467661,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.026847485689015682,3.0,18.0,26.0,0.6668258706467661,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.039469146680947226,22.0,58.0,4.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.0570061170089365,24.0,50.0,33.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.06711435168240507,23.0,2.0,28.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.029529058841893874,26.0,17.0,41.0,0.6668258706467661,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.0697015740995268,11.0,54.0,49.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.05528199769079078,10.0,55.0,27.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.08101133946791808,25.0,24.0,14.0,0.6515422885572139,0.6417313432835822,0.7845970149253731,0.14286567164179098
diabetes,0.008159418040024036,7.0,57.0,37.0,0.7364179104477611,0.7157014925373134,0.7845970149253731,0.06889552238805974
cancer,0.03745401188473625,29.0,15.0,44.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.07796910002727693,21.0,39.0,59.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.015599452033620266,11.0,11.0,25.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.03337086111390219,8.0,24.0,4.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.0020584494295802446,2.0,24.0,45.0,0.8072411743186391,0.7775326199621974,0.7789807023961953,0.0014480824339979659
cancer,0.09385527090157503,2.0,21.0,34.0,0.5,0.5,0.7789807023961953,0.2789807023961953
cancer,0.030424224295953775,22.0,44.0,26.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.029122914019804193,27.0,42.0,29.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.09737555188414593,15.0,47.0,52.0,0.5,0.5,0.7789807023961953,0.2789807023961953
cancer,0.03824619912671628,20.0,57.0,4.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.08599404067363206,7.0,21.0,10.0,0.6677209722984371,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.006505159298527952,4.0,25.0,15.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.08083973481164612,9.0,26.0,54.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.0230893825622149,28.0,47.0,8.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.060999665778262095,8.0,47.0,36.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.0909320402078782,4.0,50.0,41.0,0.5,0.5,0.7789807023961953,0.2789807023961953
cancer,0.07553614103176526,6.0,54.0,43.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.05677003278199915,29.0,18.0,27.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.04497541333697657,10.0,36.0,15.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.0727271995856421,15.0,8.0,15.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.019598286241914523,25.0,40.0,22.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.038867728968948204,18.0,47.0,54.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.05867511656638483,25.0,45.0,42.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.02962735057040824,13.0,1.0,26.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.09868869366005173,24.0,1.0,45.0,0.5,0.5,0.7789807023961953,0.2789807023961953
cancer,0.029348817471803814,11.0,51.0,18.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.071134195274865,3.0,33.0,6.0,0.7557084933845498,0.7318075117370892,0.7789807023961953,0.04717319065910608
cancer,0.0926300878513349,26.0,41.0,29.0,0.5,0.5,0.7789807023961953,0.2789807023961953
