dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
heart,0.03745401188473625,29.0,15.0,44.0,0.7426813857263336,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.07796910002727693,21.0,39.0,59.0,0.6009313725490196,0.7251270315348513,0.7674838059035725,0.042356774368721206
heart,0.015599452033620266,11.0,11.0,25.0,0.7461074873497786,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.03337086111390219,8.0,24.0,4.0,0.7426813857263336,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.0020584494295802446,2.0,24.0,45.0,0.7426813857263336,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.09385527090157503,2.0,21.0,34.0,0.5433333333333333,0.5,0.7674838059035725,0.26748380590357246
heart,0.030424224295953775,22.0,44.0,26.0,0.6896517235926628,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.029122914019804193,27.0,42.0,29.0,0.7203713367067257,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.09737555188414593,15.0,47.0,52.0,0.5,0.5,0.7674838059035725,0.26748380590357246
heart,0.03824619912671628,20.0,57.0,4.0,0.6354900643052921,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.08599404067363206,7.0,21.0,10.0,0.5433333333333333,0.5,0.7674838059035725,0.26748380590357246
heart,0.006505159298527952,4.0,25.0,15.0,0.7387660104364326,0.773011132229161,0.7674838059035725,-0.0055273263255885
heart,0.08083973481164612,9.0,26.0,54.0,0.6015441176470588,0.7251270315348513,0.7674838059035725,0.042356774368721206
heart,0.0230893825622149,28.0,47.0,8.0,0.6856205197132615,0.7715953609247121,0.7674838059035725,-0.00411155502113969
heart,0.060999665778262095,8.0,47.0,36.0,0.6003246890153912,0.7251270315348513,0.7674838059035725,0.042356774368721206
heart,0.0909320402078782,4.0,50.0,41.0,0.5,0.5,0.7674838059035725,0.26748380590357246
