dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc
heart,22,2,uniform,0.6697977552119054,0.6589348745199953
heart,12,1,distance,0.6501051967876817,0.6637446181296304
heart,9,1,distance,0.6445913991578357,0.6623676350800978
heart,16,1,uniform,0.6515645671555939,0.6458050502307902
heart,25,2,distance,0.6629606277147261,0.6586633567355805
heart,3,1,uniform,0.6138823071760948,0.6275357821651604
heart,16,1,distance,0.6535421413980518,0.6552887785578527
heart,8,1,uniform,0.6325407255001733,0.6620379349133082
heart,12,1,uniform,0.6486345066112107,0.6572669795585897
heart,20,2,uniform,0.6647933674033759,0.6522826888018307
heart,5,1,distance,0.6187655140373,0.6487723517318956
heart,17,2,uniform,0.647108636977058,0.6543966486947753
heart,11,2,distance,0.6448890142548469,0.6594391218339086
heart,20,1,distance,0.6607359350456847,0.6666925255032775
heart,21,1,uniform,0.650985376429725,0.6613203521973546
heart,29,1,distance,0.6655109031511103,0.6660331251696986
heart,8,2,uniform,0.649849394924891,0.6492959931732671
heart,2,1,distance,0.5965565105491766,0.6237733214382685
heart,9,1,uniform,0.6433190637375279,0.6540669485279856
heart,24,2,uniform,0.6633129613651615,0.6590706334122028
heart,14,1,distance,0.6530136501404836,0.6535433070866142
heart,28,2,uniform,0.6637120860157961,0.6610876226678561
heart,14,2,distance,0.6559558416849185,0.6629688530313022
heart,14,1,uniform,0.6509026717697987,0.6414995539350684
heart,19,2,distance,0.6547164517009211,0.6600597339125713
heart,18,1,distance,0.6549867997020715,0.6645591714828749
heart,7,1,distance,0.6249934367233763,0.6620573290407665
heart,4,2,uniform,0.6117707204117904,0.6341103913734921
heart,7,2,distance,0.6340530814215024,0.6676622318761879
heart,28,1,distance,0.6686923224412439,0.6672743493270238
heart,30,2,distance,0.6654113109591971,0.6633179473255498
heart,16,2,uniform,0.6517388627095271,0.6599627632752801
heart,6,2,uniform,0.6209021555570305,0.6521469299096233
heart,13,1,distance,0.651586026857813,0.6543578604398588
heart,12,2,distance,0.6425174959256064,0.6597882161281564
diabetes,13,2,distance,0.7468570073833233,0.7566567164179104
diabetes,25,2,uniform,0.7349754453701822,0.7788656716417911
diabetes,14,2,uniform,0.7248619860461966,0.7585074626865671
diabetes,25,1,distance,0.7367614983404458,0.7976119402985073
diabetes,24,1,distance,0.7323067804646752,0.7965373134328357
diabetes,22,2,uniform,0.7298878954142112,0.7774328358208956
diabetes,19,2,uniform,0.7353756011650748,0.7675223880597015
diabetes,17,2,uniform,0.7322776535934431,0.7605970149253732
diabetes,29,2,distance,0.7456045519203414,0.7789850746268656
diabetes,1,2,distance,0.607251913567703,0.6822686567164179
diabetes,30,1,uniform,0.7380666192508298,0.7967164179104478
diabetes,16,2,distance,0.735118878276773,0.7654925373134328
diabetes,10,1,distance,0.7205215742057847,0.7558208955223881
diabetes,30,2,distance,0.7469518390571023,0.7842388059701493
diabetes,8,2,uniform,0.7089875025401341,0.7173731343283583
diabetes,1,1,uniform,0.6300260787102892,0.6766567164179105
diabetes,30,1,distance,0.746485809117388,0.8003582089552239
diabetes,28,2,uniform,0.7351922034816771,0.7786268656716419
diabetes,20,2,distance,0.7441014698909436,0.7777910447761194
diabetes,3,1,distance,0.6722387048702838,0.7139701492537314
diabetes,18,1,distance,0.7350243852875431,0.7874626865671641
diabetes,21,1,distance,0.7319325340377972,0.7909253731343283
diabetes,26,2,distance,0.7404389351757773,0.776955223880597
diabetes,13,1,distance,0.7326745918851183,0.7795820895522388
diabetes,6,2,distance,0.6961732032784664,0.7227462686567163
diabetes,29,2,distance,0.7456045519203414,0.7789850746268656
diabetes,12,2,distance,0.7288555849082166,0.7518208955223881
diabetes,28,1,distance,0.7441410959832012,0.8014328358208955
diabetes,14,2,distance,0.7350301429248798,0.7628059701492538
diabetes,26,1,uniform,0.7334313825103298,0.798268656716418
diabetes,29,1,distance,0.7415938494885863,0.7978507462686566
diabetes,27,2,distance,0.739646752015173,0.7780298507462686
diabetes,18,2,distance,0.7373149088938563,0.7687164179104479
diabetes,28,2,distance,0.7417831741515952,0.7783880597014925
diabetes,16,1,distance,0.7305981169139063,0.790089552238806
diabetes,27,1,distance,0.7357474768001084,0.7986865671641791
diabetes,30,2,uniform,0.739325340377972,0.7816119402985076
diabetes,20,1,uniform,0.7350277721330352,0.793134328358209
diabetes,21,2,uniform,0.7327589243378716,0.7816119402985074
diabetes,23,2,distance,0.742661383187699,0.777910447761194
diabetes,5,1,distance,0.67710949671476,0.7408955223880597
diabetes,20,2,distance,0.7441014698909436,0.7777910447761194
diabetes,24,2,distance,0.7389622705412178,0.7760597014925373
diabetes,10,2,uniform,0.7144359208832893,0.7437611940298507
diabetes,19,1,distance,0.7338115559168191,0.788179104477612
diabetes,7,1,distance,0.702370791844476,0.7499701492537313
diabetes,23,1,uniform,0.7320417598049177,0.801910447761194
diabetes,9,1,distance,0.7044792725055883,0.7546268656716417
diabetes,11,1,uniform,0.719454040506672,0.7621492537313432
diabetes,17,1,distance,0.7381646684278262,0.7890149253731343
diabetes,22,1,distance,0.7287790422000948,0.7934328358208955
diabetes,13,2,uniform,0.7360727833096254,0.7507462686567165
diabetes,15,2,distance,0.7355618776671409,0.7645970149253731
diabetes,4,2,uniform,0.6849529228476597,0.6946268656716417
diabetes,11,2,distance,0.7313750592697961,0.7515223880597015
diabetes,24,2,uniform,0.7339372078845763,0.7748059701492538
diabetes,15,1,distance,0.728453227663754,0.7831641791044776
diabetes,17,2,distance,0.7402624805256384,0.765134328358209
diabetes,21,2,distance,0.741906455327508,0.7817910447761194
diabetes,27,2,uniform,0.734378513852198,0.7766567164179103
diabetes,29,2,uniform,0.7376998238840343,0.7792835820895523
diabetes,6,1,uniform,0.6747737587211271,0.7384477611940299
diabetes,18,1,uniform,0.7291314434735486,0.7864477611940298
diabetes,25,2,distance,0.7414512632933686,0.7802985074626867
diabetes,20,2,uniform,0.7374508907403644,0.7751044776119403
diabetes,9,2,distance,0.7137392467655626,0.7349253731343283
diabetes,19,2,distance,0.7419237282395177,0.7721194029850746
diabetes,12,1,distance,0.7222080539185802,0.7685970149253732
diabetes,7,2,distance,0.7018290659080132,0.7231044776119403
diabetes,26,1,distance,0.7367543859649123,0.7991641791044776
diabetes,28,1,uniform,0.7381756756756757,0.7995820895522389
diabetes,14,1,distance,0.7364742938427149,0.7783880597014926
diabetes,20,1,distance,0.7351544401544401,0.7924776119402985
diabetes,22,2,distance,0.7382679672153356,0.7791044776119402
diabetes,23,1,distance,0.7362321343900291,0.7989253731343283
diabetes,16,1,uniform,0.7244706360495835,0.7898507462686567
diabetes,11,1,distance,0.7209923457291878,0.7597014925373134
diabetes,14,1,uniform,0.7280344442186546,0.7802985074626866
diabetes,8,1,uniform,0.7028346203346204,0.7537910447761194
diabetes,3,2,distance,0.6751327643432905,0.7090149253731343
diabetes,25,1,uniform,0.7317975682449367,0.7961791044776119
diabetes,23,2,uniform,0.7351295468400731,0.7761194029850745
diabetes,11,2,uniform,0.720474666395719,0.7521194029850746
diabetes,14,2,distance,0.7350301429248798,0.7628059701492538
diabetes,26,2,uniform,0.7324014427961797,0.7751641791044777
diabetes,21,1,uniform,0.7305371536950483,0.7927761194029851
diabetes,29,1,uniform,0.7361085145295672,0.7951044776119404
diabetes,15,2,uniform,0.7285712592291539,0.758268656716418
diabetes,5,2,distance,0.6976073630020998,0.7079402985074628
diabetes,13,1,uniform,0.7306479035426403,0.785910447761194
diabetes,10,2,distance,0.7236872586872586,0.739820895522388
diabetes,17,1,uniform,0.7308859987807356,0.7902686567164179
diabetes,27,1,uniform,0.7320275350538509,0.7963582089552239
diabetes,19,1,uniform,0.7264243378717062,0.785910447761194
diabetes,18,2,uniform,0.7286135947978053,0.7636417910447761
diabetes,8,2,distance,0.7169657251236199,0.723223880597015
diabetes,16,2,uniform,0.7282804985436565,0.7591044776119404
diabetes,2,2,uniform,0.6391553207342681,0.6838805970149253
diabetes,24,1,uniform,0.7254907539118065,0.7974328358208955
diabetes,4,1,uniform,0.6562910655015918,0.718089552238806
cancer,13,2,distance,0.7475767773575666,0.7460063410767637
cancer,25,2,uniform,0.7578395024464457,0.7822617523321749
cancer,14,2,uniform,0.7548724401879161,0.7507697701359672
cancer,25,1,distance,0.7491242272666467,0.7726739223218095
cancer,24,1,distance,0.7498979865853603,0.7705170416438023
cancer,22,2,uniform,0.7624356220864849,0.7839079934150356
cancer,19,2,uniform,0.7633831344604216,0.7771172489482348
cancer,17,2,uniform,0.7626453760418366,0.7616570635936832
cancer,29,2,distance,0.7642870312585025,0.7783138223279068
cancer,1,2,distance,0.6114708348070959,0.6383909517712334
cancer,30,2,uniform,0.7627920607564256,0.7793084263154685
cancer,16,1,uniform,0.7529509869107218,0.7539936589232366
cancer,30,1,distance,0.7550641483466652,0.7703226937381866
cancer,30,2,distance,0.7643241488171356,0.7767742820559722
cancer,8,2,uniform,0.7348373547210281,0.7215680446314249
cancer,21,2,distance,0.7549097681828282,0.7719689348210474
cancer,29,2,uniform,0.7624414760411565,0.784258581793793
cancer,11,1,uniform,0.7410020118275108,0.7257712944332663
cancer,21,1,uniform,0.7544367938693747,0.7697891896835559
cancer,7,1,distance,0.7204609057574233,0.7148954332052924
cancer,10,2,distance,0.739939924339301,0.7331565148466557
cancer,16,2,distance,0.7550091996789465,0.7527246814218644
cancer,27,2,distance,0.7611233109831583,0.7741067617828181
cancer,18,1,distance,0.7476901153615934,0.7540660630449363
cancer,5,2,uniform,0.723794621702173,0.6981967562953478
cancer,27,1,uniform,0.7547237035424715,0.7739086031339553
cancer,12,2,uniform,0.7526340634976239,0.7386973355283214
cancer,3,1,uniform,0.6714122747127298,0.6774739345161881
cancer,20,2,uniform,0.7646406726138653,0.77760121334065
cancer,23,2,uniform,0.7635108437743738,0.7832487348332419
cancer,28,2,uniform,0.7601102735699968,0.7825513688189745
cancer,24,2,distance,0.7573221834698265,0.7731693189439668
cancer,13,1,uniform,0.7459409109099236,0.7470809706725199
cancer,4,2,distance,0.6976145269335764,0.6960551185903298
cancer,28,1,distance,0.7549405457285828,0.7718812877263581
cancer,18,2,uniform,0.7648712285850972,0.7735503932687032
cancer,24,1,distance,0.7498979865853603,0.7705170416438023
cancer,15,2,uniform,0.7572563374621357,0.7545614596670934
cancer,9,1,uniform,0.7275647194296312,0.7214308578745199
cancer,21,2,uniform,0.759593987644202,0.781411956588013
cancer,26,2,distance,0.7581201181617421,0.7739886287421498
cancer,15,1,distance,0.742854211729789,0.7471305103347357
cancer,19,1,uniform,0.755144018479848,0.7639663740015853
cancer,14,2,uniform,0.7548724401879161,0.7507697701359672
cancer,6,2,distance,0.722955509519372,0.7155432595573441
cancer,23,2,distance,0.7584787993597069,0.7735199073227242
cancer,16,1,uniform,0.7529509869107218,0.7539936589232366
cancer,10,2,uniform,0.7482796182331628,0.7282139808548259
cancer,5,1,distance,0.7081297620950554,0.7074073227242241
cancer,19,2,distance,0.7585567890286319,0.7683601609657946
cancer,23,1,uniform,0.7528294298466379,0.7714925919151271
cancer,29,1,uniform,0.7564204796019934,0.7729254313761357
cancer,20,1,distance,0.7478288984418929,0.7591381623071763
cancer,27,2,uniform,0.7603735619479058,0.7824446680080482
cancer,17,1,uniform,0.7558081780497814,0.755933327236144
cancer,22,1,distance,0.749240714020923,0.7644427169075056
cancer,17,2,distance,0.7558410989280079,0.7567145296018535
cancer,26,1,uniform,0.7523365193527689,0.7798533625998414
cancer,12,1,distance,0.7392750356820572,0.7400692030973721
cancer,11,2,distance,0.7457724052994232,0.7327906834949087
cancer,30,1,uniform,0.7574750083891096,0.7694767087372721
cancer,6,1,uniform,0.7150670328116215,0.6985549661606
cancer,24,2,uniform,0.7593240177372985,0.7827266630083531
cancer,28,2,distance,0.7618771334129165,0.7754938723248582
cancer,27,1,distance,0.7532281449524768,0.77161834644229
cancer,16,2,uniform,0.7623492156749379,0.7564553990610329
cancer,14,1,uniform,0.7506927420598212,0.7461816352661423
cancer,14,2,distance,0.7502399497900456,0.7496722760807267
cancer,18,1,uniform,0.7547248860951643,0.7604223827815377
cancer,24,1,uniform,0.7529004503194663,0.7770677092860192
cancer,1,1,uniform,0.6142545270015962,0.6404639960977989
cancer,10,1,distance,0.7318781912626291,0.7281796841655996
cancer,26,2,uniform,0.7571015109183127,0.7823989390890799
cancer,20,1,uniform,0.7542445854816255,0.766252819950003
cancer,7,2,uniform,0.7352590605217573,0.7097394975916103
cancer,22,1,uniform,0.7544737959360432,0.7696215169806719
cancer,20,2,distance,0.7576025866232247,0.7688708005609414
cancer,18,2,distance,0.7588362810000272,0.7642178830559112
cancer,29,1,distance,0.7552478592182711,0.7712639473202854
cancer,11,2,uniform,0.7512980163156846,0.7272193768672641
cancer,25,2,distance,0.7579226006863199,0.7728987561734041
cancer,15,1,uniform,0.7506607911723894,0.7486471861471861
cancer,8,2,distance,0.73009842749542,0.7252644655813669
cancer,22,2,distance,0.7572182598322632,0.7733674775928296
cancer,9,2,uniform,0.7415387171577696,0.7305309127492227
cancer,13,2,uniform,0.7529186101909542,0.7460482592524846
cancer,3,2,uniform,0.6816754830256572,0.6793793061398695
cancer,9,2,distance,0.7347067403944696,0.7332632156575818
cancer,20,2,distance,0.7576025866232247,0.7688708005609414
cancer,17,1,distance,0.7479303457333443,0.7513794890555454
cancer,28,1,uniform,0.7563247169242351,0.7742477592829705
cancer,13,1,distance,0.7384546565793293,0.7467075178342784
cancer,25,1,uniform,0.7500883400162796,0.777936558746418
cancer,8,1,distance,0.7179407704773629,0.7193006523992439
cancer,15,2,distance,0.7508174903865339,0.7526408450704225
cancer,4,1,uniform,0.6983796704100234,0.6917680324370465
cancer,26,1,distance,0.7511090204467541,0.7733065057008719
cancer,12,1,uniform,0.7491382832764234,0.7358126028900677
cancer,21,1,distance,0.7478496409404418,0.7628345832571184
cancer,19,1,distance,0.748615922331583,0.7572975733187001
alzheimer,13,2,distance,0.7356612685560056,0.7093163944343619
alzheimer,25,2,uniform,0.7627361673414305,0.7410163339382939
alzheimer,14,2,uniform,0.7432017543859649,0.7183151845130067
alzheimer,25,1,distance,0.7705802968960863,0.7457047791893527
alzheimer,24,1,distance,0.7685222672064776,0.7446158499697519
alzheimer,22,2,uniform,0.7585188933873144,0.7321158499697521
alzheimer,19,2,uniform,0.7526315789473683,0.7197973381730187
alzheimer,17,2,uniform,0.7475877192982455,0.718723532970357
alzheimer,29,2,distance,0.769365721997301,0.7437840290381125
alzheimer,1,2,distance,0.6043184885290148,0.5701905626134302
alzheimer,30,1,uniform,0.7741902834008098,0.7422565033272837
alzheimer,30,1,distance,0.7741902834008096,0.7451300665456745
alzheimer,28,1,uniform,0.7760796221322537,0.7414246823956443
alzheimer,29,1,distance,0.7742577597840755,0.7457803992740472
alzheimer,16,1,uniform,0.7520411605937921,0.7305883242589231
alzheimer,8,1,uniform,0.7216261808367073,0.7030323653962491
alzheimer,22,1,uniform,0.7617746288798919,0.7436630369026014
alzheimer,30,2,uniform,0.7682860998650473,0.7431790683605566
alzheimer,14,2,uniform,0.7432017543859649,0.7183151845130067
alzheimer,19,1,distance,0.7618421052631579,0.7439503932244405
alzheimer,29,1,uniform,0.7728744939271255,0.7436630369026013
alzheimer,27,1,distance,0.7728070175438596,0.7487900786448881
alzheimer,19,2,distance,0.7547908232118757,0.7198729582577132
alzheimer,14,1,distance,0.746187584345479,0.7253176043557168
alzheimer,6,2,distance,0.7182354925775979,0.6559588626739262
alzheimer,26,1,uniform,0.7706815114709851,0.7492211131276467
alzheimer,27,2,distance,0.7651484480431849,0.7406836055656382
alzheimer,21,1,distance,0.7628205128205128,0.7491379310344827
alzheimer,11,1,uniform,0.7278171390013496,0.7144661222020569
alzheimer,4,1,uniform,0.6619264507422402,0.6638914095583787
alzheimer,28,1,distance,0.7768556005398111,0.7437991530550515
alzheimer,9,2,distance,0.7231443994601889,0.6841802782819117
alzheimer,15,2,distance,0.7435222672064776,0.7173169993950393
alzheimer,23,2,distance,0.7675775978407556,0.7347549909255897
alzheimer,18,1,distance,0.7538124156545208,0.7456442831215971
alzheimer,20,1,uniform,0.7616902834008097,0.7442377495462795
alzheimer,23,1,uniform,0.7632928475033738,0.7435874168179069
alzheimer,26,2,distance,0.7674763832658569,0.7380066545674531
alzheimer,13,1,uniform,0.7329116059379218,0.7258696309739867
alzheimer,7,2,uniform,0.7128205128205128,0.6762779794313368
alzheimer,24,2,uniform,0.7653846153846153,0.7395946763460374
alzheimer,10,1,distance,0.7328778677462889,0.7137099213551119
alzheimer,28,2,uniform,0.7618758434547908,0.7402828191167574
alzheimer,30,2,distance,0.7723684210526316,0.7434059286146399
alzheimer,21,2,distance,0.7607287449392712,0.7232758620689655
alzheimer,24,2,distance,0.7689946018893388,0.7390502117362372
alzheimer,7,1,distance,0.709412955465587,0.6854506957047792
alzheimer,11,2,uniform,0.721035762483131,0.7034558378705384
alzheimer,4,2,uniform,0.6966093117408907,0.6369252873563218
alzheimer,1,1,uniform,0.606072874493927,0.5531911675741077
alzheimer,25,1,uniform,0.7689946018893388,0.7439201451905628
alzheimer,20,2,uniform,0.7527327935222672,0.7235632183908046
alzheimer,15,1,uniform,0.7500674763832659,0.7266031457955233
alzheimer,23,1,distance,0.7647098515519568,0.7446158499697517
alzheimer,16,1,distance,0.7524628879892038,0.7310647307924986
alzheimer,18,2,distance,0.7484817813765182,0.7250604960677557
alzheimer,26,2,uniform,0.7621288798920378,0.737583182093164
alzheimer,12,1,distance,0.7342273954116059,0.7215366001209922
alzheimer,27,1,uniform,0.7730431848852902,0.7470130066545675
alzheimer,19,1,uniform,0.7600202429149797,0.7443209316394434
alzheimer,6,1,uniform,0.6897098515519569,0.6991530550514216
alzheimer,28,2,distance,0.7669028340080971,0.7401088929219601
alzheimer,16,2,uniform,0.7440452091767881,0.717800967937084
alzheimer,3,2,distance,0.6840924426450743,0.6221491228070175
alzheimer,22,2,distance,0.7611336032388664,0.7326981246218995
alzheimer,17,1,uniform,0.7519905533063428,0.7342710223835451
alzheimer,26,1,distance,0.7713900134952766,0.7497277676950997
alzheimer,21,1,uniform,0.7601551956815115,0.7483741681790684
alzheimer,9,1,distance,0.7315452091767882,0.7043557168784028
alzheimer,10,2,uniform,0.7214068825910931,0.6923548094373865
alzheimer,2,2,uniform,0.6536099865047234,0.6103599516031458
alzheimer,2,1,distance,0.6438427800269906,0.600589836660617
alzheimer,12,2,uniform,0.728559379217274,0.7097701149425286
alzheimer,17,2,distance,0.7497300944669365,0.7177253478523896
alzheimer,8,2,distance,0.7188765182186236,0.6824258923169995
alzheimer,5,2,distance,0.7109649122807018,0.6465744101633395
alzheimer,25,2,distance,0.7666666666666667,0.7413793103448276
alzheimer,24,1,uniform,0.7672402159244264,0.7423472474289171
alzheimer,20,1,distance,0.7633265856950067,0.7450393224440413
alzheimer,10,2,distance,0.7255735492577597,0.6883998790078646
alzheimer,29,2,uniform,0.764389338731444,0.7436781609195402
alzheimer,5,1,distance,0.6889507422402159,0.6793632788868724
alzheimer,23,2,uniform,0.7645074224021593,0.7337341197822141
alzheimer,14,2,distance,0.7439439946018893,0.7150181488203268
alzheimer,21,2,uniform,0.7573886639676113,0.7228599516031458
alzheimer,22,1,distance,0.7629217273954115,0.7445251058681186
alzheimer,14,1,uniform,0.745310391363023,0.7222549909255899
alzheimer,11,2,distance,0.7252867746288799,0.7006957047791893
alzheimer,22,1,uniform,0.7617746288798919,0.7436630369026014
alzheimer,23,2,distance,0.7675775978407556,0.7347549909255897
alzheimer,2,1,uniform,0.6421558704453442,0.6234497882637628
alzheimer,9,1,distance,0.7315452091767882,0.7043557168784028
alzheimer,13,1,distance,0.7367577597840755,0.7273064125831821
alzheimer,17,1,distance,0.7522267206477734,0.7357834240774349
alzheimer,17,1,uniform,0.7519905533063428,0.7342710223835451
alzheimer,13,2,uniform,0.733906882591093,0.7115774349667271
alzheimer,8,1,distance,0.7222503373819162,0.6998336358136721
alzheimer,27,2,uniform,0.7600708502024291,0.7397912885662432
alzheimer,7,2,distance,0.7175269905533064,0.6717332123411978
alzheimer,15,1,distance,0.7508097165991903,0.7281004234724744
