dataset,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
heart,0.8333333333333333,0.6666666666666666,0.09287464307105926,10.0,28.395417264496608,1144.0,26.789388470197363,0.7659831786679867,0.8333333333333333,0.5728466184376452,0.7748341802102323,0.7739032620922385,-0.0009309181179938397
heart,0.8888888888888888,0.7222222222222222,0.20508383900190938,10.0,15.622108075491552,230.0,1.3055116977098091,0.03732821303899783,0.8888888888888888,0.7162128050264374,0.773011132229161,0.7739032620922385,0.0008921298630775176
heart,0.7777777777777778,0.5555555555555556,0.03755909528827044,3.0,3.723222215679941,1437.0,1.3055116977098091,2.225062952192973,0.5,0.7362228711754164,0.7660292463442069,0.7739032620922385,0.007874015748031593
heart,1.0,0.6111111111111112,0.5071231934836635,9.0,9.685738607693846,931.0,0.044588655637913845,18.77536736007401,0.6111111111111112,0.6790992824642524,0.7124238780497265,0.7739032620922385,0.061479384042511964
heart,0.8333333333333333,0.7222222222222222,0.009659220269068186,9.0,7.6265706475730735,487.0,2.225062952192973,0.31498026247371824,0.5555555555555556,0.7652666238947516,0.8057872076335285,0.7739032620922385,-0.03188394554129004
heart,1.0,0.9444444444444444,0.06613843200451852,7.0,1.126942411232332,1463.0,3.7923100573566844,0.0907764285071453,0.8888888888888888,0.7388923917612443,0.7889918932547224,0.7739032620922385,-0.015088631162483934
heart,0.6111111111111112,0.5,0.20508383900190938,4.0,2.3084053051719735,1511.0,0.03732821303899783,0.07599515647546923,0.7777777777777778,0.7034776516743729,0.7365889608626508,0.7739032620922385,0.037314301229587676
heart,1.0,0.6666666666666666,0.09287464307105926,4.0,19.840064730601398,1679.0,11.016075609554143,0.15471578566317848,0.6666666666666666,0.7061078479089696,0.7872076335285675,0.7739032620922385,-0.01330437143632901
heart,0.8888888888888888,0.8333333333333333,0.3224946067247292,7.0,6.005177529385341,1872.0,0.6412569042179157,1.8627523686544305,1.0,0.7039657677190032,0.7467514836507505,0.7739032620922385,0.027151778441487973
heart,0.9444444444444444,0.9444444444444444,0.09287464307105926,3.0,17.605216143126537,1962.0,0.12952316514383383,1.8627523686544305,0.5,0.6901200747771068,0.6801714440867305,0.7739032620922385,0.093731818005508
heart,0.8888888888888888,0.8888888888888888,0.012112605663927412,5.0,6.767489244843735,491.0,13.158733350628646,13.158733350628646,0.5,0.7682407837584714,0.7972150032970016,0.7739032620922385,-0.023311741204763092
heart,0.7222222222222222,1.0,0.28798820549062376,11.0,25.196866300777266,234.0,0.12952316514383383,0.10843269959149042,0.5555555555555556,0.6528571454908815,0.6746441177611419,0.7739032620922385,0.09925914433109662
heart,0.5,0.8333333333333333,0.047098885587850976,10.0,1.6128979635153649,198.0,32.0,1.3055116977098091,0.6111111111111112,0.5,0.7725068849152477,0.7739032620922385,0.001396377176990815
heart,0.5,0.6111111111111112,0.22965673851761886,5.0,1.0,1128.0,2.6578439649485035,0.31498026247371824,0.8333333333333333,0.7310320199405618,0.7747178154454831,0.7739032620922385,-0.0008145533532446514
heart,0.9444444444444444,1.0,0.40440634866864145,5.0,2.048379120497995,1364.0,7.720626645353454,0.05326127477678591,0.7222222222222222,0.7478980553527578,0.7833675962918429,0.7739032620922385,-0.009464334199604463
heart,0.8333333333333333,0.8333333333333333,0.567886086046074,6.0,4.195857021292138,1283.0,0.0907764285071453,1.3055116977098091,0.5555555555555556,0.6703432077461413,0.6807726620379349,0.7739032620922385,0.09313060005430362
heart,1.0,0.9444444444444444,0.0068785802223072495,6.0,32.0,1454.0,3.7923100573566844,2.225062952192973,0.8333333333333333,0.6668407962950671,0.7262518909274273,0.7739032620922385,0.04765137116481122
heart,0.5,0.5,0.07406305956992351,11.0,9.685738607693846,1072.0,0.044588655637913845,26.789388470197363,0.7777777777777778,0.7369572944551375,0.7809627244870253,0.7739032620922385,-0.007059462394786831
heart,0.8888888888888888,0.9444444444444444,0.22965673851761886,3.0,8.594705915009728,1357.0,1.8627523686544305,0.37624481090234907,0.7777777777777778,0.6913329719843956,0.7279391800162911,0.7739032620922385,0.04596408207594738
heart,0.8888888888888888,0.9444444444444444,0.8930016176563254,3.0,19.840064730601398,663.0,0.2207542044379121,26.789388470197363,0.5555555555555556,0.6813956365272155,0.6515651060858771,0.7739032620922385,0.12233815600636133
