dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_mean
cancer,27,1,distance,0.778433402406009,0.7737142552283398,0.7725596000243887,-0.0011546552039510827
cancer,2,2,distance,0.6719899738264605,0.705075147856838,0.7725596000243887,0.06748445216755072
cancer,23,1,distance,0.7779716123690165,0.7741601121882813,0.7725596000243887,-0.0016005121638925646
cancer,1,1,uniform,0.6093224905643514,0.6702335223461984,0.7725596000243887,0.10232607767819035
alzheimer,7,2,uniform,0.7078680207142811,0.6724289171203873,0.7375529340592861,0.0651240169388988
alzheimer,15,1,distance,0.7456196244890843,0.7424228675136118,0.7375529340592861,-0.004869933454325626
alzheimer,29,1,uniform,0.7726845955291246,0.7495084694494858,0.7375529340592861,-0.011955535390199667
alzheimer,26,1,uniform,0.7637545481988003,0.7416364186327887,0.7375529340592861,-0.004083484573502605
alzheimer,11,1,distance,0.7343879544970265,0.7147156684815487,0.7375529340592861,0.022837265577737464
alzheimer,21,2,distance,0.7539825594534737,0.7200393224440411,0.7375529340592861,0.017513611615245006
alzheimer,24,1,distance,0.7601922027649174,0.7375529340592861,0.7375529340592861,0.0
alzheimer,21,2,distance,0.7539825594534737,0.7200393224440411,0.7375529340592861,0.017513611615245006
alzheimer,12,2,distance,0.728644148441586,0.6991833030852995,0.7375529340592861,0.0383696309739866
alzheimer,2,2,distance,0.630048884056848,0.6095130066545675,0.7375529340592861,0.1280399274047186
alzheimer,21,1,distance,0.7548731912132188,0.7377797943133696,0.7375529340592861,-0.00022686025408347188
alzheimer,26,2,uniform,0.7567402732309242,0.735382637628554,0.7375529340592861,0.002170296430732077
alzheimer,12,1,uniform,0.7315954734323848,0.7302934059286147,0.7375529340592861,0.007259528130671433
alzheimer,27,1,uniform,0.7662746014373438,0.745039322444041,0.7375529340592861,-0.007486388384754905
alzheimer,10,2,distance,0.7219202196695271,0.6797186932849364,0.7375529340592861,0.05783424077434973
alzheimer,28,2,uniform,0.7594138634910795,0.7346339987900786,0.7375529340592861,0.002918935269207501
alzheimer,30,2,uniform,0.7590321901090599,0.7415154264972778,0.7375529340592861,-0.003962492437991627
alzheimer,30,1,distance,0.7742658311217868,0.7535390199637023,0.7375529340592861,-0.015986085904416192
alzheimer,23,2,distance,0.7566359713693509,0.7305958862673927,0.7375529340592861,0.006957047791893434
alzheimer,25,1,uniform,0.7620451599416282,0.7404416212946159,0.7375529340592861,-0.0028886872353297566
alzheimer,19,1,uniform,0.751415490672762,0.7301119177253478,0.7375529340592861,0.007441016333938344
alzheimer,9,1,distance,0.72749904758215,0.6998260738052026,0.7375529340592861,0.03772686025408356
alzheimer,4,1,distance,0.6865423357805629,0.6514367816091955,0.7375529340592861,0.08611615245009063
alzheimer,14,2,distance,0.7401137816477151,0.7102692075015123,0.7375529340592861,0.02728372655777378
alzheimer,9,2,uniform,0.7124992937579504,0.6701451905626133,0.7375529340592861,0.06740774349667278
alzheimer,2,2,distance,0.630048884056848,0.6095130066545675,0.7375529340592861,0.1280399274047186
alzheimer,15,2,uniform,0.7432054268446235,0.7124924379915307,0.7375529340592861,0.0250604960677554
alzheimer,12,1,distance,0.7357012418560203,0.7265275257108288,0.7375529340592861,0.011025408348457333
alzheimer,15,1,distance,0.7456196244890843,0.7424228675136118,0.7375529340592861,-0.004869933454325626
alzheimer,17,2,distance,0.7456700098147466,0.7099364791288567,0.7375529340592861,0.027616454930429413
alzheimer,8,2,distance,0.7143013409720472,0.6779643073200242,0.7375529340592861,0.05958862673926191
alzheimer,30,2,distance,0.7608302016543014,0.741470054446461,0.7375529340592861,-0.003917120387174844
alzheimer,10,2,distance,0.7219202196695271,0.6797186932849364,0.7375529340592861,0.05783424077434973
alzheimer,29,1,distance,0.774437750615036,0.7517241379310344,0.7375529340592861,-0.014171203871748306
alzheimer,26,2,distance,0.7584353146853147,0.7350877192982457,0.7375529340592861,0.0024652147610404462
alzheimer,10,2,distance,0.7219202196695271,0.6797186932849364,0.7375529340592861,0.05783424077434973
alzheimer,14,1,distance,0.7427998219462901,0.7397156684815487,0.7375529340592861,-0.0021627344222625577
alzheimer,15,2,distance,0.7451245084555334,0.710919540229885,0.7375529340592861,0.02663339382940111
alzheimer,23,2,uniform,0.7547998227534238,0.731140350877193,0.7375529340592861,0.006412583182093146
alzheimer,30,2,uniform,0.7590321901090599,0.7415154264972778,0.7375529340592861,-0.003962492437991627
alzheimer,16,1,distance,0.7457075011784153,0.7354355716878405,0.7375529340592861,0.0021173623714456635
alzheimer,15,1,distance,0.7456196244890843,0.7424228675136118,0.7375529340592861,-0.004869933454325626
alzheimer,26,1,distance,0.7656397503696672,0.7439352692075015,0.7375529340592861,-0.006382335148215401
alzheimer,28,2,uniform,0.7594138634910795,0.7346339987900786,0.7375529340592861,0.002918935269207501
alzheimer,9,1,uniform,0.72487953528466,0.7016787658802177,0.7375529340592861,0.03587416817906841
alzheimer,13,1,uniform,0.734856253511032,0.7408650937689051,0.7375529340592861,-0.003312159709618956
alzheimer,7,1,distance,0.7141317016317016,0.689534180278282,0.7375529340592861,0.048018753781004175
alzheimer,1,2,distance,0.5935130658814869,0.5685269207501512,0.7375529340592861,0.16902601330913491
alzheimer,24,1,uniform,0.7567280855109801,0.7349969751966121,0.7375529340592861,0.0025559588626740126
alzheimer,19,1,distance,0.7540777205250888,0.7333787053841501,0.7375529340592861,0.00417422867513606
alzheimer,3,1,uniform,0.6580228491499268,0.6371370235934664,0.7375529340592861,0.10041591046581977
alzheimer,27,1,distance,0.7680971498492274,0.7474289171203872,0.7375529340592861,-0.009875983061101046
alzheimer,7,2,uniform,0.7078680207142811,0.6724289171203873,0.7375529340592861,0.0651240169388988
alzheimer,28,1,uniform,0.7717517304948054,0.7470583787053842,0.7375529340592861,-0.009505444646098038
alzheimer,8,2,distance,0.7143013409720472,0.6779643073200242,0.7375529340592861,0.05958862673926191
alzheimer,1,2,uniform,0.5935130658814869,0.5685269207501512,0.7375529340592861,0.16902601330913491
alzheimer,23,2,distance,0.7566359713693509,0.7305958862673927,0.7375529340592861,0.006957047791893434
alzheimer,5,1,distance,0.7012376791029838,0.669532667876588,0.7375529340592861,0.06802026618269807
alzheimer,8,2,uniform,0.7110095669565892,0.6754612825166364,0.7375529340592861,0.06209165154264973
alzheimer,3,1,uniform,0.6580228491499268,0.6371370235934664,0.7375529340592861,0.10041591046581977
alzheimer,5,1,distance,0.7012376791029838,0.669532667876588,0.7375529340592861,0.06802026618269807
alzheimer,3,1,uniform,0.6580228491499268,0.6371370235934664,0.7375529340592861,0.10041591046581977
alzheimer,26,1,uniform,0.7637545481988003,0.7416364186327887,0.7375529340592861,-0.004083484573502605
alzheimer,14,1,uniform,0.7388412747225075,0.7410314579552328,0.7375529340592861,-0.003478523895946717
alzheimer,9,1,uniform,0.72487953528466,0.7016787658802177,0.7375529340592861,0.03587416817906841
alzheimer,26,2,distance,0.7584353146853147,0.7350877192982457,0.7375529340592861,0.0024652147610404462
alzheimer,13,1,uniform,0.734856253511032,0.7408650937689051,0.7375529340592861,-0.003312159709618956
alzheimer,7,1,distance,0.7141317016317016,0.689534180278282,0.7375529340592861,0.048018753781004175
alzheimer,29,2,distance,0.7600501472211999,0.7361917725347853,0.7375529340592861,0.0013611615245008313
alzheimer,30,1,uniform,0.7725208280869638,0.751731699939504,0.7375529340592861,-0.014178765880217825
alzheimer,7,1,uniform,0.7081446859926778,0.6900483968542045,0.7375529340592861,0.04750453720508163
alzheimer,11,1,distance,0.7343879544970265,0.7147156684815487,0.7375529340592861,0.022837265577737464
alzheimer,13,2,uniform,0.7361403024491668,0.7067679975801574,0.7375529340592861,0.03078493647912872
alzheimer,27,1,distance,0.7680971498492274,0.7474289171203872,0.7375529340592861,-0.009875983061101046
alzheimer,28,2,distance,0.7613347409746302,0.7349062310949788,0.7375529340592861,0.002646702964307357
alzheimer,13,2,uniform,0.7361403024491668,0.7067679975801574,0.7375529340592861,0.03078493647912872
alzheimer,21,2,distance,0.7539825594534737,0.7200393224440411,0.7375529340592861,0.017513611615245006
alzheimer,28,2,distance,0.7613347409746302,0.7349062310949788,0.7375529340592861,0.002646702964307357
alzheimer,20,2,distance,0.7524727753779,0.7181336963097399,0.7375529340592861,0.019419237749546236
alzheimer,11,2,distance,0.7271835793477068,0.6963248638838475,0.7375529340592861,0.041228070175438614
alzheimer,23,2,uniform,0.7547998227534238,0.731140350877193,0.7375529340592861,0.006412583182093146
alzheimer,7,2,uniform,0.7078680207142811,0.6724289171203873,0.7375529340592861,0.0651240169388988
alzheimer,1,1,uniform,0.6029022512575144,0.5307168784029038,0.7375529340592861,0.2068360556563823
alzheimer,30,1,distance,0.7742658311217868,0.7535390199637023,0.7375529340592861,-0.015986085904416192
alzheimer,13,1,uniform,0.734856253511032,0.7408650937689051,0.7375529340592861,-0.003312159709618956
alzheimer,7,2,distance,0.7094150943700805,0.6745916515426498,0.7375529340592861,0.06296128251663635
alzheimer,27,1,distance,0.7680971498492274,0.7474289171203872,0.7375529340592861,-0.009875983061101046
alzheimer,5,1,uniform,0.6955608651505465,0.6814579552329099,0.7375529340592861,0.05609497882637626
alzheimer,10,2,distance,0.7219202196695271,0.6797186932849364,0.7375529340592861,0.05783424077434973
alzheimer,15,1,distance,0.7456196244890843,0.7424228675136118,0.7375529340592861,-0.004869933454325626
alzheimer,24,1,distance,0.7601922027649174,0.7375529340592861,0.7375529340592861,0.0
alzheimer,17,2,uniform,0.7430647030716283,0.708529945553539,0.7375529340592861,0.029022988505747138
alzheimer,26,2,distance,0.7584353146853147,0.7350877192982457,0.7375529340592861,0.0024652147610404462
alzheimer,30,1,distance,0.7742658311217868,0.7535390199637023,0.7375529340592861,-0.015986085904416192
alzheimer,3,1,uniform,0.6580228491499268,0.6371370235934664,0.7375529340592861,0.10041591046581977
alzheimer,17,2,uniform,0.7430647030716283,0.708529945553539,0.7375529340592861,0.029022988505747138
alzheimer,27,1,distance,0.7680971498492274,0.7474289171203872,0.7375529340592861,-0.009875983061101046
alzheimer,2,2,distance,0.630048884056848,0.6095130066545675,0.7375529340592861,0.1280399274047186
alzheimer,23,1,distance,0.7583841424042256,0.7385057471264368,0.7375529340592861,-0.0009528130671506707
alzheimer,1,1,uniform,0.6029022512575144,0.5307168784029038,0.7375529340592861,0.2068360556563823
