dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
cancer,3,1,uniform,0.6699479082202185,0.6850420706054509,0.7646256325833791,0.07958356197792826
cancer,17,2,uniform,0.7553896630903278,0.7392270288397047,0.7646256325833791,0.02539860374367442
cancer,27,1,distance,0.7464383923954038,0.7664967075178344,0.7646256325833791,-0.0018710749344552635
cancer,2,2,distance,0.6420884254153851,0.6853088226327664,0.7646256325833791,0.07931680995061274
cancer,23,1,distance,0.7472326040332129,0.7595840192671179,0.7646256325833791,0.005041613316261184
cancer,1,1,uniform,0.6046944801447653,0.6525135662459607,0.7646256325833791,0.11211206633741844
alzheimer,7,2,uniform,0.7144633139652179,0.6522383545069571,0.7385813672111314,0.08634301270417433
alzheimer,15,1,distance,0.7424615391317928,0.7258091349062311,0.7385813672111314,0.012772232304900322
alzheimer,29,1,uniform,0.7671098058653062,0.7484195402298851,0.7385813672111314,-0.009838173018753671
alzheimer,26,1,uniform,0.76575399588866,0.7370840895341803,0.7385813672111314,0.0014972776769511809
alzheimer,11,1,distance,0.7286618070994678,0.7204022988505748,0.7385813672111314,0.018179068360556605
alzheimer,21,2,distance,0.7492230177396209,0.7228675136116152,0.7385813672111314,0.01571385359951627
alzheimer,24,1,distance,0.7638456321648789,0.7320780399274047,0.7385813672111314,0.006503327283726712
alzheimer,21,2,distance,0.7492230177396209,0.7228675136116152,0.7385813672111314,0.01571385359951627
alzheimer,12,2,distance,0.731559482389403,0.6891258318209317,0.7385813672111314,0.049455535390199756
alzheimer,2,2,distance,0.6282926511306185,0.5990623109497883,0.7385813672111314,0.1395190562613431
alzheimer,21,1,distance,0.7607551107450032,0.7315789473684211,0.7385813672111314,0.007002419842710328
alzheimer,26,2,uniform,0.7546501624361331,0.7283953418027828,0.7385813672111314,0.010186025408348676
alzheimer,12,1,uniform,0.7285803790198782,0.7215214761040533,0.7385813672111314,0.017059891107078173
alzheimer,27,1,uniform,0.7639803745068324,0.7381125226860255,0.7385813672111314,0.0004688445251059825
alzheimer,10,2,distance,0.727757025773289,0.6892468239564429,0.7385813672111314,0.049334543254688557
alzheimer,28,2,uniform,0.7608312717427708,0.7331669691470054,0.7385813672111314,0.005414398064126025
alzheimer,30,2,uniform,0.7632235244518828,0.7420372050816696,0.7385813672111314,-0.0034558378705381587
alzheimer,30,1,distance,0.7698888718346402,0.7557622504537205,0.7385813672111314,-0.01718088324258904
alzheimer,23,2,distance,0.7526955360839229,0.7252722323049003,0.7385813672111314,0.01330913490623109
alzheimer,25,1,uniform,0.7645404870470002,0.7325241984271021,0.7385813672111314,0.006057168784029288
alzheimer,19,1,uniform,0.7522763199374072,0.7217105263157895,0.7385813672111314,0.016870840895341965
alzheimer,9,1,distance,0.717556727532461,0.7040154264972777,0.7385813672111314,0.03456594071385377
alzheimer,4,1,distance,0.6749196711374864,0.6336206896551724,0.7385813672111314,0.10496067755595906
alzheimer,14,2,distance,0.738823717641518,0.7005444646098002,0.7385813672111314,0.03803690260133119
alzheimer,9,2,uniform,0.7229410960400705,0.6784709618874774,0.7385813672111314,0.06011040532365408
alzheimer,2,2,distance,0.6282926511306185,0.5990623109497883,0.7385813672111314,0.1395190562613431
alzheimer,15,2,uniform,0.7381063248995232,0.7089080459770115,0.7385813672111314,0.02967332123411992
alzheimer,12,1,distance,0.730974533575608,0.7183227465214761,0.7385813672111314,0.020258620689655338
alzheimer,15,1,distance,0.7424615391317928,0.7258091349062311,0.7385813672111314,0.012772232304900322
alzheimer,17,2,distance,0.745070081791134,0.7114186327888687,0.7385813672111314,0.02716273442226269
alzheimer,8,2,distance,0.7190004112010221,0.657856926799758,0.7385813672111314,0.08072444041137339
alzheimer,30,2,distance,0.7639712501114297,0.7412885662431942,0.7385813672111314,-0.002707199032062735
alzheimer,10,2,distance,0.727757025773289,0.6892468239564429,0.7385813672111314,0.049334543254688557
alzheimer,29,1,distance,0.7686835758425152,0.748805202661827,0.7385813672111314,-0.010223835450695606
alzheimer,26,2,distance,0.7560166719058212,0.7282970356926801,0.7385813672111314,0.010284331518451317
alzheimer,10,2,distance,0.727757025773289,0.6892468239564429,0.7385813672111314,0.049334543254688557
alzheimer,14,1,distance,0.7409783797182832,0.7243345432546884,0.7385813672111314,0.014246823956443055
alzheimer,15,2,distance,0.7394624320222488,0.7061857229280097,0.7385813672111314,0.032395644283121694
alzheimer,23,2,uniform,0.7516753313793185,0.726497277676951,0.7385813672111314,0.012084089534180387
alzheimer,30,2,uniform,0.7632235244518828,0.7420372050816696,0.7385813672111314,-0.0034558378705381587
alzheimer,16,1,distance,0.748164430363146,0.7282819116757411,0.7385813672111314,0.010299455535390356
alzheimer,15,1,distance,0.7424615391317928,0.7258091349062311,0.7385813672111314,0.012772232304900322
alzheimer,26,1,distance,0.7670230297148313,0.7385813672111314,0.7385813672111314,0.0
alzheimer,28,2,uniform,0.7608312717427708,0.7331669691470054,0.7385813672111314,0.005414398064126025
alzheimer,9,1,uniform,0.7132946255881202,0.7094903206291592,0.7385813672111314,0.029091046581972257
alzheimer,13,1,uniform,0.734416657562379,0.7243042952208106,0.7385813672111314,0.0142770719903208
alzheimer,7,1,distance,0.7012871122606718,0.6761191772534785,0.7385813672111314,0.06246218995765296
alzheimer,1,2,distance,0.5729591727989352,0.5582274652147611,0.7385813672111314,0.18035390199637036
alzheimer,24,1,uniform,0.762874194047114,0.7299304295220811,0.7385813672111314,0.008650937689050342
alzheimer,19,1,distance,0.7538680968553232,0.7233741681790684,0.7385813672111314,0.015207199032063023
alzheimer,3,1,uniform,0.6596118680144141,0.6398064125831822,0.7385813672111314,0.09877495462794927
alzheimer,27,1,distance,0.7653750028206535,0.7383545069570477,0.7385813672111314,0.00022686025408369392
alzheimer,7,2,uniform,0.7144633139652179,0.6522383545069571,0.7385813672111314,0.08634301270417433
alzheimer,28,1,uniform,0.7674043150525938,0.7466727162734422,0.7385813672111314,-0.008091349062310793
alzheimer,8,2,distance,0.7190004112010221,0.657856926799758,0.7385813672111314,0.08072444041137339
alzheimer,1,2,uniform,0.5729591727989352,0.5582274652147611,0.7385813672111314,0.18035390199637036
alzheimer,23,2,distance,0.7526955360839229,0.7252722323049003,0.7385813672111314,0.01330913490623109
alzheimer,5,1,distance,0.6903102428487774,0.6511721113127648,0.7385813672111314,0.08740925589836668
alzheimer,8,2,uniform,0.7214584655689242,0.661085904416213,0.7385813672111314,0.07749546279491848
alzheimer,3,1,uniform,0.6596118680144141,0.6398064125831822,0.7385813672111314,0.09877495462794927
alzheimer,5,1,distance,0.6903102428487774,0.6511721113127648,0.7385813672111314,0.08740925589836668
alzheimer,3,1,uniform,0.6596118680144141,0.6398064125831822,0.7385813672111314,0.09877495462794927
alzheimer,26,1,uniform,0.76575399588866,0.7370840895341803,0.7385813672111314,0.0014972776769511809
alzheimer,14,1,uniform,0.7397566976838021,0.7245311554748941,0.7385813672111314,0.014050211736237328
alzheimer,9,1,uniform,0.7132946255881202,0.7094903206291592,0.7385813672111314,0.029091046581972257
alzheimer,26,2,distance,0.7560166719058212,0.7282970356926801,0.7385813672111314,0.010284331518451317
alzheimer,13,1,uniform,0.734416657562379,0.7243042952208106,0.7385813672111314,0.0142770719903208
alzheimer,7,1,distance,0.7012871122606718,0.6761191772534785,0.7385813672111314,0.06246218995765296
alzheimer,29,2,distance,0.7624777134854944,0.7387628554143981,0.7385813672111314,-0.00018148820326668869
alzheimer,30,1,uniform,0.768691498807059,0.7553312159709619,0.7385813672111314,-0.016749848759830432
alzheimer,7,1,uniform,0.6970110991880316,0.6825846944948578,0.7385813672111314,0.05599667271627362
alzheimer,11,1,distance,0.7286618070994678,0.7204022988505748,0.7385813672111314,0.018179068360556605
alzheimer,13,2,uniform,0.7332498341679117,0.6914095583787054,0.7385813672111314,0.047171808832426
alzheimer,27,1,distance,0.7653750028206535,0.7383545069570477,0.7385813672111314,0.00022686025408369392
alzheimer,28,2,distance,0.7612984870349356,0.7323805202661828,0.7385813672111314,0.0062008469449486014
alzheimer,13,2,uniform,0.7332498341679117,0.6914095583787054,0.7385813672111314,0.047171808832426
alzheimer,21,2,distance,0.7492230177396209,0.7228675136116152,0.7385813672111314,0.01571385359951627
alzheimer,28,2,distance,0.7612984870349356,0.7323805202661828,0.7385813672111314,0.0062008469449486014
alzheimer,20,2,distance,0.7487734558290119,0.7177707199032063,0.7385813672111314,0.020810647307925145
alzheimer,11,2,distance,0.7289994069366406,0.6844676346037507,0.7385813672111314,0.05411373260738073
alzheimer,23,2,uniform,0.7516753313793185,0.726497277676951,0.7385813672111314,0.012084089534180387
alzheimer,7,2,uniform,0.7144633139652179,0.6522383545069571,0.7385813672111314,0.08634301270417433
alzheimer,1,1,uniform,0.5901155373216593,0.5089382940108892,0.7385813672111314,0.22964307320024224
alzheimer,30,1,distance,0.7698888718346402,0.7557622504537205,0.7385813672111314,-0.01718088324258904
alzheimer,13,1,uniform,0.734416657562379,0.7243042952208106,0.7385813672111314,0.0142770719903208
alzheimer,7,2,distance,0.7133806175410469,0.6512477313974592,0.7385813672111314,0.08733363581367226
alzheimer,27,1,distance,0.7653750028206535,0.7383545069570477,0.7385813672111314,0.00022686025408369392
alzheimer,5,1,uniform,0.6875875363305767,0.6620311554748941,0.7385813672111314,0.07655021173623733
alzheimer,10,2,distance,0.727757025773289,0.6892468239564429,0.7385813672111314,0.049334543254688557
alzheimer,15,1,distance,0.7424615391317928,0.7258091349062311,0.7385813672111314,0.012772232304900322
alzheimer,24,1,distance,0.7638456321648789,0.7320780399274047,0.7385813672111314,0.006503327283726712
alzheimer,17,2,uniform,0.7439277718311326,0.7114942528735633,0.7385813672111314,0.027087114337568163
alzheimer,26,2,distance,0.7560166719058212,0.7282970356926801,0.7385813672111314,0.010284331518451317
alzheimer,30,1,distance,0.7698888718346402,0.7557622504537205,0.7385813672111314,-0.01718088324258904
alzheimer,3,1,uniform,0.6596118680144141,0.6398064125831822,0.7385813672111314,0.09877495462794927
alzheimer,17,2,uniform,0.7439277718311326,0.7114942528735633,0.7385813672111314,0.027087114337568163
alzheimer,27,1,distance,0.7653750028206535,0.7383545069570477,0.7385813672111314,0.00022686025408369392
alzheimer,2,2,distance,0.6282926511306185,0.5990623109497883,0.7385813672111314,0.1395190562613431
alzheimer,23,1,distance,0.7634241203973356,0.732017543859649,0.7385813672111314,0.006563823351482423
alzheimer,1,1,uniform,0.5901155373216593,0.5089382940108892,0.7385813672111314,0.22964307320024224
