dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
diabetes,0.0,1.0,60.0,60.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,30.0,60.0,13.0,0.7035269819053985,0.8147462686567164
diabetes,0.0,30.0,23.0,60.0,0.7375518232916592,0.8200597014925374
diabetes,0.0,30.0,26.0,60.0,0.7352842486800256,0.8198208955223881
diabetes,0.0,30.0,32.0,60.0,0.7342932698130729,0.8223283582089552
diabetes,0.0,30.0,19.0,60.0,0.736316475343283,0.8202985074626866
diabetes,0.0,30.0,33.0,2.0,0.7395542591321589,0.8195223880597015
diabetes,0.04391254339728591,1.0,1.0,60.0,0.6639477213900888,0.6132537313432836
diabetes,0.015175564087715813,30.0,22.0,2.0,0.7152205265542501,0.7928358208955224
diabetes,0.004157315303370506,30.0,36.0,2.0,0.7114201892150133,0.825134328358209
diabetes,0.017828417685752353,30.0,1.0,3.0,0.7133755904558118,0.7928358208955224
diabetes,0.0,30.0,29.0,60.0,0.737662064139314,0.8165970149253732
diabetes,0.0,30.0,28.0,60.0,0.7340076529353446,0.817134328358209
diabetes,0.05768164244012036,1.0,60.0,2.0,0.6639477213900888,0.6132537313432836
diabetes,0.09963374805777056,3.0,2.0,6.0,0.5,0.5
diabetes,0.06547333616201358,30.0,60.0,2.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,30.0,27.0,60.0,0.7303197096729335,0.817134328358209
diabetes,0.0,16.0,25.0,60.0,0.7339348020150634,0.8198208955223881
diabetes,0.0,22.0,21.0,2.0,0.7338274545691075,0.8130746268656717
diabetes,0.008295126868802525,20.0,14.0,60.0,0.7208470265250918,0.8080597014925373
diabetes,0.0,23.0,24.0,60.0,0.7326774956150386,0.8198208955223881
diabetes,0.0,24.0,24.0,60.0,0.7326774956150386,0.8198208955223881
diabetes,0.029304845141637854,1.0,60.0,38.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,25.0,23.0,2.0,0.7250281116030642,0.817492537313433
diabetes,0.0,30.0,25.0,60.0,0.7339348020150634,0.8198208955223881
diabetes,0.0,24.0,26.0,60.0,0.7352842486800256,0.8198208955223881
diabetes,0.0,1.0,29.0,60.0,0.6639477213900888,0.6132537313432836
diabetes,0.01822380211694826,19.0,1.0,60.0,0.7133755904558118,0.7928358208955224
diabetes,0.0,25.0,27.0,60.0,0.7303197096729335,0.817134328358209
diabetes,0.02451597865708399,20.0,22.0,52.0,0.6792912735901956,0.7271641791044776
diabetes,0.0,30.0,31.0,60.0,0.7415627733591722,0.8204776119402986
diabetes,0.06035274690801917,30.0,2.0,51.0,0.6639477213900888,0.6132537313432836
diabetes,0.04709146242529416,1.0,38.0,15.0,0.6639477213900888,0.6132537313432836
diabetes,0.09895567258024107,2.0,60.0,32.0,0.5424822695035462,0.5
diabetes,0.030585252491258205,30.0,2.0,8.0,0.6703307001134932,0.7271641791044776
diabetes,0.0,30.0,33.0,60.0,0.7395542591321589,0.8195223880597015
diabetes,0.014731020167230616,2.0,56.0,50.0,0.70245533918593,0.7271641791044776
diabetes,0.0,30.0,32.0,2.0,0.7342932698130729,0.8223283582089552
diabetes,0.012688609915825766,5.0,60.0,2.0,0.6986777303768301,0.7928358208955224
diabetes,0.0,19.0,22.0,60.0,0.7375518232916592,0.8200597014925374
diabetes,0.0,18.0,21.0,60.0,0.7332171262465178,0.8200597014925374
diabetes,0.010670939763996882,9.0,11.0,59.0,0.7208470265250918,0.8062686567164179
diabetes,0.0031809169577256577,16.0,19.0,60.0,0.7289675939009784,0.8219701492537312
diabetes,0.0,30.0,34.0,60.0,0.7351817235702335,0.8189253731343283
diabetes,0.0,19.0,24.0,60.0,0.7326774956150386,0.8198208955223881
diabetes,0.013920596908152711,12.0,30.0,60.0,0.6961070513769453,0.7928358208955224
diabetes,0.07143263151397898,3.0,2.0,60.0,0.6639477213900888,0.6132537313432836
diabetes,0.00837595346322668,14.0,1.0,60.0,0.7197669278952334,0.8062686567164179
diabetes,0.0,19.0,19.0,60.0,0.736316475343283,0.8202985074626866
diabetes,0.012509573386940876,1.0,1.0,23.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,16.0,16.0,60.0,0.737596928956895,0.8172537313432836
diabetes,0.0,16.0,15.0,60.0,0.7308096365977184,0.817910447761194
diabetes,0.0,30.0,36.0,60.0,0.7318896380332044,0.8193432835820895
diabetes,0.0,19.0,18.0,60.0,0.7363970420014265,0.8172537313432836
diabetes,0.05014951006314822,29.0,59.0,60.0,0.6639477213900888,0.6132537313432836
diabetes,0.06451218519693841,1.0,31.0,31.0,0.6639477213900888,0.6132537313432836
diabetes,0.08658700562198207,30.0,60.0,40.0,0.5916072958581741,0.5
diabetes,0.0,17.0,20.0,2.0,0.7484363892739282,0.8125970149253732
diabetes,0.0,15.0,21.0,2.0,0.7338274545691075,0.8130746268656717
diabetes,0.0990662637941532,30.0,3.0,30.0,0.5,0.5
diabetes,0.0,17.0,18.0,2.0,0.7449837162043953,0.8098507462686567
diabetes,0.05816274568373286,16.0,60.0,17.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,16.0,17.0,2.0,0.7482545834623028,0.8131940298507463
diabetes,0.0,16.0,16.0,2.0,0.7408563198023814,0.8201194029850746
diabetes,0.040271637033391185,15.0,1.0,27.0,0.6703307001134932,0.6132537313432836
diabetes,0.020222415684747194,14.0,60.0,14.0,0.6918692197385322,0.7928358208955224
diabetes,0.01859721826133717,29.0,60.0,4.0,0.6986777303768301,0.7928358208955224
diabetes,0.06524293423783209,15.0,2.0,13.0,0.6639477213900888,0.6132537313432836
diabetes,0.00561341159335448,13.0,10.0,3.0,0.7460022160316884,0.8096716417910448
diabetes,0.0042635890800323244,14.0,14.0,2.0,0.7315183106720916,0.8112835820895522
diabetes,0.0,16.0,15.0,2.0,0.7366296131813512,0.8231641791044776
diabetes,0.07098635850110928,1.0,60.0,41.0,0.6639477213900888,0.6132537313432836
diabetes,1.74739228678833e-06,14.0,37.0,2.0,0.726996021011928,0.8175522388059702
diabetes,0.0,16.0,20.0,2.0,0.7484363892739282,0.8125970149253732
diabetes,0.0,16.0,21.0,2.0,0.7338274545691075,0.8130746268656717
diabetes,0.0,16.0,19.0,2.0,0.747766488277611,0.8088955223880597
diabetes,0.0,15.0,18.0,2.0,0.7449837162043953,0.8098507462686567
diabetes,0.0,15.0,17.0,2.0,0.7482545834623028,0.8131940298507463
cancer,0.04101039588533139,22.0,56.0,20.0,0.7467067327056348,0.7318075117370892
cancer,0.08373883555532845,27.0,19.0,57.0,0.5808418951713502,0.5
cancer,0.044483251230115185,28.0,7.0,27.0,0.7467067327056348,0.7318075117370892
cancer,0.08123959883573634,6.0,36.0,49.0,0.6623211086162709,0.7318075117370892
cancer,0.07995534416071731,14.0,32.0,44.0,0.6623211086162709,0.7318075117370892
cancer,0.07340280179855684,28.0,11.0,13.0,0.7467067327056348,0.7318075117370892
cancer,0.061707935850231634,23.0,22.0,53.0,0.7467067327056348,0.7318075117370892
cancer,0.05434030676903126,28.0,30.0,51.0,0.7467067327056348,0.7318075117370892
cancer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
cancer,0.0003630307254743227,25.0,45.0,17.0,0.8369510276160824,0.8185933784525333
cancer,0.004921637451174233,25.0,43.0,24.0,0.7782355887783808,0.7318075117370892
cancer,0.0,1.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.0,30.0,60.0,60.0,0.8369438520176531,0.82543366258155
cancer,0.0,30.0,1.0,2.0,0.7076285800761591,0.7010167062983965
cancer,0.0,1.0,60.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.029280017354079032,1.0,1.0,59.0,0.7467067327056348,0.7318075117370892
cancer,0.0,30.0,49.0,2.0,0.832700218748216,0.8239741479178099
cancer,0.0,22.0,59.0,39.0,0.8378814896151298,0.824153252850436
cancer,0.0502025438367317,1.0,1.0,16.0,0.7467067327056348,0.7318075117370892
cancer,0.06864469819126125,1.0,1.0,26.0,0.7467067327056348,0.7318075117370892
cancer,0.010954393007994105,30.0,55.0,55.0,0.7467067327056348,0.7318075117370892
cancer,0.08288990601984786,25.0,48.0,14.0,0.6623211086162709,0.7318075117370892
cancer,0.08952330468689974,22.0,59.0,26.0,0.5,0.5
cancer,0.0013186258788140922,26.0,59.0,60.0,0.8112952913214754,0.7837212669959149
cancer,0.0676914042567504,1.0,60.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.025535132481742363,30.0,60.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.0,30.0,60.0,27.0,0.8369438520176531,0.82543366258155
cancer,0.0,21.0,47.0,51.0,0.8410523415913328,0.8264320773123589
cancer,0.015504301360270582,1.0,1.0,11.0,0.7467067327056348,0.7318075117370892
cancer,0.0710715002219476,30.0,60.0,11.0,0.7467067327056348,0.7318075117370892
cancer,0.02186385578547265,30.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.05143908930469672,1.0,60.0,57.0,0.7467067327056348,0.7318075117370892
cancer,0.019585349937805748,1.0,60.0,19.0,0.7467067327056348,0.7318075117370892
cancer,0.03282744928906837,1.0,60.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.03426290706756005,30.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.0,30.0,47.0,42.0,0.8410523415913328,0.8264320773123589
cancer,0.039669013226083114,1.0,1.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.059697616761148056,30.0,60.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.012218391819378826,30.0,1.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.05917944197605225,1.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.007558546653630666,1.0,13.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.06605850672600379,30.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.0,25.0,51.0,36.0,0.8358609232160132,0.8239741479178099
cancer,0.0,30.0,43.0,60.0,0.8356641319402897,0.8152742210840802
cancer,0.0,19.0,37.0,39.0,0.823321868017478,0.8206702335223462
cancer,0.04872953068331131,30.0,60.0,12.0,0.7467067327056348,0.7318075117370892
cancer,0.03378084179875819,30.0,60.0,49.0,0.7467067327056348,0.7318075117370892
cancer,0.021617215009107744,11.0,27.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.0,26.0,51.0,60.0,0.8358609232160132,0.8239741479178099
cancer,0.1,3.0,1.0,55.0,0.5,0.5
cancer,0.0,30.0,52.0,35.0,0.8339671713439055,0.8239741479178099
cancer,0.05866280565851052,2.0,54.0,7.0,0.7467067327056348,0.7318075117370892
cancer,0.0,25.0,50.0,2.0,0.8322525161519397,0.8239741479178099
cancer,0.04405260810713907,1.0,41.0,20.0,0.7467067327056348,0.7318075117370892
cancer,0.07539086835261694,1.0,60.0,21.0,0.7467067327056348,0.7318075117370892
cancer,0.054527390648976826,30.0,1.0,2.0,0.7467067327056348,0.7318075117370892
cancer,0.0110538090923151,1.0,60.0,51.0,0.7467067327056348,0.7318075117370892
cancer,0.03175522205237605,2.0,28.0,5.0,0.7467067327056348,0.7318075117370892
cancer,0.0,30.0,52.0,60.0,0.8339671713439055,0.8239741479178099
cancer,0.0,24.0,48.0,60.0,0.8332527984833874,0.8246791354185721
cancer,0.0,1.0,31.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.01676374424774193,29.0,50.0,4.0,0.7467067327056348,0.7318075117370892
cancer,0.0,25.0,52.0,2.0,0.8339671713439055,0.8239741479178099
cancer,0.02818313844871881,30.0,1.0,60.0,0.7467067327056348,0.7318075117370892
cancer,0.012810588875096354,15.0,26.0,59.0,0.7467067327056348,0.7318075117370892
cancer,0.06902533210698344,15.0,31.0,33.0,0.7467067327056348,0.7318075117370892
cancer,0.02636577522225902,8.0,60.0,9.0,0.7467067327056348,0.7318075117370892
cancer,0.07582204019987501,1.0,4.0,34.0,0.7467067327056348,0.7318075117370892
cancer,0.0,26.0,52.0,32.0,0.8339671713439055,0.8239741479178099
cancer,0.0,30.0,60.0,2.0,0.8369438520176531,0.82543366258155
cancer,0.0,26.0,60.0,2.0,0.8369438520176531,0.82543366258155
cancer,0.0,26.0,53.0,32.0,0.8348202072672583,0.8239741479178099
cancer,0.0,21.0,52.0,60.0,0.8339671713439055,0.8239741479178099
cancer,0.00015577184693143167,16.0,60.0,7.0,0.8332942292546996,0.8319043046155723
cancer,0.0,20.0,60.0,60.0,0.8369438520176531,0.82543366258155
cancer,0.0,19.0,53.0,2.0,0.8348202072672583,0.8239741479178099
cancer,0.0,20.0,60.0,2.0,0.8369438520176531,0.82543366258155
cancer,0.0,27.0,41.0,2.0,0.8337393314297469,0.8195613072373635
cancer,0.033399936405956517,19.0,30.0,52.0,0.7467067327056348,0.7318075117370892
cancer,0.05166541008217204,12.0,30.0,54.0,0.7467067327056348,0.7318075117370892
cancer,0.040383939422827746,30.0,36.0,13.0,0.7467067327056348,0.7318075117370892
cancer,0.0,20.0,60.0,54.0,0.8369438520176531,0.82543366258155
cancer,0.0,21.0,60.0,2.0,0.8369438520176531,0.82543366258155
cancer,0.07747150450972562,29.0,59.0,32.0,0.7467067327056348,0.7318075117370892
cancer,0.07267250195772658,1.0,30.0,38.0,0.7467067327056348,0.7318075117370892
cancer,0.0,21.0,60.0,60.0,0.8369438520176531,0.82543366258155
cancer,0.0,20.0,52.0,2.0,0.8339671713439055,0.8239741479178099
cancer,0.02644061860290585,30.0,29.0,13.0,0.7467067327056348,0.7318075117370892
cancer,0.0,20.0,60.0,4.0,0.8369438520176531,0.82543366258155
cancer,0.0057512356495520575,14.0,2.0,26.0,0.7473453023097215,0.7318075117370892
cancer,0.05390643824369689,17.0,59.0,59.0,0.7467067327056348,0.7318075117370892
cancer,0.0,20.0,60.0,48.0,0.8369438520176531,0.82543366258155
cancer,0.06831443825031593,30.0,31.0,26.0,0.7467067327056348,0.7318075117370892
cancer,0.004663564556291389,13.0,59.0,35.0,0.7782355887783808,0.7750975550271325
cancer,0.0,21.0,60.0,53.0,0.8369438520176531,0.82543366258155
cancer,0.0,21.0,60.0,17.0,0.8369438520176531,0.82543366258155
cancer,0.015408718508446398,16.0,59.0,24.0,0.7467067327056348,0.7318075117370892
cancer,0.0,25.0,44.0,60.0,0.8374371304175767,0.8153123285165539
cancer,0.06451488004028037,1.0,26.0,6.0,0.7467067327056348,0.7318075117370892
cancer,0.09973895700586272,29.0,4.0,57.0,0.5,0.5
alzheimer,0.04101039588533139,22.0,56.0,20.0,0.7679582550790568,0.7578796128251664
alzheimer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
alzheimer,0.044483251230115185,28.0,7.0,27.0,0.7679582550790568,0.7578796128251664
alzheimer,0.08123959883573634,6.0,36.0,49.0,0.5,0.5
alzheimer,0.07995534416071731,14.0,32.0,44.0,0.5,0.5
alzheimer,0.07340280179855684,28.0,11.0,13.0,0.5563560852293247,0.5
alzheimer,0.061707935850231634,23.0,22.0,53.0,0.621589118165126,0.6897761645493043
alzheimer,0.05434030676903126,28.0,30.0,51.0,0.7679582550790568,0.7578796128251664
alzheimer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
alzheimer,0.0003630307254743227,25.0,45.0,17.0,0.8388497569125768,0.8484497882637628
alzheimer,0.00500489190893463,23.0,60.0,18.0,0.8210848177999894,0.8299984875983062
alzheimer,0.0,27.0,6.0,45.0,0.8482416241447884,0.8326300665456745
alzheimer,0.022142688620802868,28.0,19.0,60.0,0.8107028319206563,0.8110480943738657
alzheimer,0.0,1.0,1.0,60.0,0.6944329410089488,0.6897761645493043
alzheimer,0.0,30.0,60.0,2.0,0.8115626481683567,0.8259906231094979
alzheimer,0.010329775093658396,30.0,1.0,60.0,0.8482935458735885,0.843859649122807
alzheimer,0.009205336035561633,30.0,1.0,60.0,0.8482935458735885,0.843859649122807
alzheimer,0.04377917136417342,30.0,60.0,56.0,0.7679582550790568,0.7578796128251664
alzheimer,0.03233799392099143,1.0,4.0,60.0,0.6944329410089488,0.6897761645493043
alzheimer,0.0037784617774395133,27.0,1.0,60.0,0.8557345165388653,0.854726255293406
alzheimer,0.0,23.0,1.0,60.0,0.8378322134066147,0.8401693889897157
alzheimer,0.010968860301084554,27.0,1.0,2.0,0.8542286364240637,0.843859649122807
alzheimer,0.024100372949983996,16.0,1.0,60.0,0.7815570524535856,0.7578796128251664
alzheimer,0.0,13.0,1.0,2.0,0.696265907042236,0.7510586811857229
alzheimer,0.007495324812817363,27.0,1.0,60.0,0.8601759841784874,0.8621445856019359
alzheimer,0.01076190047358483,26.0,1.0,60.0,0.8542286364240637,0.843859649122807
alzheimer,0.04041079469836621,12.0,4.0,31.0,0.7679582550790568,0.7578796128251664
alzheimer,0.05242972845699695,1.0,60.0,59.0,0.6944329410089488,0.6897761645493043
alzheimer,0.010695509191629184,28.0,60.0,60.0,0.8216047820831697,0.8299984875983062
alzheimer,0.006641101904404584,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.1,1.0,19.0,48.0,0.5,0.5
alzheimer,0.02880189569346729,22.0,1.0,5.0,0.7754067924571717,0.7578796128251664
alzheimer,0.01759971747431775,6.0,60.0,7.0,0.8216047820831697,0.8110480943738657
alzheimer,0.005873895071044209,25.0,1.0,2.0,0.8598990337801187,0.8656382335148215
alzheimer,0.0072800246843310115,26.0,1.0,2.0,0.8627087078650572,0.8621445856019359
alzheimer,0.006548612685215234,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006431664966871842,26.0,1.0,2.0,0.86279899316661,0.8621445856019359
alzheimer,0.00666841257453115,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
alzheimer,0.006654035465928339,26.0,1.0,2.0,0.8634129332171699,0.8621445856019359
