dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
heart,0.04101039588533139,22.0,56.0,20.0,0.7198177954398602,0.7734959854156163
heart,0.08373883555532845,27.0,19.0,57.0,0.55124402133922,0.5
heart,0.044483251230115185,28.0,7.0,27.0,0.6898085618295187,0.7251270315348513
heart,0.08123959883573634,6.0,36.0,49.0,0.6049720915146586,0.5
heart,0.07995534416071731,14.0,32.0,44.0,0.6049720915146586,0.7251270315348513
heart,0.07340280179855684,28.0,11.0,13.0,0.669665073970799,0.7251270315348513
heart,0.061707935850231634,23.0,22.0,53.0,0.669665073970799,0.7251270315348513
heart,0.05434030676903126,28.0,30.0,51.0,0.6898085618295187,0.7251270315348513
heart,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
heart,0.0003630307254743227,25.0,45.0,17.0,0.7828684042364538,0.7835227493115084
heart,0.0,1.0,60.0,6.0,0.669665073970799,0.7251270315348513
heart,0.012221489505484708,30.0,60.0,60.0,0.7550555609061576,0.7734959854156163
heart,0.0,30.0,1.0,2.0,0.634877618992293,0.6435747255730964
heart,0.0,30.0,59.0,2.0,0.7717280113188164,0.7887785578526822
heart,0.01664113437726302,30.0,44.0,2.0,0.7550555609061576,0.7734959854156163
heart,0.0,30.0,46.0,45.0,0.7849149458111411,0.7835227493115084
heart,0.004503876622624075,30.0,46.0,2.0,0.7860716886398057,0.7897870524805088
heart,0.05019094281303338,1.0,23.0,2.0,0.669665073970799,0.7251270315348513
heart,0.022865582971756337,1.0,29.0,35.0,0.669665073970799,0.7251270315348513
heart,0.0,30.0,44.0,7.0,0.7802486794204636,0.7831542608898026
heart,0.006804008486346532,23.0,47.0,60.0,0.7572139937606884,0.7897870524805088
heart,0.0,30.0,59.0,60.0,0.7717280113188164,0.7887785578526822
heart,0.027626009270722115,30.0,60.0,12.0,0.7550555609061576,0.7734959854156163
heart,0.030985845153498073,30.0,38.0,51.0,0.7550555609061576,0.7734959854156163
heart,0.003086579338223183,30.0,52.0,9.0,0.7799946277407823,0.7897870524805088
heart,0.004238076844865583,30.0,40.0,60.0,0.7782162596132484,0.7897870524805088
heart,0.0,27.0,49.0,60.0,0.7862304231663741,0.7850354912532486
heart,0.06964599124546432,1.0,1.0,45.0,0.669665073970799,0.7251270315348513
heart,0.0018246456317407558,28.0,47.0,60.0,0.780235494008345,0.7848027617237501
heart,0.025580848223079756,30.0,1.0,2.0,0.7550555609061576,0.7734959854156163
heart,0.060748339582936774,1.0,60.0,26.0,0.669665073970799,0.7251270315348513
heart,0.0,27.0,49.0,2.0,0.7862304231663741,0.7850354912532486
heart,0.033194630775914585,1.0,1.0,16.0,0.669665073970799,0.7251270315348513
heart,0.0,25.0,50.0,2.0,0.7862304231663741,0.7863155036654901
heart,0.01864315095998953,30.0,15.0,2.0,0.7550555609061576,0.7734959854156163
heart,0.007612427790632723,30.0,45.0,2.0,0.75026562554143,0.7734959854156163
heart,0.023902922336028667,30.0,33.0,56.0,0.7550555609061576,0.7734959854156163
heart,0.03411693934976021,1.0,60.0,47.0,0.669665073970799,0.7251270315348513
heart,0.0,30.0,46.0,60.0,0.7849149458111411,0.7835227493115084
heart,0.02002881747174232,30.0,60.0,57.0,0.7550555609061576,0.7734959854156163
heart,0.011301641535181473,1.0,1.0,60.0,0.669665073970799,0.7251270315348513
heart,0.03327408727803113,30.0,1.0,50.0,0.7550555609061576,0.7734959854156163
heart,0.015639284470986566,11.0,60.0,13.0,0.7550555609061576,0.7734959854156163
heart,0.04924664960296936,30.0,60.0,8.0,0.6898085618295187,0.7251270315348513
heart,0.034592917069661895,30.0,60.0,7.0,0.7550555609061576,0.7734959854156163
heart,0.06844124447644694,30.0,60.0,30.0,0.669665073970799,0.7251270315348513
heart,0.0014436016520336468,30.0,47.0,2.0,0.780235494008345,0.7835227493115084
heart,0.03676576311256157,30.0,29.0,2.0,0.7198177954398602,0.7734959854156163
heart,0.029168277845840963,30.0,15.0,12.0,0.7550555609061576,0.7734959854156163
heart,0.011543228799775748,1.0,60.0,56.0,0.669665073970799,0.7251270315348513
heart,0.0198589729138621,16.0,60.0,10.0,0.7550555609061576,0.7734959854156163
heart,0.015961638978444156,22.0,60.0,11.0,0.7550555609061576,0.7734959854156163
heart,0.0,16.0,42.0,60.0,0.7819738281671996,0.7831542608898026
heart,0.0026501272357091106,18.0,44.0,14.0,0.7813071558951403,0.7882937046662271
heart,0.0,1.0,19.0,31.0,0.669665073970799,0.7251270315348513
heart,0.0,19.0,48.0,24.0,0.782471701685083,0.7835227493115084
heart,0.015099165555102196,30.0,1.0,60.0,0.7550555609061576,0.7734959854156163
heart,0.019936658860876075,30.0,1.0,52.0,0.7550555609061576,0.7734959854156163
heart,0.003919360113007724,24.0,44.0,6.0,0.7853013611931536,0.7897870524805088
heart,0.0027890429293254662,19.0,38.0,60.0,0.7834245547279958,0.7715565726697956
heart,0.0012936058400874527,19.0,41.0,27.0,0.7808427109003483,0.7831542608898026
heart,0.00462784861563924,16.0,36.0,5.0,0.7848644590592316,0.7897870524805088
heart,0.1,1.0,1.0,16.0,0.5,0.5
heart,0.0036326090965902776,13.0,37.0,60.0,0.7809632586898873,0.7897870524805088
heart,0.004247315133890301,19.0,39.0,60.0,0.7782162596132484,0.7897870524805088
heart,0.015100617566927394,17.0,18.0,60.0,0.7550555609061576,0.7734959854156163
heart,0.0,23.0,41.0,2.0,0.7809581310296189,0.7831542608898026
heart,0.027873048898724235,20.0,1.0,60.0,0.7550555609061576,0.7734959854156163
heart,0.0,23.0,48.0,60.0,0.782471701685083,0.7835227493115084
heart,0.0012843475173325235,26.0,45.0,2.0,0.7831443424262993,0.7835227493115084
heart,0.028387341144653563,19.0,39.0,60.0,0.7550555609061576,0.7734959854156163
heart,0.0031354045913466275,16.0,45.0,2.0,0.7842510380167917,0.7897870524805088
heart,0.007329577123076661,14.0,38.0,2.0,0.7561982966231077,0.7734959854156163
heart,0.002009995169535488,17.0,37.0,31.0,0.77948872831987,0.7723711260230403
heart,0.0017506484948403252,22.0,47.0,59.0,0.780235494008345,0.7848027617237501
heart,0.01933203195014746,19.0,1.0,2.0,0.7550555609061576,0.7734959854156163
heart,0.0015626803487173106,26.0,45.0,60.0,0.7831443424262993,0.7835227493115084
heart,0.03202311717242214,21.0,60.0,19.0,0.7550555609061576,0.7734959854156163
heart,0.003494335680356616,27.0,45.0,2.0,0.7842510380167917,0.7897870524805088
heart,0.0,27.0,48.0,2.0,0.782471701685083,0.7835227493115084
heart,0.0033051602817968104,16.0,39.0,2.0,0.7799129355135254,0.7897870524805088
heart,0.0030535864245503125,30.0,45.0,2.0,0.7842510380167917,0.7875955160777317
heart,0.0032713407729771226,27.0,44.0,2.0,0.7842510380167917,0.7897870524805088
heart,0.0,26.0,47.0,60.0,0.7793616897405009,0.7835227493115084
heart,0.002713869883879361,30.0,45.0,2.0,0.7842510380167917,0.7882937046662271
heart,0.0030270183103693555,26.0,44.0,2.0,0.7811346945264871,0.7875955160777317
heart,0.0,20.0,48.0,2.0,0.782471701685083,0.7835227493115084
heart,0.0032209885621688945,30.0,46.0,56.0,0.7850213654634436,0.7897870524805088
heart,0.003361284834831787,30.0,47.0,60.0,0.7794681093928034,0.7897870524805088
heart,0.00234662148468123,16.0,42.0,2.0,0.7820199962189079,0.7875955160777317
heart,0.002956685255485096,21.0,42.0,2.0,0.7825028880511375,0.7882937046662271
heart,0.0,24.0,48.0,2.0,0.782471701685083,0.7835227493115084
heart,0.0,30.0,48.0,2.0,0.782471701685083,0.7835227493115084
heart,0.0028764690836057746,30.0,44.0,2.0,0.7811346945264871,0.7882937046662271
heart,0.003741147411794796,16.0,34.0,2.0,0.7746497776187885,0.7897870524805088
heart,0.0028982150327097455,17.0,43.0,60.0,0.7820199962189079,0.7882937046662271
heart,0.0,26.0,48.0,2.0,0.782471701685083,0.7835227493115084
heart,0.0,21.0,45.0,60.0,0.7828684042364538,0.7835227493115084
heart,0.003210082967028269,26.0,46.0,2.0,0.7850213654634436,0.7897870524805088
heart,0.003306350786496712,26.0,46.0,2.0,0.7850213654634436,0.7897870524805088
diabetes,0.04101039588533139,22.0,56.0,20.0,0.6639477213900888,0.6132537313432836
diabetes,0.08373883555532845,27.0,19.0,57.0,0.5916072958581741,0.5
diabetes,0.044483251230115185,28.0,7.0,27.0,0.6639477213900888,0.6132537313432836
diabetes,0.08123959883573634,6.0,36.0,49.0,0.5916072958581741,0.6132537313432836
diabetes,0.07995534416071731,14.0,32.0,44.0,0.5916072958581741,0.6132537313432836
diabetes,0.07340280179855684,28.0,11.0,13.0,0.6639477213900888,0.6132537313432836
diabetes,0.061707935850231634,23.0,22.0,53.0,0.6639477213900888,0.6132537313432836
diabetes,0.05434030676903126,28.0,30.0,51.0,0.6639477213900888,0.6132537313432836
diabetes,0.09554779863099283,21.0,52.0,26.0,0.5916072958581741,0.5
diabetes,0.0003630307254743227,25.0,45.0,17.0,0.7121940283777661,0.8237611940298508
diabetes,0.009868758450546303,25.0,47.0,21.0,0.6912720425621632,0.8102089552238806
diabetes,0.0,1.0,1.0,2.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,30.0,55.0,56.0,0.7158110496543619,0.8191044776119403
diabetes,0.023812513456280958,1.0,6.0,31.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,20.0,1.0,60.0,0.7133130271860136,0.8088358208955224
diabetes,0.0550536007788574,1.0,1.0,2.0,0.6639477213900888,0.6132537313432836
diabetes,0.0,30.0,53.0,2.0,0.7276195602926597,0.8191044776119403
diabetes,0.02060891122555218,30.0,3.0,60.0,0.7193966921016862,0.7928358208955224
diabetes,0.010894663709511932,30.0,29.0,60.0,0.7074782321988508,0.8102089552238806
diabetes,0.0291735503982192,30.0,53.0,60.0,0.6639477213900888,0.7271641791044776
diabetes,0.0,30.0,1.0,15.0,0.6933715381981359,0.7834029850746269
diabetes,0.01043020353813639,30.0,1.0,60.0,0.7197669278952334,0.8062686567164179
