dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc
heart,1,2,uniform,0.6039049235993208,0.589406927582328
heart,19,2,uniform,0.6524674589700057,0.6414801598076103
heart,23,1,uniform,0.6795585738539899,0.6303867189015167
heart,4,1,distance,0.6577589134125637,0.6596718513634072
heart,28,2,uniform,0.6706734578381438,0.6415189480625267
heart,5,1,uniform,0.6502263723825694,0.6794732554982351
heart,12,2,uniform,0.6578155065082061,0.6276327528024513
heart,13,1,distance,0.6868251273344652,0.6624646057173887
heart,16,2,distance,0.6811092246745897,0.6512160117916295
heart,7,1,distance,0.6615732880588567,0.6626003646095961
heart,9,2,distance,0.6718166383701188,0.6651216011791627
heart,14,1,uniform,0.6736276174306736,0.6565687909700942
heart,28,1,uniform,0.6669043576683645,0.6368255692176409
heart,27,2,distance,0.6759818902093946,0.6595166983437415
heart,10,1,distance,0.6740237691001697,0.6508281292424654
heart,20,1,distance,0.6863497453310696,0.6474535510647376
heart,24,1,uniform,0.6791963780418789,0.6322679492649627
heart,23,2,distance,0.6670967741935483,0.6545130134595245
heart,5,2,distance,0.6411375212224109,0.6511966176641714
heart,8,2,uniform,0.6726202603282398,0.6481711337806911
heart,29,1,distance,0.6854668930390492,0.6599821574027385
heart,14,1,distance,0.6891228070175439,0.6632015825608005
heart,3,1,uniform,0.6557441992076967,0.649664481594973
heart,3,2,distance,0.6272665534804754,0.6451068616422947
heart,20,1,uniform,0.6729767968307867,0.629669136185563
heart,19,2,distance,0.6693831352574986,0.656452426205345
heart,27,1,distance,0.6795698924731183,0.6569954617741748
heart,16,2,uniform,0.665342388228636,0.6355455568053993
heart,11,1,uniform,0.6618732314657612,0.6407819712191148
heart,29,2,uniform,0.6696943972835314,0.6441371552693845
heart,17,2,distance,0.6842105263157895,0.6528451184981188
heart,14,2,distance,0.6716468590831918,0.6580039564020015
heart,9,2,uniform,0.6683078664402943,0.6499941817617625
heart,15,1,uniform,0.6695076400679116,0.6565687909700942
heart,24,2,distance,0.6698585172608942,0.6553663550676856
heart,12,2,distance,0.674102999434069,0.6502463054187193
heart,7,1,uniform,0.6465082059988683,0.65315542453745
heart,7,2,distance,0.6605093378607809,0.6662852488266553
heart,13,1,uniform,0.6736842105263159,0.656452426205345
heart,25,1,uniform,0.6776287492925863,0.6382607346495481
heart,20,2,distance,0.6672665534804755,0.6574221325782553
heart,10,2,distance,0.6709677419354839,0.6703192273379621
heart,5,1,distance,0.655557441992077,0.6800938675768977
heart,22,1,uniform,0.6687323146576117,0.6385904348163376
heart,11,1,distance,0.6766157328805885,0.6554827198324347
heart,26,2,distance,0.675608375778155,0.6572281913036733
heart,17,1,uniform,0.6707640067911715,0.6379892168651332
heart,4,1,uniform,0.6606112054329373,0.6549590783910632
diabetes,13,2,distance,0.7632748538011696,0.7603582089552239
diabetes,25,2,uniform,0.7958479532163742,0.7752835820895522
diabetes,14,2,uniform,0.7550877192982457,0.7567761194029851
diabetes,25,1,distance,0.7869005847953217,0.8034626865671641
diabetes,24,1,distance,0.7826900584795322,0.8065074626865671
diabetes,22,2,uniform,0.7983333333333335,0.7664477611940298
diabetes,19,2,uniform,0.7876315789473685,0.7596417910447761
diabetes,17,2,uniform,0.7658187134502924,0.7607761194029851
diabetes,29,2,distance,0.7899999999999999,0.7776716417910448
diabetes,1,2,distance,0.5666666666666667,0.7051940298507462
diabetes,30,1,uniform,0.8061403508771929,0.7902686567164179
diabetes,28,1,uniform,0.7875730994152047,0.7980298507462686
diabetes,9,1,uniform,0.7553216374269006,0.7746268656716417
diabetes,30,1,distance,0.7976608187134503,0.7962388059701493
diabetes,30,2,uniform,0.7994736842105263,0.7746268656716417
diabetes,21,2,distance,0.784327485380117,0.7688358208955224
diabetes,23,1,uniform,0.783187134502924,0.8059701492537313
diabetes,22,2,distance,0.7908771929824562,0.7715820895522387
diabetes,14,2,uniform,0.7550877192982457,0.7567761194029851
diabetes,10,2,distance,0.729122807017544,0.7732537313432836
diabetes,13,1,distance,0.7570175438596491,0.7905671641791044
diabetes,25,2,distance,0.7889473684210527,0.7774328358208955
diabetes,19,1,uniform,0.7754970760233919,0.7900895522388061
diabetes,17,2,distance,0.7606432748538012,0.765731343283582
diabetes,27,2,uniform,0.796578947368421,0.7728358208955224
diabetes,6,1,distance,0.7102923976608188,0.787044776119403
diabetes,16,1,uniform,0.7740058479532164,0.7917611940298508
diabetes,1,1,uniform,0.5714035087719298,0.6862686567164178
diabetes,23,2,uniform,0.8012865497076025,0.7723582089552239
diabetes,6,2,uniform,0.7360233918128656,0.7213731343283583
diabetes,11,1,uniform,0.7683040935672515,0.7799402985074627
diabetes,21,1,uniform,0.7685087719298245,0.7987462686567165
diabetes,26,1,uniform,0.7932748538011697,0.808179104477612
diabetes,28,2,uniform,0.7927485380116959,0.7709253731343283
diabetes,29,1,uniform,0.7886549707602339,0.7935522388059701
diabetes,17,1,distance,0.7663742690058479,0.7949850746268656
diabetes,27,1,distance,0.7870760233918129,0.8059701492537313
diabetes,12,2,uniform,0.7506140350877194,0.7606567164179104
diabetes,30,2,distance,0.7919883040935674,0.7781492537313432
diabetes,8,2,uniform,0.7365204678362572,0.7526567164179104
diabetes,24,2,uniform,0.7974561403508772,0.7774925373134328
diabetes,4,2,distance,0.702280701754386,0.7492537313432835
diabetes,15,1,distance,0.76046783625731,0.7986865671641791
diabetes,10,1,distance,0.7621052631578947,0.779820895522388
diabetes,4,1,uniform,0.7033918128654971,0.7726567164179104
diabetes,20,2,uniform,0.7831578947368422,0.7657313432835822
diabetes,26,2,uniform,0.7938011695906433,0.7714626865671642
diabetes,27,2,distance,0.7923391812865497,0.776
diabetes,15,2,distance,0.7498830409356725,0.7688358208955224
diabetes,18,1,uniform,0.7630994152046784,0.7864477611940298
diabetes,20,1,distance,0.7716959064327484,0.799223880597015
diabetes,8,1,distance,0.746140350877193,0.788179104477612
diabetes,12,1,distance,0.7608771929824562,0.7968358208955224
diabetes,22,1,distance,0.7710526315789474,0.8025671641791046
diabetes,18,2,uniform,0.7813450292397661,0.7614925373134329
diabetes,25,1,uniform,0.7895029239766082,0.8037611940298507
diabetes,19,2,distance,0.7785964912280702,0.7660895522388059
diabetes,29,2,uniform,0.7905555555555556,0.7736119402985074
diabetes,23,2,distance,0.7956140350877192,0.7762388059701493
diabetes,27,1,uniform,0.7880994152046783,0.804179104477612
diabetes,7,1,uniform,0.7511111111111111,0.7747462686567165
diabetes,7,2,distance,0.7099415204678363,0.7493731343283583
diabetes,28,1,distance,0.7817543859649123,0.801134328358209
diabetes,14,1,uniform,0.7747660818713451,0.7888955223880597
diabetes,13,1,uniform,0.7632456140350878,0.7805373134328358
diabetes,24,2,distance,0.79,0.779820895522388
diabetes,19,1,distance,0.7721052631578947,0.7948059701492537
diabetes,3,2,uniform,0.7027192982456141,0.7202388059701492
diabetes,28,2,distance,0.7880116959064327,0.7752835820895523
diabetes,26,1,distance,0.7900584795321637,0.8092537313432836
diabetes,21,2,uniform,0.7907309941520467,0.7641194029850745
diabetes,26,2,distance,0.7857309941520467,0.7751641791044777
diabetes,24,1,uniform,0.7868713450292397,0.8078208955223881
diabetes,3,1,distance,0.6494444444444444,0.7561194029850747
diabetes,16,2,uniform,0.7599415204678361,0.7696716417910447
diabetes,11,2,distance,0.7440350877192983,0.7663283582089552
diabetes,15,1,uniform,0.7683918128654971,0.7911641791044777
diabetes,5,2,uniform,0.742514619883041,0.7105074626865673
diabetes,29,1,distance,0.7881286549707601,0.798865671641791
diabetes,23,1,distance,0.77953216374269,0.8044776119402985
diabetes,10,1,uniform,0.7614035087719299,0.7672238805970149
diabetes,16,1,distance,0.7735087719298245,0.7976119402985075
diabetes,20,2,distance,0.7768421052631578,0.7691940298507464
diabetes,11,1,distance,0.7588304093567251,0.7903880597014926
diabetes,22,1,uniform,0.7762573099415204,0.8005373134328359
diabetes,18,2,distance,0.7733918128654971,0.7673432835820895
diabetes,20,1,uniform,0.7754970760233918,0.7977910447761194
diabetes,5,1,uniform,0.6936842105263158,0.7748059701492538
diabetes,10,2,uniform,0.7410818713450293,0.7705671641791045
diabetes,7,2,uniform,0.7150292397660818,0.7312835820895522
diabetes,7,2,distance,0.7099415204678363,0.7493731343283583
diabetes,9,2,uniform,0.7556432748538012,0.7563582089552239
diabetes,13,2,uniform,0.7673391812865497,0.7546268656716418
diabetes,17,1,uniform,0.7696198830409356,0.7913432835820895
diabetes,8,1,uniform,0.7588888888888888,0.7762985074626867
diabetes,15,2,uniform,0.7512573099415205,0.7617910447761195
diabetes,12,1,uniform,0.7703508771929826,0.7890746268656718
diabetes,5,2,distance,0.7176023391812866,0.733134328358209
diabetes,14,1,distance,0.7647368421052632,0.7962985074626866
diabetes,9,2,distance,0.7382456140350877,0.7634029850746268
cancer,13,2,distance,0.7075051887196165,0.7557999512224863
cancer,25,2,uniform,0.7348310189147552,0.7802420584110726
cancer,14,2,uniform,0.7011385762581308,0.7709209804280227
cancer,25,1,distance,0.7156672586442999,0.7655630754222303
cancer,24,1,distance,0.712515512666895,0.766713919882934
cancer,22,2,uniform,0.7216594274221158,0.7799410096945307
cancer,19,2,uniform,0.7142352790140363,0.7662756844094872
cancer,17,2,uniform,0.7026992040397124,0.7654982927870252
cancer,29,2,distance,0.7264485621362546,0.7760464300957259
cancer,1,2,distance,0.578542237247518,0.5853072983354674
cancer,27,2,uniform,0.7338253701643274,0.7855885311871228
cancer,10,1,uniform,0.6731366077541938,0.75284662520578
cancer,26,2,distance,0.726144995292708,0.7761836168526309
cancer,30,2,uniform,0.7410178984080794,0.785874336930675
cancer,30,1,uniform,0.7365210972269771,0.7754824400951162
cancer,27,1,distance,0.7214385056487504,0.765989878665935
cancer,9,1,distance,0.679398108524478,0.7287131882202305
cancer,22,2,distance,0.7159833960972269,0.7734055850253032
cancer,14,2,uniform,0.7011385762581308,0.7709209804280227
cancer,18,1,distance,0.7023905554604587,0.7610892628498263
cancer,6,2,uniform,0.6834129471927421,0.6902780318273277
cancer,9,2,distance,0.6898589952071209,0.7315902993719894
cancer,30,2,distance,0.7271995891817872,0.7735427717822084
cancer,21,1,uniform,0.7124449032865459,0.772247119078105
cancer,15,2,distance,0.7086234380349196,0.7591610267666606
cancer,5,1,distance,0.6590783871105785,0.6695171026156942
cancer,29,2,uniform,0.739833051609038,0.7895059752454119
cancer,14,1,distance,0.6980213325915783,0.7495236570940795
cancer,28,1,uniform,0.7403388180417665,0.7765265837448936
cancer,26,1,uniform,0.7304647381033893,0.7731197792817511
cancer,29,1,uniform,0.7376540568298529,0.7757110846899579
cancer,20,2,distance,0.7059785283293392,0.766504329004329
cancer,24,2,distance,0.7220424298185554,0.7738781171879764
cancer,7,1,uniform,0.6641146546559398,0.722189195780745
cancer,24,1,uniform,0.7213336614173228,0.772994024754588
cancer,16,1,uniform,0.6990018401232454,0.7603156819706115
cancer,30,1,distance,0.7212919376925712,0.7685049692091946
cancer,11,2,distance,0.7065399263950701,0.7467418145235046
cancer,4,2,uniform,0.6685673249743239,0.6734650326199622
cancer,28,2,uniform,0.7353496234166382,0.7883170233522345
cancer,19,1,uniform,0.7072807899691886,0.766450978598866
cancer,2,1,uniform,0.6215422800410818,0.6175690506676422
cancer,12,1,distance,0.7000984251968505,0.7438189744527772
cancer,12,2,uniform,0.6963844787743924,0.772048960429242
cancer,24,2,uniform,0.7311497025847313,0.7798304981403572
cancer,21,1,distance,0.7104603517630949,0.7664928967745869
cancer,6,2,distance,0.6830350265320095,0.6888185171635876
cancer,18,2,distance,0.7072596606470386,0.7640845070422535
cancer,27,1,uniform,0.7313109808284833,0.771500213401622
cancer,23,1,uniform,0.7119107861177679,0.7749489360404853
cancer,26,2,uniform,0.7401946572235536,0.7841671239558563
cancer,21,2,uniform,0.7097946443854845,0.7712601365770381
cancer,23,2,uniform,0.7230138437179048,0.7784090909090909
cancer,16,2,distance,0.705248898065731,0.7603461679165904
cancer,8,2,uniform,0.6781883879664499,0.7328287909273825
cancer,28,1,distance,0.7244902216706608,0.7690041765745992
cancer,3,2,distance,0.6546003081136597,0.6575132613865009
cancer,17,1,distance,0.7005646075830194,0.758200719468325
cancer,13,1,uniform,0.6891630648750428,0.7688517468447046
cancer,22,1,distance,0.7091800218247176,0.7662947381257241
cancer,20,1,uniform,0.7054655404827113,0.7692366319126883
cancer,25,1,uniform,0.7287829510441629,0.7722699835375891
cancer,7,2,distance,0.6846710779698733,0.7050408511676117
cancer,27,2,distance,0.7215200808798358,0.7764465581366989
cancer,15,1,uniform,0.6923097291167408,0.7612874214986891
cancer,19,1,distance,0.7023103175282437,0.7589095177123346
cancer,11,1,distance,0.6849115243067443,0.735816413633315
cancer,10,2,uniform,0.684754525419377,0.7621334064996037
cancer,3,1,distance,0.6570416809311879,0.6479063776598988
cancer,15,2,uniform,0.7010179519000344,0.7741105725260654
cancer,18,2,uniform,0.7050894920403972,0.7710124382659593
cancer,29,1,distance,0.7234064746662103,0.7683220535333211
cancer,23,2,distance,0.7173447663471413,0.7729254313761356
cancer,12,2,distance,0.7058579039712427,0.7486281324309494
cancer,5,2,distance,0.6737025526360835,0.6793145235046643
cancer,25,2,distance,0.7236070694967477,0.7740229254313762
cancer,16,1,distance,0.6998841899178363,0.749054935674654
cancer,8,1,distance,0.6778005712940773,0.721369885982562
cancer,28,2,distance,0.7227709902430675,0.7770715200292665
cancer,1,1,distance,0.5793111840979116,0.5918008048289738
cancer,4,1,uniform,0.661434975179733,0.6653557709895738
cancer,22,1,uniform,0.7143144471071551,0.7714011340771904
cancer,14,2,distance,0.709652623245464,0.755079720748735
cancer,19,2,distance,0.7106248395241356,0.7623849155539297
cancer,10,2,distance,0.6946681894043136,0.738293396744101
cancer,26,1,distance,0.7168496983053748,0.7666758124504605
cancer,20,2,uniform,0.7071788877952756,0.7713820803609535
cancer,17,1,uniform,0.7000029420575146,0.7696672458996402
cancer,13,1,distance,0.6979574097055803,0.7489787208097067
cancer,6,1,uniform,0.6706995142930503,0.6876714834461314
cancer,11,2,uniform,0.6964179112461487,0.7675980123163222
cancer,17,2,distance,0.7058819753509071,0.7571108468995793
cancer,26,2,uniform,0.7401946572235536,0.7841671239558563
cancer,21,2,distance,0.7082917879150976,0.767940979208585
cancer,9,1,uniform,0.6713638843717906,0.7478545515517345
cancer,4,2,distance,0.6659812564190346,0.6716511188342174
cancer,12,1,uniform,0.6936911588497091,0.7629946344735076
cancer,15,1,distance,0.7006087384457377,0.7485900249984758
cancer,23,1,distance,0.7079970472440945,0.7694805194805194
cancer,8,2,distance,0.6853343782095174,0.7208859215901469
alzheimer,13,2,distance,0.7165829859795376,0.7112522686025409
alzheimer,25,2,uniform,0.7369908109132246,0.7168179068360557
alzheimer,14,2,uniform,0.720260989010989,0.7055051421657593
alzheimer,25,1,distance,0.7435629026146268,0.7290229885057471
alzheimer,24,1,distance,0.7369221295945433,0.7275408348457351
alzheimer,22,2,uniform,0.7356290261462675,0.7220961887477313
alzheimer,19,2,uniform,0.731527093596059,0.7049531155474894
alzheimer,17,2,uniform,0.7251752557787041,0.710178463399879
alzheimer,29,2,distance,0.7428571428571429,0.7268451300665457
alzheimer,1,2,distance,0.599355816597196,0.5855111917725349
alzheimer,30,1,uniform,0.7390844069723379,0.7375529340592862
alzheimer,30,2,distance,0.7465043577112543,0.7268451300665457
alzheimer,30,1,distance,0.7439418340280408,0.7423926194797339
alzheimer,27,2,distance,0.7376563092080335,0.7221718088324258
alzheimer,30,2,uniform,0.7442402425161047,0.7235254083484574
alzheimer,28,1,uniform,0.7374218453959833,0.7357909860859043
alzheimer,9,1,distance,0.7046466464569912,0.7092256503327283
alzheimer,18,1,distance,0.7353543008715422,0.7287431941923775
alzheimer,14,2,uniform,0.720260989010989,0.7055051421657593
alzheimer,3,1,distance,0.6600085259568018,0.6530550514216577
alzheimer,9,1,uniform,0.699398446381205,0.7031987295825771
alzheimer,21,1,distance,0.7425350511557408,0.7246672716273442
alzheimer,14,1,distance,0.731456043956044,0.7231699939503933
alzheimer,14,1,distance,0.731456043956044,0.7231699939503933
alzheimer,20,1,uniform,0.7344661803713528,0.7213475499092559
alzheimer,6,2,distance,0.681321049640015,0.6855111917725348
alzheimer,21,2,distance,0.7349848427434635,0.7170901391409559
alzheimer,26,1,uniform,0.7391033535430088,0.7276164549304295
alzheimer,27,1,distance,0.7436292156119741,0.736826981246219
alzheimer,16,1,uniform,0.7329717696097007,0.7159407138535996
alzheimer,26,1,distance,0.7430560818491851,0.7328039927404719
alzheimer,29,1,distance,0.7459596438044714,0.7420145190562614
alzheimer,12,1,uniform,0.7198489010989012,0.7137855414398064
alzheimer,28,1,distance,0.7436055323986358,0.7398669086509377
alzheimer,22,1,uniform,0.7438021030693445,0.7179975801572898
alzheimer,22,1,distance,0.7476222053808261,0.7247882637628555
alzheimer,10,2,distance,0.7058592269799167,0.6997428917120387
alzheimer,16,2,distance,0.727903561955286,0.7137099213551119
alzheimer,23,2,distance,0.7434444865479348,0.7217937084089534
alzheimer,6,1,uniform,0.6779580333459644,0.6988354506957049
alzheimer,19,1,distance,0.7393709738537324,0.7279718693284937
alzheimer,8,2,distance,0.6965706707086017,0.6926194797338172
alzheimer,23,1,uniform,0.7421632247063281,0.7215290381125227
alzheimer,15,1,distance,0.7380115574081092,0.7261569872958257
alzheimer,20,2,distance,0.7393993937097385,0.71538112522686
alzheimer,17,1,distance,0.732848616900341,0.7305202661826982
alzheimer,18,2,distance,0.7346011746873816,0.7145946763460375
alzheimer,11,1,distance,0.7133573323228496,0.7192982456140351
alzheimer,4,2,uniform,0.6751278893520272,0.6627419842710225
alzheimer,24,2,uniform,0.7355082417582418,0.7194267997580158
alzheimer,26,2,distance,0.7427150435771125,0.7218239564428311
alzheimer,25,2,distance,0.7395367563471013,0.7199637023593468
alzheimer,12,2,uniform,0.7138144183402804,0.7012552934059286
alzheimer,28,2,distance,0.743103448275862,0.7226406533575318
alzheimer,15,2,distance,0.7265915119363395,0.7062386569872958
alzheimer,15,1,uniform,0.7300279461917393,0.723185117967332
alzheimer,23,1,distance,0.7457464948844259,0.7282819116757412
alzheimer,20,1,distance,0.7429802955665024,0.7267770719903206
alzheimer,5,1,distance,0.6854324554755589,0.6843920145190563
alzheimer,29,2,uniform,0.7404793482379689,0.7233287961282516
alzheimer,13,1,uniform,0.7248342175066312,0.7155096793708409
alzheimer,27,2,uniform,0.7344567070860173,0.7183681185722929
alzheimer,19,2,distance,0.7359226979916635,0.7084392014519056
alzheimer,7,1,distance,0.6957583364910952,0.7060193587416818
alzheimer,18,1,uniform,0.727714096248579,0.7244328493647914
alzheimer,23,2,uniform,0.7397049071618038,0.7194267997580157
alzheimer,25,1,uniform,0.7393093974990528,0.7235783424077435
alzheimer,16,1,distance,0.738849943160288,0.7209845735027223
alzheimer,10,1,uniform,0.7051274156877605,0.711305202661827
alzheimer,22,2,distance,0.7392715043577113,0.7232607380520266
alzheimer,1,1,uniform,0.5864153088291019,0.581442831215971
alzheimer,11,2,uniform,0.7069652330428193,0.7039473684210527
alzheimer,29,1,uniform,0.7410169571807503,0.7371067755595887
alzheimer,13,1,distance,0.7321523304281925,0.7171657592256503
alzheimer,3,2,distance,0.6449199507389163,0.6359271022383546
alzheimer,9,2,uniform,0.7095751231527093,0.6968163944343617
alzheimer,17,2,distance,0.7292866616142478,0.7125983061101028
alzheimer,7,2,uniform,0.6940081470253883,0.6932017543859648
alzheimer,20,2,uniform,0.7330238726790451,0.7136040532365395
alzheimer,26,2,uniform,0.7404769799166351,0.7192150635208712
alzheimer,4,1,uniform,0.6701686244789693,0.6812008469449486
alzheimer,15,2,uniform,0.7235790071996968,0.7034709618874773
alzheimer,28,2,uniform,0.7394325502084123,0.7190638233514821
alzheimer,24,2,distance,0.7396693823417961,0.7224137931034481
alzheimer,27,1,uniform,0.7406972338006821,0.7322973381730189
alzheimer,21,1,uniform,0.7373792156119741,0.7184134906231094
alzheimer,12,2,distance,0.7189607805987116,0.7049153055051421
alzheimer,8,1,uniform,0.6852524630541872,0.6998714458560193
alzheimer,5,2,uniform,0.6834928003031452,0.6674228675136117
alzheimer,12,1,distance,0.7242279272451686,0.716016333938294
alzheimer,2,2,uniform,0.63195339143615,0.6064579552329099
alzheimer,6,1,uniform,0.6779580333459644,0.6988354506957049
alzheimer,28,1,distance,0.7436055323986358,0.7398669086509377
alzheimer,10,2,uniform,0.7010515346722244,0.6983061101028434
alzheimer,6,2,distance,0.681321049640015,0.6855111917725348
alzheimer,18,2,distance,0.7346011746873816,0.7145946763460375
alzheimer,16,1,uniform,0.7329717696097007,0.7159407138535996
alzheimer,23,2,distance,0.7434444865479348,0.7217937084089534
alzheimer,27,2,uniform,0.7344567070860173,0.7183681185722929
alzheimer,27,1,distance,0.7436292156119741,0.736826981246219
