dataset,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,cv_roc_auc,test_roc_auc
heart,0.46909356296798244,0.7549531688595925,1.1987642685433468,5.0,25.83107246311605,2071.0,0.12662434382125431,27.666815350407898,0.37401697993285554,0.6663342602605219,0.6279818470966991
heart,0.8536495199979559,0.894983749642776,0.009871679072767706,14.0,66.20624525771561,313.0,0.006643553197618648,0.1313736598687076,0.6721561916912533,0.6536819402832067,0.6876963655405144
heart,0.5003492610710367,0.9268502695024393,0.002172317575011194,7.0,2.4892071659245056,2269.0,0.008425401080976913,32.696189995885675,0.6016063807304213,0.8071529813251089,0.7912028237849579
heart,0.8311563895216271,0.2546844052569046,0.0933321443393548,12.0,12.652637928531286,478.0,34.679487104144975,175.16941226942794,0.9207359753561953,0.7715112260118463,0.7823009192816415
heart,0.8195980974464558,0.4942262677968311,0.0541393962176335,11.0,80.2797660628774,3585.0,0.349547748924183,8.031570020313513,0.41777546097517426,0.5,0.5
heart,0.7606252161870115,0.9454327638424945,0.0033998315079271793,4.0,48.62150415616877,1864.0,0.5666344740221539,1.619224699922767,0.8067555434282462,0.7423316253338573,0.7709747488460493
heart,0.6553714226520847,0.7978279409450943,0.015084934591072068,13.0,17.732668202120195,2974.0,7.865563870926734,0.3395395929949125,0.7604942367419253,0.8089341197027003,0.7909313060005431
heart,0.5890627609212813,0.9280083037935848,0.043019475321926876,13.0,4.817951517559621,257.0,2.6676253308125464,0.0013964907191492126,0.44715663188619825,0.8113256284285741,0.7806912067026105
heart,0.9599301876789355,0.7305593001592294,0.751669938826941,7.0,6.3530675265639065,1058.0,0.000977389356827295,0.1665133499923576,0.634941022232247,0.7354718470870182,0.6807338737830184
heart,0.10326727652926891,0.8360470176973764,0.27818377604776484,5.0,16.571707470587405,1374.0,0.07467587900293658,0.008098619589439575,0.9044542549472675,0.7737422885587802,0.7106008300686553
heart,0.1289344401571766,1.0,0.0009765625,15.0,2.4429588295540206,1.0,1024.0,0.0009765625,0.1,0.5,0.5
heart,0.38677695418959923,0.8077099372678854,0.03955119603776475,9.0,96.20140380647103,2212.0,0.07928767858158595,0.005138403268356616,0.9242184334958958,0.5,0.6656258484930763
heart,0.1,1.0,0.0026540238419091085,1.0,11.260604007807212,1.0,0.010763341719831036,0.0009765625,1.0,0.5990496835504288,0.5840735425313215
heart,0.1,0.1373006845328736,0.14406426000996622,7.0,25.234407506833683,509.0,102.13518682099877,0.0025707295912683506,0.16773459344820507,0.5,0.5
heart,0.30626944198694583,0.1,0.020236455483127566,15.0,2.1717102553146717,1334.0,1024.0,1024.0,0.8307230095865289,0.5,0.5
heart,0.24316215212133518,0.21342201173063527,0.04575483464171417,5.0,7.029299202933391,2817.0,0.029347835813699794,0.4477342096416868,0.9571793500332267,0.7778147240846633,0.7375974554904774
heart,0.2695269171712197,0.8576530158525357,0.028566944480622997,13.0,3.607918269830355,2121.0,0.01054467975680028,0.3068185810082152,0.5748856837538874,0.7860900056239798,0.7497769675342306
heart,0.16835041724202854,0.6355593368668576,0.6087717456371032,13.0,9.411498197318629,2160.0,0.004964134945892921,0.032143489155036904,0.7184965230064068,0.734525649302031,0.6960164462200846
heart,0.9406471966328346,0.7050028928817296,0.03046162086970637,13.0,11.72452244185771,2464.0,4.347756450483833,46.816127807667044,1.0,0.8124141574453185,0.7862379271556572
heart,0.6824245872901796,0.1397108886184361,0.2553956926365753,13.0,6.633091528416592,422.0,1.1753069895322081,1.2123273443593068,0.4329903560250462,0.7875795314362688,0.7421744695706141
heart,0.6808741402645867,1.0,0.043748448111558216,9.0,5.381640010082976,1501.0,0.792362323841521,0.0009765625,0.6973475651503277,0.7905490330375704,0.749815755789147
heart,0.8018352832536162,0.11510940439700279,0.0952721530865268,9.0,4.688786871566646,2831.0,1.5554866562557101,0.04993842860983645,0.8750472812103625,0.7831953368474949,0.7382180675691401
heart,0.18797950908854072,0.8956049184333807,0.11455945893807,13.0,9.641119451502641,805.0,0.0459757401247206,0.001263086098546323,0.2709655180490205,0.7657042481189118,0.7361235018036538
heart,0.7879955135180442,0.5806781430950175,0.0018145697687220208,15.0,16.43587580051517,622.0,0.03689654640125483,623.8938962659788,0.44887679880571174,0.7941868140131462,0.8011714052984756
heart,0.8513073819828038,0.2725434344461998,0.0070205753849356635,1.0,1.591381293933315,5000.0,0.0009765625,25.874898599845846,0.7797683429152877,0.8108109689923593,0.7965556029634228
heart,0.6607497562222819,0.9135194959860647,0.029441200885175562,15.0,16.47839019379988,3842.0,2.364393232453043,0.05941156116279011,0.94895739069448,0.7993644013841676,0.7575734067724292
heart,0.7564318747390913,0.8821955485085946,0.005346444986426307,1.0,2.1589770257353638,3356.0,0.0009765625,0.26324243339435366,0.3196449235358043,0.8095035534421153,0.7949264962569335
heart,0.6532765189015,0.335157966146643,0.0076005310339640215,15.0,33.265739327494316,3256.0,0.41539648080376806,6.259918116289512,0.4444679289349063,0.6994849747689542,0.7227609479849502
heart,0.9467527188482201,0.7251319096218913,0.0009765625,14.0,12.741838921676642,207.0,1024.0,0.10282104138503355,0.9544242458336717,0.5,0.5
heart,0.8897406675600651,0.15966148231688357,0.0009765625,5.0,8.271977266290634,105.0,0.04195312197727897,15.280237915875158,1.0,0.7597090213247273,0.7697917070710989
heart,0.1,0.9968851562401682,0.004346983220888406,6.0,6.0722863846511395,116.0,0.12022256113486175,0.002988642256742521,0.9271725739202138,0.7993742083898889,0.7936852720996082
heart,0.5617636713793055,0.735327569881644,0.01320863114913989,2.0,1.1530274901361925,4621.0,0.0009765625,0.026332376005767353,0.36419717799017093,0.7986653304196928,0.7709553547185911
heart,0.6849966362836158,0.8794406961886436,0.016799844200607077,15.0,11.442034956492947,1341.0,8.473286634789753,0.10294448478945088,1.0,0.8095515721167288,0.7903494821767968
