dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
alzheimer,0.032218397408127764,30.0,1.0,2.0,0.755971216261818,0.784724742891712
alzheimer,0.012395636086806439,30.0,60.0,2.0,0.6949736696677226,0.7539322444041137
alzheimer,0.013534160695617404,23.0,1.0,2.0,0.7977768393553513,0.8009528130671506
alzheimer,0.018696007437064868,30.0,1.0,60.0,0.7860111608285417,0.7915154264972776
alzheimer,0.018944311932014013,21.0,1.0,60.0,0.7860111608285417,0.8090290381125226
alzheimer,0.017443719846833964,20.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.0180827216666592,30.0,1.0,2.0,0.7860111608285417,0.7915154264972776
alzheimer,0.017131404441215352,19.0,1.0,60.0,0.7913856138894103,0.7915154264972776
alzheimer,0.01806845552380194,25.0,1.0,60.0,0.7860111608285417,0.7915154264972776
alzheimer,0.016872924901095196,18.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.029550682642401783,1.0,1.0,4.0,0.60504211289127,0.6099818511796733
alzheimer,0.016961644140860453,18.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.0355335024962443,30.0,60.0,49.0,0.6928541620456471,0.730822746521476
alzheimer,0.04905505234161872,1.0,60.0,9.0,0.60504211289127,0.6099818511796733
alzheimer,0.03285554373803539,17.0,2.0,4.0,0.755971216261818,0.784724742891712
alzheimer,0.01769826255243229,30.0,1.0,60.0,0.7908964967458543,0.7915154264972776
alzheimer,0.018599471796509958,18.0,1.0,60.0,0.7860111608285417,0.7915154264972776
alzheimer,0.007047869564534733,30.0,60.0,4.0,0.698030651814947,0.7539322444041137
alzheimer,0.018542578877254027,19.0,1.0,2.0,0.7860111608285417,0.7915154264972776
alzheimer,0.026507086757075155,30.0,1.0,18.0,0.7860111608285417,0.8090290381125226
alzheimer,0.06729675961801933,1.0,60.0,3.0,0.5375805005298769,0.5
alzheimer,0.06583663624832968,30.0,59.0,57.0,0.5375805005298769,0.5
alzheimer,0.008045845252232155,30.0,1.0,50.0,0.8291588346310105,0.8068587416817907
alzheimer,0.014769359140416011,24.0,1.0,2.0,0.8265532313012223,0.8009528130671506
alzheimer,0.007128410695853457,30.0,1.0,58.0,0.8213318643230751,0.8095130066545674
alzheimer,0.007040414901839468,15.0,1.0,57.0,0.8213318643230751,0.8095130066545674
alzheimer,0.005689465595172909,1.0,1.0,3.0,0.60504211289127,0.6099818511796733
alzheimer,0.007636452220335825,22.0,1.0,6.0,0.7253502377336815,0.7720508166969147
alzheimer,0.0034717804649883905,23.0,1.0,60.0,0.8268631950724292,0.7973532970356927
alzheimer,0.010275078763974169,24.0,1.0,60.0,0.834024205374222,0.8009528130671506
alzheimer,0.0049916480004129835,18.0,60.0,60.0,0.698030651814947,0.7539322444041137
alzheimer,0.0,30.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.01299473626063717,21.0,1.0,35.0,0.8178726757456666,0.8009528130671506
alzheimer,0.0,23.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.08589485616124704,3.0,12.0,35.0,0.5,0.5
alzheimer,0.0044916119024817165,24.0,1.0,60.0,0.8268631950724292,0.7973532970356927
alzheimer,0.0,30.0,16.0,60.0,0.8152937025219865,0.8154567453115547
alzheimer,0.0,21.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.0841918981191573,2.0,7.0,24.0,0.5,0.5
alzheimer,0.008080994720674207,7.0,36.0,17.0,0.7149867127915508,0.7553387779794314
alzheimer,0.005611533072381251,21.0,1.0,60.0,0.826984319103437,0.802979431336963
alzheimer,0.009182779384957656,23.0,1.0,43.0,0.8333163303512355,0.8218088324258922
alzheimer,0.0059373467717181916,25.0,1.0,51.0,0.8221189483602253,0.787046279491833
alzheimer,0.08633325608815658,4.0,42.0,39.0,0.5,0.5
alzheimer,0.005984603176097348,20.0,1.0,54.0,0.8201206240129976,0.8095130066545674
alzheimer,0.06696426961198298,29.0,11.0,28.0,0.5375805005298769,0.5
alzheimer,0.014106828616560022,21.0,1.0,34.0,0.8135508672350283,0.8009528130671506
alzheimer,0.004373881285712601,29.0,23.0,60.0,0.7691819409135117,0.7991228070175438
alzheimer,0.0003250693860024447,23.0,1.0,54.0,0.8265513651202602,0.7930883242589231
alzheimer,0.0006758729490894402,16.0,7.0,60.0,0.8312233343475878,0.8026164549304295
alzheimer,0.0,20.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.0012461947229670197,17.0,18.0,56.0,0.8065498153014041,0.8037583182093164
alzheimer,0.0071611227198862945,19.0,5.0,44.0,0.8269578074850089,0.8187840290381125
alzheimer,0.0007215019991579698,15.0,1.0,50.0,0.8285496894674879,0.78832425892317
alzheimer,0.0,18.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.06173017948954123,17.0,4.0,56.0,0.5755685986793837,0.5
alzheimer,0.0,19.0,1.0,60.0,0.8273184839833094,0.7930883242589231
alzheimer,0.0037005708487398087,30.0,1.0,51.0,0.8230475659312847,0.7698880822746521
alzheimer,0.003818060622835285,19.0,1.0,60.0,0.8268631950724292,0.7973532970356927
alzheimer,0.005320321982924815,18.0,1.0,51.0,0.8230475659312847,0.7805127041742287
alzheimer,0.011308574297886013,17.0,1.0,40.0,0.8131445433579598,0.8180580762250453
