dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
diabetes,0.06708676092326142,1.0,1.0,2.0,0.6649667931688805,0.6012537313432835
diabetes,0.017099261149205354,24.0,23.0,60.0,0.7552676312460468,0.7094328358208956
diabetes,0.0,30.0,27.0,2.0,0.790099595785895,0.7527164179104477
diabetes,0.0,1.0,27.0,2.0,0.739771110056926,0.6012537313432835
diabetes,0.01868559066161162,15.0,22.0,2.0,0.8058265140733712,0.7094328358208956
diabetes,0.0260805410816787,30.0,28.0,2.0,0.7334459993674889,0.7094328358208956
diabetes,0.0,30.0,39.0,2.0,0.7266761543327008,0.7419701492537313
diabetes,0.0,30.0,27.0,60.0,0.7596952087286527,0.7094328358208956
diabetes,0.1,1.0,60.0,60.0,0.5,0.5
diabetes,0.0,30.0,21.0,2.0,0.8061427696078431,0.7521194029850746
diabetes,0.0,30.0,19.0,2.0,0.7956878063725491,0.6951641791044776
diabetes,0.009930065317285214,25.0,20.0,25.0,0.8058265140733712,0.7223283582089552
diabetes,0.010697788321702937,25.0,20.0,24.0,0.8058265140733712,0.7223283582089552
diabetes,0.0,24.0,21.0,2.0,0.8061427696078431,0.7521194029850746
cancer,0.04101039588533139,22.0,56.0,20.0,0.735508417124429,0.7318075117370892
cancer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
cancer,0.044483251230115185,28.0,7.0,27.0,0.7275189599133262,0.7318075117370892
cancer,0.08123959883573634,6.0,36.0,49.0,0.5,0.5
cancer,0.07995534416071731,14.0,32.0,44.0,0.5,0.5
cancer,0.07340280179855684,28.0,11.0,13.0,0.6452769699619217,0.5
cancer,0.061707935850231634,23.0,22.0,53.0,0.7275189599133262,0.7318075117370892
cancer,0.05434030676903126,28.0,30.0,51.0,0.7275189599133262,0.7318075117370892
cancer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
cancer,0.0003630307254743227,25.0,45.0,17.0,0.8199668848297462,0.7897651057862326
cancer,0.006288080422503892,24.0,44.0,12.0,0.736661534660052,0.7318075117370892
cancer,0.0,25.0,31.0,31.0,0.8221574913568984,0.7979505822815681
cancer,0.027106053037463707,1.0,8.0,39.0,0.7275189599133262,0.7318075117370892
cancer,0.0,2.0,47.0,16.0,0.788670620212503,0.7605367050789587
cancer,0.04813003152628041,1.0,12.0,60.0,0.7275189599133262,0.7318075117370892
cancer,0.018677543915528057,30.0,48.0,16.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,1.0,2.0,0.6794871794871794,0.6591595024693617
cancer,0.0,13.0,57.0,60.0,0.7932720026863839,0.7983659532955307
cancer,0.029177465769892347,1.0,60.0,46.0,0.735087085717182,0.7318075117370892
cancer,0.0,30.0,35.0,60.0,0.8214885353506555,0.7829210109139687
cancer,0.0,30.0,42.0,2.0,0.81373139119618,0.8023253155295409
cancer,0.059016457740660555,30.0,1.0,5.0,0.7275189599133262,0.7318075117370892
cancer,0.05758598769803183,1.0,60.0,58.0,0.735087085717182,0.7318075117370892
cancer,0.03286720035595051,30.0,32.0,52.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,36.0,60.0,0.8221680510412904,0.8025539601243826
cancer,0.0,1.0,32.0,60.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,60.0,37.0,0.80439240631976,0.7983659532955307
cancer,0.0,30.0,39.0,34.0,0.8191231660468131,0.8051071581001159
cancer,0.0,24.0,39.0,60.0,0.8191231660468131,0.8051071581001159
cancer,0.0,19.0,43.0,2.0,0.81373139119618,0.8051681299920737
cancer,0.0,1.0,60.0,2.0,0.735087085717182,0.7318075117370892
cancer,0.0,30.0,23.0,2.0,0.8260904458087556,0.7908664105847204
cancer,0.015304633869182542,30.0,15.0,2.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,51.0,60.0,0.8051500636748968,0.8022833973538199
cancer,0.056981081716458486,30.0,60.0,36.0,0.735087085717182,0.7318075117370892
cancer,0.029410123615487366,30.0,1.0,59.0,0.7275189599133262,0.7318075117370892
cancer,0.06347255379311961,1.0,1.0,37.0,0.7275189599133262,0.7318075117370892
cancer,0.0423099662903013,1.0,40.0,11.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,28.0,2.0,0.8151485008416067,0.7828524175355162
cancer,0.028592298183665113,30.0,60.0,36.0,0.735087085717182,0.7318075117370892
cancer,0.0,30.0,40.0,2.0,0.818114188203143,0.805046186208158
cancer,0.0,30.0,28.0,60.0,0.8197192602307503,0.7828524175355162
cancer,0.0,30.0,24.0,8.0,0.8175777562360217,0.7858057435522223
cancer,0.1,1.0,1.0,12.0,0.5,0.5
cancer,0.025221757015236414,1.0,35.0,14.0,0.7275189599133262,0.7318075117370892
cancer,0.03856468803032384,1.0,1.0,34.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,31.0,2.0,0.8221574913568984,0.7979505822815681
cancer,0.0,30.0,30.0,60.0,0.8168929607031905,0.7903138528138528
cancer,0.0,20.0,48.0,60.0,0.8043227124027718,0.8019556734345468
cancer,0.045477680735326785,1.0,60.0,57.0,0.735087085717182,0.7318075117370892
cancer,0.057879870019432955,1.0,35.0,15.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,32.0,2.0,0.8220339430495102,0.7913541857203829
cancer,0.07117219116484762,28.0,60.0,40.0,0.5,0.7318075117370892
cancer,0.016678387076013743,1.0,60.0,12.0,0.735087085717182,0.7318075117370892
cancer,0.016133079867432353,7.0,1.0,11.0,0.7275189599133262,0.7318075117370892
cancer,0.0042425469028751,29.0,21.0,60.0,0.7915872050416158,0.7629717700140235
cancer,0.0,30.0,33.0,2.0,0.8210972990439261,0.7972074873483325
cancer,0.04864347320881607,30.0,60.0,56.0,0.735087085717182,0.7318075117370892
cancer,0.0,26.0,35.0,2.0,0.8214885353506555,0.7829210109139687
cancer,0.01343662846451284,30.0,60.0,15.0,0.735087085717182,0.7318075117370892
cancer,0.012464137197237416,2.0,21.0,42.0,0.7275189599133262,0.7318075117370892
cancer,0.0,30.0,27.0,2.0,0.8256532748749206,0.7828524175355162
cancer,0.0,22.0,22.0,5.0,0.8191543171157701,0.7882674836900189
cancer,0.0,25.0,26.0,2.0,0.8161115440581712,0.7688708005609414
cancer,0.0,30.0,21.0,2.0,0.8220450307181218,0.7794418023291262
cancer,0.0,30.0,22.0,60.0,0.814085140623317,0.7970131394427169
cancer,0.0,1.0,5.0,6.0,0.7275189599133262,0.7318075117370892
cancer,0.0,26.0,36.0,2.0,0.8221680510412904,0.8025539601243826
cancer,0.0,27.0,24.0,2.0,0.8175777562360217,0.7858057435522223
cancer,0.0,27.0,35.0,2.0,0.8214885353506555,0.7829210109139687
cancer,0.0,30.0,34.0,32.0,0.8228475667319256,0.8006066703249802
cancer,0.0,27.0,36.0,2.0,0.8221680510412904,0.8025539601243826
cancer,0.0,30.0,35.0,2.0,0.8214885353506555,0.7829210109139687
cancer,0.0,30.0,34.0,33.0,0.8228475667319256,0.8006066703249802
cancer,0.05154739047809655,16.0,49.0,47.0,0.7275189599133262,0.7318075117370892
cancer,0.0,27.0,36.0,31.0,0.8221680510412904,0.8025539601243826
cancer,0.0,28.0,35.0,32.0,0.8214885353506555,0.7829210109139687
cancer,0.0,27.0,34.0,2.0,0.8228475667319256,0.8006066703249802
cancer,0.03773848622180728,2.0,21.0,29.0,0.7275189599133262,0.7318075117370892
cancer,0.07738943727379066,2.0,1.0,59.0,0.5,0.5
cancer,0.0,25.0,20.0,2.0,0.8221733308834865,0.7746250228644594
cancer,0.0,25.0,19.0,2.0,0.8035106726730151,0.8162307176391683
cancer,0.0,26.0,34.0,2.0,0.8228475667319256,0.8006066703249802
cancer,0.0,27.0,26.0,2.0,0.8161115440581712,0.7688708005609414
cancer,0.0,26.0,37.0,2.0,0.8203148264304677,0.8051071581001159
cancer,0.0,30.0,34.0,2.0,0.8228475667319256,0.8006066703249802
cancer,0.05392766537180624,1.0,1.0,57.0,0.7275189599133262,0.7318075117370892
cancer,0.05833763553015906,2.0,16.0,32.0,0.7275189599133262,0.7318075117370892
cancer,0.04289076103084715,29.0,34.0,25.0,0.7275189599133262,0.7318075117370892
cancer,0.026505893806661848,30.0,18.0,44.0,0.7275189599133262,0.7318075117370892
cancer,0.09991008575447188,3.0,60.0,11.0,0.5,0.5
cancer,0.0,30.0,36.0,2.0,0.8221680510412904,0.8025539601243826
cancer,0.006378255183076211,14.0,11.0,20.0,0.7400913201506234,0.7342425766721541
cancer,0.013701209362798842,1.0,43.0,27.0,0.7275189599133262,0.7318075117370892
cancer,0.09988481583383416,29.0,28.0,20.0,0.5,0.5
cancer,0.031774913973267836,14.0,47.0,12.0,0.7275189599133262,0.7318075117370892
cancer,0.03618381220157992,30.0,15.0,33.0,0.7275189599133262,0.7318075117370892
cancer,0.018695783177958294,30.0,1.0,15.0,0.7275189599133262,0.7318075117370892
cancer,0.00436627811405016,21.0,60.0,21.0,0.7625327614208266,0.7605367050789587
cancer,0.0598138502129491,30.0,44.0,56.0,0.7275189599133262,0.7318075117370892
alzheimer,0.04101039588533139,22.0,56.0,20.0,0.6928541620456471,0.730822746521476
alzheimer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
alzheimer,0.044483251230115185,28.0,7.0,27.0,0.6790167856756927,0.730822746521476
alzheimer,0.08123959883573634,6.0,36.0,49.0,0.5,0.5
alzheimer,0.07995534416071731,14.0,32.0,44.0,0.5,0.5
alzheimer,0.07340280179855684,28.0,11.0,13.0,0.5,0.5
alzheimer,0.061707935850231634,23.0,22.0,53.0,0.5755685986793837,0.5
alzheimer,0.05434030676903126,28.0,30.0,51.0,0.6504232498421744,0.6099818511796733
alzheimer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
alzheimer,0.0003630307254743227,25.0,45.0,17.0,0.7214562289921344,0.7245009074410163
alzheimer,0.022016969702624192,1.0,60.0,30.0,0.60504211289127,0.6099818511796733
alzheimer,0.0,1.0,1.0,60.0,0.60504211289127,0.6099818511796733
alzheimer,0.02331950755824652,30.0,60.0,60.0,0.6928541620456471,0.730822746521476
alzheimer,0.0,30.0,60.0,2.0,0.698030651814947,0.7490623109497883
alzheimer,0.010089115412841338,23.0,1.0,2.0,0.760077554926149,0.8180580762250453
alzheimer,0.002817023655776463,30.0,1.0,2.0,0.7084604706141073,0.6861464004839686
alzheimer,0.015409091386616012,20.0,1.0,2.0,0.8265532313012223,0.8009528130671506
alzheimer,0.016376099500074303,16.0,5.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.018057028353738038,18.0,30.0,60.0,0.7517112583202049,0.7483212341197822
alzheimer,0.022112390901067674,20.0,60.0,2.0,0.6928541620456471,0.730822746521476
alzheimer,0.022911299846248095,26.0,1.0,2.0,0.7860111608285417,0.8090290381125226
alzheimer,0.025222175757136367,17.0,1.0,2.0,0.7860111608285417,0.8090290381125226
alzheimer,0.04011324174034939,1.0,1.0,4.0,0.60504211289127,0.6099818511796733
alzheimer,0.020452243182100715,21.0,1.0,60.0,0.7860111608285417,0.8090290381125226
alzheimer,0.0,17.0,1.0,2.0,0.7084604706141073,0.7362673926194796
alzheimer,0.021696187681937165,30.0,1.0,60.0,0.7860111608285417,0.8090290381125226
alzheimer,0.019408522675303356,13.0,1.0,12.0,0.7860111608285417,0.8090290381125226
alzheimer,0.018645397274179566,21.0,1.0,2.0,0.7860111608285417,0.7915154264972776
alzheimer,0.0001185077769253936,11.0,59.0,28.0,0.698030651814947,0.7498941318814277
alzheimer,0.01867300094953789,20.0,1.0,60.0,0.7860111608285417,0.7915154264972776
alzheimer,0.09981942888807674,6.0,1.0,34.0,0.5,0.5
alzheimer,0.019210316117478546,21.0,1.0,2.0,0.7860111608285417,0.8090290381125226
alzheimer,0.014140094919266731,30.0,1.0,49.0,0.8265532313012223,0.8009528130671506
alzheimer,0.016864172774996394,30.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.01713306274021758,30.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.01652693973345909,25.0,1.0,60.0,0.7913856138894103,0.7915154264972776
alzheimer,0.016738188586880115,25.0,1.0,60.0,0.7913856138894103,0.7915154264972776
alzheimer,0.016899159238935087,24.0,1.0,2.0,0.7913856138894103,0.7915154264972776
alzheimer,0.012854006553481945,1.0,1.0,8.0,0.60504211289127,0.6099818511796733
