dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
cancer,26,2,distance,0.7581201181617421,0.7739886287421498,0.7733065057008719,-0.0006821230412779045
cancer,30,1,distance,0.7550641483466652,0.7703226937381866,0.7733065057008719,0.0029838119626852677
cancer,3,1,uniform,0.6714122747127298,0.6774739345161881,0.7733065057008719,0.0958325711846838
cancer,17,2,uniform,0.7626453760418366,0.7616570635936832,0.7733065057008719,0.011649442107188657
cancer,27,1,distance,0.7532281449524768,0.77161834644229,0.7733065057008719,0.0016881592585819005
cancer,2,2,distance,0.6515523473352107,0.6683052862630328,0.7733065057008719,0.10500121943783913
cancer,23,1,distance,0.7485053646371823,0.7662909273824767,0.7733065057008719,0.007015578318395166
cancer,1,1,uniform,0.6142545270015962,0.6404639960977989,0.7733065057008719,0.13284250960307298
alzheimer,7,2,uniform,0.7128205128205128,0.6762779794313368,0.7497277676950997,0.07344978826376292
alzheimer,15,1,distance,0.7508097165991903,0.7281004234724744,0.7497277676950997,0.021627344222625355
alzheimer,29,1,uniform,0.7728744939271255,0.7436630369026013,0.7497277676950997,0.006064730792498474
alzheimer,26,1,uniform,0.7706815114709851,0.7492211131276467,0.7497277676950997,0.0005066545674530243
alzheimer,11,1,distance,0.7313090418353576,0.7154113732607381,0.7497277676950997,0.03431639443436163
alzheimer,21,2,distance,0.7607287449392712,0.7232758620689655,0.7497277676950997,0.026451905626134198
alzheimer,24,1,distance,0.7685222672064776,0.7446158499697519,0.7497277676950997,0.005111917725347803
alzheimer,21,2,distance,0.7607287449392712,0.7232758620689655,0.7497277676950997,0.026451905626134198
alzheimer,12,2,distance,0.7319331983805668,0.7078947368421052,0.7497277676950997,0.0418330308529945
alzheimer,2,2,distance,0.6538967611336032,0.6007410768300061,0.7497277676950997,0.14898669086509364
alzheimer,21,1,distance,0.7628205128205128,0.7491379310344827,0.7497277676950997,0.0005898366606170713
alzheimer,26,2,uniform,0.7621288798920378,0.737583182093164,0.7497277676950997,0.012144585601935765
alzheimer,12,1,uniform,0.7308367071524966,0.7210828796128251,0.7497277676950997,0.02864488808227461
alzheimer,27,1,uniform,0.7730431848852902,0.7470130066545675,0.7497277676950997,0.002714761040532254
alzheimer,10,2,distance,0.7255735492577597,0.6883998790078646,0.7497277676950997,0.061327888687235155
alzheimer,28,2,uniform,0.7618758434547908,0.7402828191167574,0.7497277676950997,0.009444948578342327
alzheimer,30,2,uniform,0.7682860998650473,0.7431790683605566,0.7497277676950997,0.006548699334543162
alzheimer,30,1,distance,0.7741902834008096,0.7451300665456745,0.7497277676950997,0.0045977011494252595
alzheimer,23,2,distance,0.7675775978407556,0.7347549909255897,0.7497277676950997,0.014972776769510032
alzheimer,25,1,uniform,0.7689946018893388,0.7439201451905628,0.7497277676950997,0.0058076225045369245
alzheimer,19,1,uniform,0.7600202429149797,0.7443209316394434,0.7497277676950997,0.005406836055656394
alzheimer,9,1,distance,0.7315452091767882,0.7043557168784028,0.7497277676950997,0.04537205081669693
alzheimer,4,1,distance,0.6714237516869097,0.6538641863278887,0.7497277676950997,0.09586358136721107
alzheimer,14,2,distance,0.7439439946018893,0.7150181488203268,0.7497277676950997,0.034709618874772974
alzheimer,9,2,uniform,0.7181005398110661,0.6882259528130671,0.7497277676950997,0.06150181488203266
alzheimer,2,2,distance,0.6538967611336032,0.6007410768300061,0.7497277676950997,0.14898669086509364
alzheimer,15,2,uniform,0.7428643724696355,0.718337870538415,0.7497277676950997,0.03138989715668472
alzheimer,12,1,distance,0.7342273954116059,0.7215366001209922,0.7497277676950997,0.028191167574107556
alzheimer,15,1,distance,0.7508097165991903,0.7281004234724744,0.7497277676950997,0.021627344222625355
alzheimer,17,2,distance,0.7497300944669365,0.7177253478523896,0.7497277676950997,0.03200241984271013
alzheimer,8,2,distance,0.7188765182186236,0.6824258923169995,0.7497277676950997,0.06730187537810028
alzheimer,30,2,distance,0.7723684210526316,0.7434059286146399,0.7497277676950997,0.006321839080459801
alzheimer,10,2,distance,0.7255735492577597,0.6883998790078646,0.7497277676950997,0.061327888687235155
alzheimer,29,1,distance,0.7742577597840755,0.7457803992740472,0.7497277676950997,0.003947368421052588
alzheimer,26,2,distance,0.7674763832658569,0.7380066545674531,0.7497277676950997,0.011721113127646676
alzheimer,10,2,distance,0.7255735492577597,0.6883998790078646,0.7497277676950997,0.061327888687235155
alzheimer,14,1,distance,0.746187584345479,0.7253176043557168,0.7497277676950997,0.02441016333938295
alzheimer,15,2,distance,0.7435222672064776,0.7173169993950393,0.7497277676950997,0.0324107683000604
alzheimer,23,2,uniform,0.7645074224021593,0.7337341197822141,0.7497277676950997,0.0159936479128856
alzheimer,30,2,uniform,0.7682860998650473,0.7431790683605566,0.7497277676950997,0.006548699334543162
alzheimer,16,1,distance,0.7524628879892038,0.7310647307924986,0.7497277676950997,0.018663036902601182
alzheimer,15,1,distance,0.7508097165991903,0.7281004234724744,0.7497277676950997,0.021627344222625355
alzheimer,26,1,distance,0.7713900134952766,0.7497277676950997,0.7497277676950997,0.0
alzheimer,28,2,uniform,0.7618758434547908,0.7402828191167574,0.7497277676950997,0.009444948578342327
alzheimer,9,1,uniform,0.7292341430499325,0.7066923774954628,0.7497277676950997,0.04303539019963698
alzheimer,13,1,uniform,0.7329116059379218,0.7258696309739867,0.7497277676950997,0.023858136721113032
alzheimer,7,1,distance,0.709412955465587,0.6854506957047792,0.7497277676950997,0.06427707199032051
alzheimer,1,2,distance,0.6043184885290148,0.5701905626134302,0.7497277676950997,0.1795372050816696
alzheimer,24,1,uniform,0.7672402159244264,0.7423472474289171,0.7497277676950997,0.007380520266182633
alzheimer,19,1,distance,0.7618421052631579,0.7439503932244405,0.7497277676950997,0.005777374470659291
alzheimer,3,1,uniform,0.65610661268556,0.629355716878403,0.7497277676950997,0.12037205081669677
alzheimer,27,1,distance,0.7728070175438596,0.7487900786448881,0.7497277676950997,0.000937689050211632
alzheimer,7,2,uniform,0.7128205128205128,0.6762779794313368,0.7497277676950997,0.07344978826376292
alzheimer,28,1,uniform,0.7760796221322537,0.7414246823956443,0.7497277676950997,0.008303085299455448
alzheimer,8,2,distance,0.7188765182186236,0.6824258923169995,0.7497277676950997,0.06730187537810028
alzheimer,1,2,uniform,0.6043184885290148,0.5701905626134302,0.7497277676950997,0.1795372050816696
alzheimer,23,2,distance,0.7675775978407556,0.7347549909255897,0.7497277676950997,0.014972776769510032
alzheimer,5,1,distance,0.6889507422402159,0.6793632788868724,0.7497277676950997,0.07036448880822732
alzheimer,8,2,uniform,0.7127867746288798,0.6863052026618269,0.7497277676950997,0.06342256503327282
alzheimer,3,1,uniform,0.65610661268556,0.629355716878403,0.7497277676950997,0.12037205081669677
alzheimer,5,1,distance,0.6889507422402159,0.6793632788868724,0.7497277676950997,0.07036448880822732
alzheimer,3,1,uniform,0.65610661268556,0.629355716878403,0.7497277676950997,0.12037205081669677
alzheimer,26,1,uniform,0.7706815114709851,0.7492211131276467,0.7497277676950997,0.0005066545674530243
alzheimer,14,1,uniform,0.745310391363023,0.7222549909255899,0.7497277676950997,0.027472776769509877
alzheimer,9,1,uniform,0.7292341430499325,0.7066923774954628,0.7497277676950997,0.04303539019963698
alzheimer,26,2,distance,0.7674763832658569,0.7380066545674531,0.7497277676950997,0.011721113127646676
alzheimer,13,1,uniform,0.7329116059379218,0.7258696309739867,0.7497277676950997,0.023858136721113032
alzheimer,7,1,distance,0.709412955465587,0.6854506957047792,0.7497277676950997,0.06427707199032051
alzheimer,29,2,distance,0.769365721997301,0.7437840290381125,0.7497277676950997,0.005943738656987274
alzheimer,30,1,uniform,0.7741902834008098,0.7422565033272837,0.7497277676950997,0.007471264367816088
alzheimer,7,1,uniform,0.7034750337381915,0.6893073200241985,0.7497277676950997,0.06042044767090127
alzheimer,11,1,distance,0.7313090418353576,0.7154113732607381,0.7497277676950997,0.03431639443436163
alzheimer,13,2,uniform,0.733906882591093,0.7115774349667271,0.7497277676950997,0.03815033272837265
alzheimer,27,1,distance,0.7728070175438596,0.7487900786448881,0.7497277676950997,0.000937689050211632
alzheimer,28,2,distance,0.7669028340080971,0.7401088929219601,0.7497277676950997,0.009618874773139607
alzheimer,13,2,uniform,0.733906882591093,0.7115774349667271,0.7497277676950997,0.03815033272837265
alzheimer,21,2,distance,0.7607287449392712,0.7232758620689655,0.7497277676950997,0.026451905626134198
alzheimer,28,2,distance,0.7669028340080971,0.7401088929219601,0.7497277676950997,0.009618874773139607
alzheimer,20,2,distance,0.756578947368421,0.7244706594071384,0.7497277676950997,0.02525710828796135
alzheimer,11,2,distance,0.7252867746288799,0.7006957047791893,0.7497277676950997,0.049032062915910446
alzheimer,23,2,uniform,0.7645074224021593,0.7337341197822141,0.7497277676950997,0.0159936479128856
alzheimer,7,2,uniform,0.7128205128205128,0.6762779794313368,0.7497277676950997,0.07344978826376292
alzheimer,1,1,uniform,0.606072874493927,0.5531911675741077,0.7497277676950997,0.19653660012099206
alzheimer,30,1,distance,0.7741902834008096,0.7451300665456745,0.7497277676950997,0.0045977011494252595
alzheimer,13,1,uniform,0.7329116059379218,0.7258696309739867,0.7497277676950997,0.023858136721113032
alzheimer,7,2,distance,0.7175269905533064,0.6717332123411978,0.7497277676950997,0.07799455535390198
alzheimer,27,1,distance,0.7728070175438596,0.7487900786448881,0.7497277676950997,0.000937689050211632
alzheimer,5,1,uniform,0.6800944669365722,0.6860480943738657,0.7497277676950997,0.06367967332123403
alzheimer,10,2,distance,0.7255735492577597,0.6883998790078646,0.7497277676950997,0.061327888687235155
alzheimer,15,1,distance,0.7508097165991903,0.7281004234724744,0.7497277676950997,0.021627344222625355
alzheimer,24,1,distance,0.7685222672064776,0.7446158499697519,0.7497277676950997,0.005111917725347803
alzheimer,17,2,uniform,0.7475877192982455,0.718723532970357,0.7497277676950997,0.031004234724742785
alzheimer,26,2,distance,0.7674763832658569,0.7380066545674531,0.7497277676950997,0.011721113127646676
alzheimer,30,1,distance,0.7741902834008096,0.7451300665456745,0.7497277676950997,0.0045977011494252595
alzheimer,3,1,uniform,0.65610661268556,0.629355716878403,0.7497277676950997,0.12037205081669677
alzheimer,17,2,uniform,0.7475877192982455,0.718723532970357,0.7497277676950997,0.031004234724742785
alzheimer,27,1,distance,0.7728070175438596,0.7487900786448881,0.7497277676950997,0.000937689050211632
alzheimer,2,2,distance,0.6538967611336032,0.6007410768300061,0.7497277676950997,0.14898669086509364
alzheimer,23,1,distance,0.7647098515519568,0.7446158499697517,0.7497277676950997,0.005111917725348025
alzheimer,1,1,uniform,0.606072874493927,0.5531911675741077,0.7497277676950997,0.19653660012099206
