dataset,n_neighbors,p,weights,cv_roc_auc,test_roc_auc,star_test_roc_auc,diff_from_star
heart,9,1,distance,0.6445913991578357,0.6623676350800978,0.6630076412862185,0.0006400062061207024
heart,4,1,distance,0.615301210150218,0.6362049571389784,0.6630076412862185,0.026802684147240075
heart,14,2,distance,0.6559558416849185,0.6629688530313022,0.6630076412862185,3.8788254916322096e-05
heart,9,2,uniform,0.6564276417188409,0.6434195725534309,0.6630076412862185,0.019588068732787622
heart,2,2,distance,0.5898581521057794,0.641732283464567,0.6630076412862185,0.021275357821651464
heart,15,2,uniform,0.6620123632957974,0.65542453745006,0.6630076412862185,0.007583103836158456
heart,12,1,distance,0.6501051967876817,0.6637446181296304,0.6630076412862185,-0.0007369768434118962
heart,15,1,distance,0.653761642441539,0.6508281292424654,0.6630076412862185,0.012179512043753116
heart,17,2,distance,0.6474495402019129,0.6614173228346456,0.6630076412862185,0.0015903184515728697
heart,8,2,distance,0.6471700109879575,0.661456111089562,0.6630076412862185,0.0015515301966564365
heart,30,2,distance,0.6654113109591971,0.6633179473255498,0.6630076412862185,-0.0003103060393313539
heart,10,2,distance,0.6455158071724078,0.6576742562352119,0.6630076412862185,0.005333385051006556
heart,29,1,distance,0.6655109031511103,0.6660331251696986,0.6630076412862185,-0.003025483883480118
heart,26,2,distance,0.6633481928865881,0.6612233815600637,0.6630076412862185,0.0017842597261548132
heart,10,2,distance,0.6455158071724078,0.6576742562352119,0.6630076412862185,0.005333385051006556
heart,14,1,distance,0.6530136501404836,0.6535433070866142,0.6630076412862185,0.00946433419960424
heart,15,2,distance,0.6588568836972634,0.6621930879329739,0.6630076412862185,0.0008145533532445404
heart,23,2,uniform,0.6663137430587818,0.6573639501958807,0.6630076412862185,0.005643691090337799
heart,30,2,uniform,0.6602444083095507,0.6551918079205616,0.6630076412862185,0.007815833365656832
heart,16,1,distance,0.6535421413980518,0.6552887785578527,0.6630076412862185,0.00771886272836575
heart,15,1,distance,0.653761642441539,0.6508281292424654,0.6630076412862185,0.012179512043753116
heart,26,1,distance,0.669200939507238,0.6630076412862185,0.6630076412862185,0.0
heart,28,2,uniform,0.6637120860157961,0.6610876226678561,0.6630076412862185,0.0019200186183623291
heart,9,1,uniform,0.6433190637375279,0.6540669485279856,0.6630076412862185,0.008940692758232838
heart,13,1,uniform,0.6516949108795528,0.6443310965439666,0.6630076412862185,0.018676544742251888
heart,7,1,distance,0.6249934367233763,0.6620573290407665,0.6630076412862185,0.0009503122454519453
heart,1,2,distance,0.5805388155129311,0.5864590202086808,0.6630076412862185,0.07654862107753768
heart,24,1,uniform,0.6621261882111753,0.6660331251696987,0.6630076412862185,-0.003025483883480229
heart,19,1,distance,0.6525460351172173,0.6611070167953144,0.6630076412862185,0.0019006244909041126
heart,3,1,uniform,0.6138823071760948,0.6275357821651604,0.6630076412862185,0.0354718591210581
heart,27,1,distance,0.6710170497702853,0.6620767231682247,0.6630076412862185,0.0009309181179937287
heart,7,2,uniform,0.6334764901956447,0.656820914627051,0.6630076412862185,0.00618672665916753
heart,28,1,uniform,0.667811220990686,0.662212482060432,0.6630076412862185,0.0007951592257864348
heart,8,2,distance,0.6471700109879575,0.661456111089562,0.6630076412862185,0.0015515301966564365
heart,1,2,uniform,0.5805388155129311,0.5864590202086808,0.6630076412862185,0.07654862107753768
heart,23,2,distance,0.66691186773154,0.6628524882665529,0.6630076412862185,0.00015515301966562145
heart,5,1,distance,0.6187655140373,0.6487723517318956,0.6630076412862185,0.01423528955432285
heart,8,2,uniform,0.649849394924891,0.6492959931732671,0.6630076412862185,0.013711648112951336
heart,3,1,uniform,0.6138823071760948,0.6275357821651604,0.6630076412862185,0.0354718591210581
heart,5,1,distance,0.6187655140373,0.6487723517318956,0.6630076412862185,0.01423528955432285
heart,3,1,uniform,0.6138823071760948,0.6275357821651604,0.6630076412862185,0.0354718591210581
heart,26,1,uniform,0.6700001659255326,0.6560063612738063,0.6630076412862185,0.007001280012412181
heart,14,1,uniform,0.6509026717697987,0.6414995539350684,0.6630076412862185,0.021508087351150063
heart,9,1,uniform,0.6433190637375279,0.6540669485279856,0.6630076412862185,0.008940692758232838
heart,26,2,distance,0.6633481928865881,0.6612233815600637,0.6630076412862185,0.0017842597261548132
heart,13,1,uniform,0.6516949108795528,0.6443310965439666,0.6630076412862185,0.018676544742251888
heart,7,1,distance,0.6249934367233763,0.6620573290407665,0.6630076412862185,0.0009503122454519453
heart,29,2,distance,0.6647223512754141,0.6651022070517048,0.6630076412862185,-0.002094565765486278
heart,30,1,uniform,0.6602053789370441,0.6587797215003297,0.6630076412862185,0.004227919785888767
heart,7,1,uniform,0.6155622294492009,0.6512548000465459,0.6630076412862185,0.011752841239672573
heart,11,1,distance,0.6475556219257685,0.6590512392847446,0.6630076412862185,0.003956402001473847
heart,13,2,uniform,0.6456086148536536,0.6566657616073852,0.6630076412862185,0.006341879678833262
heart,27,1,distance,0.6710170497702853,0.6620767231682247,0.6630076412862185,0.0009309181179937287
heart,28,2,distance,0.6694844509339763,0.6670028315426089,0.6630076412862185,-0.003995190256390391
heart,13,2,uniform,0.6456086148536536,0.6566657616073852,0.6630076412862185,0.006341879678833262
heart,21,2,distance,0.6679080846293961,0.6656452426205345,0.6630076412862185,-0.0026376013343160087
heart,28,2,distance,0.6694844509339763,0.6670028315426089,0.6630076412862185,-0.003995190256390391
heart,20,2,distance,0.662790904331025,0.6606415577363175,0.6630076412862185,0.002366083549900977
heart,11,2,distance,0.6448890142548469,0.6594391218339086,0.6630076412862185,0.0035685194523098485
heart,23,2,uniform,0.6663137430587818,0.6573639501958807,0.6630076412862185,0.005643691090337799
heart,7,2,uniform,0.6334764901956447,0.656820914627051,0.6630076412862185,0.00618672665916753
heart,1,1,uniform,0.582954801884914,0.5677436872115124,0.6630076412862185,0.09526395407470611
heart,30,1,distance,0.6653608327249397,0.6653737248361198,0.6630076412862185,-0.00236608354990131
heart,13,1,uniform,0.6516949108795528,0.6443310965439666,0.6630076412862185,0.018676544742251888
heart,7,2,distance,0.6340530814215024,0.6676622318761879,0.6630076412862185,-0.004654590589969421
heart,27,1,distance,0.6710170497702853,0.6620767231682247,0.6630076412862185,0.0009309181179937287
heart,5,1,uniform,0.6130265738958578,0.6333540204026222,0.6630076412862185,0.029653620883596243
heart,10,2,distance,0.6455158071724078,0.6576742562352119,0.6630076412862185,0.005333385051006556
heart,15,1,distance,0.653761642441539,0.6508281292424654,0.6630076412862185,0.012179512043753116
heart,24,1,distance,0.6659257907273438,0.66936891509251,0.6630076412862185,-0.006361273806291479
heart,17,2,uniform,0.647108636977058,0.6543966486947753,0.6630076412862185,0.008610992591443156
heart,26,2,distance,0.6633481928865881,0.6612233815600637,0.6630076412862185,0.0017842597261548132
heart,30,1,distance,0.6653608327249397,0.6653737248361198,0.6630076412862185,-0.00236608354990131
heart,3,1,uniform,0.6138823071760948,0.6275357821651604,0.6630076412862185,0.0354718591210581
heart,17,2,uniform,0.647108636977058,0.6543966486947753,0.6630076412862185,0.008610992591443156
heart,27,1,distance,0.6710170497702853,0.6620767231682247,0.6630076412862185,0.0009309181179937287
heart,2,2,distance,0.5898581521057794,0.641732283464567,0.6630076412862185,0.021275357821651464
heart,23,1,distance,0.6581961682263666,0.6675070788565222,0.6630076412862185,-0.004499437570303688
heart,1,1,uniform,0.582954801884914,0.5677436872115124,0.6630076412862185,0.09526395407470611
diabetes,7,2,uniform,0.7024011041116305,0.7139701492537314,0.7991641791044776,0.0851940298507462
diabetes,15,1,distance,0.728453227663754,0.7831641791044776,0.7991641791044776,0.016000000000000014
diabetes,29,1,uniform,0.7361085145295672,0.7951044776119404,0.7991641791044776,0.004059701492537204
diabetes,26,1,uniform,0.7334313825103298,0.798268656716418,0.7991641791044776,0.0008955223880595664
diabetes,11,1,distance,0.7209923457291878,0.7597014925373134,0.7991641791044776,0.03946268656716412
diabetes,21,2,distance,0.741906455327508,0.7817910447761194,0.7991641791044776,0.017373134328358186
diabetes,24,1,distance,0.7323067804646752,0.7965373134328357,0.7991641791044776,0.0026268656716418315
diabetes,21,2,distance,0.741906455327508,0.7817910447761194,0.7991641791044776,0.017373134328358186
diabetes,12,2,distance,0.7288555849082166,0.7518208955223881,0.7991641791044776,0.0473432835820895
diabetes,2,2,distance,0.6453176861071599,0.7014328358208954,0.7991641791044776,0.09773134328358213
diabetes,21,1,distance,0.7319325340377972,0.7909253731343283,0.7991641791044776,0.008238805970149254
diabetes,26,2,uniform,0.7324014427961797,0.7751641791044777,0.7991641791044776,0.02399999999999991
diabetes,12,1,uniform,0.7191776739145159,0.7722388059701493,0.7991641791044776,0.0269253731343283
diabetes,27,1,uniform,0.7320275350538509,0.7963582089552239,0.7991641791044776,0.002805970149253656
diabetes,10,2,distance,0.7236872586872586,0.739820895522388,0.7991641791044776,0.05934328358208962
diabetes,28,2,uniform,0.7351922034816771,0.7786268656716419,0.7991641791044776,0.020537313432835713
diabetes,30,2,uniform,0.739325340377972,0.7816119402985076,0.7991641791044776,0.01755223880597001
diabetes,30,1,distance,0.746485809117388,0.8003582089552239,0.7991641791044776,-0.0011940298507463476
diabetes,23,2,distance,0.742661383187699,0.777910447761194,0.7991641791044776,0.021253731343283566
diabetes,25,1,uniform,0.7317975682449367,0.7961791044776119,0.7991641791044776,0.0029850746268657025
diabetes,19,1,uniform,0.7264243378717062,0.785910447761194,0.7991641791044776,0.013253731343283559
diabetes,9,1,distance,0.7044792725055883,0.7546268656716417,0.7991641791044776,0.044537313432835846
diabetes,4,1,distance,0.6666646345593714,0.7237611940298507,0.7991641791044776,0.07540298507462684
diabetes,14,2,distance,0.7350301429248798,0.7628059701492538,0.7991641791044776,0.03635820895522379
diabetes,9,2,uniform,0.7098762107972634,0.7394626865671641,0.7991641791044776,0.059701492537313494
diabetes,2,2,distance,0.6453176861071599,0.7014328358208954,0.7991641791044776,0.09773134328358213
diabetes,15,2,uniform,0.7285712592291539,0.758268656716418,0.7991641791044776,0.0408955223880596
diabetes,12,1,distance,0.7222080539185802,0.7685970149253732,0.7991641791044776,0.030567164179104322
diabetes,15,1,distance,0.728453227663754,0.7831641791044776,0.7991641791044776,0.016000000000000014
diabetes,17,2,distance,0.7402624805256384,0.765134328358209,0.7991641791044776,0.03402985074626852
diabetes,8,2,distance,0.7169657251236199,0.723223880597015,0.7991641791044776,0.07594029850746253
diabetes,30,2,distance,0.7469518390571023,0.7842388059701493,0.7991641791044776,0.01492537313432829
diabetes,10,2,distance,0.7236872586872586,0.739820895522388,0.7991641791044776,0.05934328358208962
diabetes,29,1,distance,0.7415938494885863,0.7978507462686566,0.7991641791044776,0.0013134328358209713
diabetes,26,2,distance,0.7404389351757773,0.776955223880597,0.7991641791044776,0.022208955223880555
diabetes,10,2,distance,0.7236872586872586,0.739820895522388,0.7991641791044776,0.05934328358208962
diabetes,14,1,distance,0.7364742938427149,0.7783880597014926,0.7991641791044776,0.02077611940298496
diabetes,15,2,distance,0.7355618776671409,0.7645970149253731,0.7991641791044776,0.03456716417910444
diabetes,23,2,uniform,0.7351295468400731,0.7761194029850745,0.7991641791044776,0.023044776119403032
diabetes,30,2,uniform,0.739325340377972,0.7816119402985076,0.7991641791044776,0.01755223880597001
diabetes,16,1,distance,0.7305981169139063,0.790089552238806,0.7991641791044776,0.00907462686567162
diabetes,15,1,distance,0.728453227663754,0.7831641791044776,0.7991641791044776,0.016000000000000014
diabetes,26,1,distance,0.7367543859649123,0.7991641791044776,0.7991641791044776,0.0
diabetes,28,2,uniform,0.7351922034816771,0.7786268656716419,0.7991641791044776,0.020537313432835713
diabetes,9,1,uniform,0.6982490008805798,0.7534328358208955,0.7991641791044776,0.04573134328358208
diabetes,13,1,uniform,0.7306479035426403,0.785910447761194,0.7991641791044776,0.013253731343283559
diabetes,7,1,distance,0.702370791844476,0.7499701492537313,0.7991641791044776,0.04919402985074628
diabetes,1,2,distance,0.607251913567703,0.6822686567164179,0.7991641791044776,0.11689552238805967
diabetes,24,1,uniform,0.7254907539118065,0.7974328358208955,0.7991641791044776,0.001731343283582043
diabetes,19,1,distance,0.7338115559168191,0.788179104477612,0.7991641791044776,0.010985074626865599
diabetes,3,1,uniform,0.6675001693422746,0.7042985074626866,0.7991641791044776,0.09486567164179094
diabetes,27,1,distance,0.7357474768001084,0.7986865671641791,0.7991641791044776,0.00047761194029849463
diabetes,7,2,uniform,0.7024011041116305,0.7139701492537314,0.7991641791044776,0.0851940298507462
diabetes,28,1,uniform,0.7381756756756757,0.7995820895522389,0.7991641791044776,-0.0004179104477612938
diabetes,8,2,distance,0.7169657251236199,0.723223880597015,0.7991641791044776,0.07594029850746253
diabetes,1,2,uniform,0.607251913567703,0.6822686567164179,0.7991641791044776,0.11689552238805967
diabetes,23,2,distance,0.742661383187699,0.777910447761194,0.7991641791044776,0.021253731343283566
diabetes,5,1,distance,0.67710949671476,0.7408955223880597,0.7991641791044776,0.0582686567164179
diabetes,8,2,uniform,0.7089875025401341,0.7173731343283583,0.7991641791044776,0.08179104477611931
diabetes,3,1,uniform,0.6675001693422746,0.7042985074626866,0.7991641791044776,0.09486567164179094
diabetes,5,1,distance,0.67710949671476,0.7408955223880597,0.7991641791044776,0.0582686567164179
diabetes,3,1,uniform,0.6675001693422746,0.7042985074626866,0.7991641791044776,0.09486567164179094
diabetes,26,1,uniform,0.7334313825103298,0.798268656716418,0.7991641791044776,0.0008955223880595664
diabetes,14,1,uniform,0.7280344442186546,0.7802985074626866,0.7991641791044776,0.018865671641790982
diabetes,9,1,uniform,0.6982490008805798,0.7534328358208955,0.7991641791044776,0.04573134328358208
diabetes,26,2,distance,0.7404389351757773,0.776955223880597,0.7991641791044776,0.022208955223880555
diabetes,13,1,uniform,0.7306479035426403,0.785910447761194,0.7991641791044776,0.013253731343283559
diabetes,7,1,distance,0.702370791844476,0.7499701492537313,0.7991641791044776,0.04919402985074628
diabetes,29,2,distance,0.7456045519203414,0.7789850746268656,0.7991641791044776,0.020179104477611953
diabetes,30,1,uniform,0.7380666192508298,0.7967164179104478,0.7991641791044776,0.002447761194029785
diabetes,7,1,uniform,0.6979888911467859,0.7485970149253731,0.7991641791044776,0.05056716417910445
diabetes,11,1,distance,0.7209923457291878,0.7597014925373134,0.7991641791044776,0.03946268656716412
diabetes,13,2,uniform,0.7360727833096254,0.7507462686567165,0.7991641791044776,0.048417910447761114
diabetes,27,1,distance,0.7357474768001084,0.7986865671641791,0.7991641791044776,0.00047761194029849463
diabetes,28,2,distance,0.7417831741515952,0.7783880597014925,0.7991641791044776,0.02077611940298507
diabetes,13,2,uniform,0.7360727833096254,0.7507462686567165,0.7991641791044776,0.048417910447761114
diabetes,21,2,distance,0.741906455327508,0.7817910447761194,0.7991641791044776,0.017373134328358186
diabetes,28,2,distance,0.7417831741515952,0.7783880597014925,0.7991641791044776,0.02077611940298507
diabetes,20,2,distance,0.7441014698909436,0.7777910447761194,0.7991641791044776,0.02137313432835819
diabetes,11,2,distance,0.7313750592697961,0.7515223880597015,0.7991641791044776,0.04764179104477606
diabetes,23,2,uniform,0.7351295468400731,0.7761194029850745,0.7991641791044776,0.023044776119403032
diabetes,7,2,uniform,0.7024011041116305,0.7139701492537314,0.7991641791044776,0.0851940298507462
diabetes,1,1,uniform,0.6300260787102892,0.6766567164179105,0.7991641791044776,0.12250746268656709
diabetes,30,1,distance,0.746485809117388,0.8003582089552239,0.7991641791044776,-0.0011940298507463476
diabetes,13,1,uniform,0.7306479035426403,0.785910447761194,0.7991641791044776,0.013253731343283559
diabetes,7,2,distance,0.7018290659080132,0.7231044776119403,0.7991641791044776,0.07605970149253727
diabetes,27,1,distance,0.7357474768001084,0.7986865671641791,0.7991641791044776,0.00047761194029849463
diabetes,5,1,uniform,0.667404321614848,0.7412537313432837,0.7991641791044776,0.05791044776119392
diabetes,10,2,distance,0.7236872586872586,0.739820895522388,0.7991641791044776,0.05934328358208962
diabetes,15,1,distance,0.728453227663754,0.7831641791044776,0.7991641791044776,0.016000000000000014
diabetes,24,1,distance,0.7323067804646752,0.7965373134328357,0.7991641791044776,0.0026268656716418315
diabetes,17,2,uniform,0.7322776535934431,0.7605970149253732,0.7991641791044776,0.03856716417910433
diabetes,26,2,distance,0.7404389351757773,0.776955223880597,0.7991641791044776,0.022208955223880555
diabetes,30,1,distance,0.746485809117388,0.8003582089552239,0.7991641791044776,-0.0011940298507463476
diabetes,3,1,uniform,0.6675001693422746,0.7042985074626866,0.7991641791044776,0.09486567164179094
diabetes,17,2,uniform,0.7322776535934431,0.7605970149253732,0.7991641791044776,0.03856716417910433
diabetes,27,1,distance,0.7357474768001084,0.7986865671641791,0.7991641791044776,0.00047761194029849463
diabetes,2,2,distance,0.6453176861071599,0.7014328358208954,0.7991641791044776,0.09773134328358213
diabetes,23,1,distance,0.7362321343900291,0.7989253731343283,0.7991641791044776,0.00023880597014924732
diabetes,1,1,uniform,0.6300260787102892,0.6766567164179105,0.7991641791044776,0.12250746268656709
cancer,7,2,uniform,0.7352590605217573,0.7097394975916103,0.7733065057008719,0.06356700810926164
cancer,15,1,distance,0.742854211729789,0.7471305103347357,0.7733065057008719,0.02617599536613624
cancer,29,1,uniform,0.7564204796019934,0.7729254313761357,0.7733065057008719,0.00038107432473621916
cancer,26,1,uniform,0.7523365193527689,0.7798533625998414,0.7733065057008719,-0.0065468568989695
cancer,11,1,distance,0.7333514074715224,0.7325544174135724,0.7733065057008719,0.04075208828729948
cancer,21,2,distance,0.7549097681828282,0.7719689348210474,0.7733065057008719,0.0013375708798244457
cancer,24,1,distance,0.7498979865853603,0.7705170416438023,0.7733065057008719,0.0027894640570695906
cancer,21,2,distance,0.7549097681828282,0.7719689348210474,0.7733065057008719,0.0013375708798244457
cancer,12,2,distance,0.7458084586314868,0.7421041399914639,0.7733065057008719,0.031202365709408042
cancer,2,2,distance,0.6515523473352107,0.6683052862630328,0.7733065057008719,0.10500121943783913
cancer,21,1,distance,0.7478496409404418,0.7628345832571184,0.7733065057008719,0.0104719224437535
cancer,26,2,uniform,0.7571015109183127,0.7823989390890799,0.7733065057008719,-0.009092433388207977
cancer,12,1,uniform,0.7491382832764234,0.7358126028900677,0.7733065057008719,0.037493902810804225
cancer,27,1,uniform,0.7547237035424715,0.7739086031339553,0.7733065057008719,-0.0006020974330833706
cancer,10,2,distance,0.739939924339301,0.7331565148466557,0.7733065057008719,0.04014999085421622
cancer,28,2,uniform,0.7601102735699968,0.7825513688189745,0.7733065057008719,-0.009244863118102575
cancer,30,2,uniform,0.7627920607564256,0.7793084263154685,0.7733065057008719,-0.00600192061459659
cancer,30,1,distance,0.7550641483466652,0.7703226937381866,0.7733065057008719,0.0029838119626852677
cancer,23,2,distance,0.7584787993597069,0.7735199073227242,0.7733065057008719,-0.00021340162185234934
cancer,25,1,uniform,0.7500883400162796,0.777936558746418,0.7733065057008719,-0.00463005304554609
cancer,19,1,uniform,0.755144018479848,0.7639663740015853,0.7733065057008719,0.009340131699286602
cancer,9,1,distance,0.721445289826731,0.7276842875434424,0.7733065057008719,0.045622218157429506
cancer,4,1,distance,0.6949828802647331,0.7012148649472594,0.7733065057008719,0.07209164075361252
cancer,14,2,distance,0.7502399497900456,0.7496722760807267,0.7733065057008719,0.023634229620145164
cancer,9,2,uniform,0.7415387171577696,0.7305309127492227,0.7733065057008719,0.04277559295164923
cancer,2,2,distance,0.6515523473352107,0.6683052862630328,0.7733065057008719,0.10500121943783913
cancer,15,2,uniform,0.7572563374621357,0.7545614596670934,0.7733065057008719,0.018745046033778467
cancer,12,1,distance,0.7392750356820572,0.7400692030973721,0.7733065057008719,0.033237302603499774
cancer,15,1,distance,0.742854211729789,0.7471305103347357,0.7733065057008719,0.02617599536613624
cancer,17,2,distance,0.7558410989280079,0.7567145296018535,0.7733065057008719,0.016591976099018413
cancer,8,2,distance,0.73009842749542,0.7252644655813669,0.7733065057008719,0.04804204011950497
cancer,30,2,distance,0.7643241488171356,0.7767742820559722,0.7733065057008719,-0.003467776355100316
cancer,10,2,distance,0.739939924339301,0.7331565148466557,0.7733065057008719,0.04014999085421622
cancer,29,1,distance,0.7552478592182711,0.7712639473202854,0.7733065057008719,0.0020425583805865344
cancer,26,2,distance,0.7581201181617421,0.7739886287421498,0.7733065057008719,-0.0006821230412779045
cancer,10,2,distance,0.739939924339301,0.7331565148466557,0.7733065057008719,0.04014999085421622
cancer,14,1,distance,0.7421841974966444,0.7454575940491432,0.7733065057008719,0.027848911651728647
cancer,15,2,distance,0.7508174903865339,0.7526408450704225,0.7733065057008719,0.02066566063044939
cancer,23,2,uniform,0.7635108437743738,0.7832487348332419,0.7733065057008719,-0.009942229132369973
cancer,30,2,uniform,0.7627920607564256,0.7793084263154685,0.7733065057008719,-0.00600192061459659
cancer,16,1,distance,0.7445180966697502,0.7498551917566002,0.7733065057008719,0.02345131394427169
cancer,15,1,distance,0.742854211729789,0.7471305103347357,0.7733065057008719,0.02617599536613624
cancer,26,1,distance,0.7511090204467541,0.7733065057008719,0.7733065057008719,0.0
cancer,28,2,uniform,0.7601102735699968,0.7825513688189745,0.7733065057008719,-0.009244863118102575
cancer,9,1,uniform,0.7275647194296312,0.7214308578745199,0.7733065057008719,0.05187564782635201
cancer,13,1,uniform,0.7459409109099236,0.7470809706725199,0.7733065057008719,0.02622553502835201
cancer,7,1,distance,0.7204609057574233,0.7148954332052924,0.7733065057008719,0.05841107249557953
cancer,1,2,distance,0.6114708348070959,0.6383909517712334,0.7733065057008719,0.1349155539296385
cancer,24,1,uniform,0.7529004503194663,0.7770677092860192,0.7733065057008719,-0.0037612035851473102
cancer,19,1,distance,0.748615922331583,0.7572975733187001,0.7733065057008719,0.016008932382171825
cancer,3,1,uniform,0.6714122747127298,0.6774739345161881,0.7733065057008719,0.0958325711846838
cancer,27,1,distance,0.7532281449524768,0.77161834644229,0.7733065057008719,0.0016881592585819005
cancer,7,2,uniform,0.7352590605217573,0.7097394975916103,0.7733065057008719,0.06356700810926164
cancer,28,1,uniform,0.7563247169242351,0.7742477592829705,0.7733065057008719,-0.0009412535820986223
cancer,8,2,distance,0.73009842749542,0.7252644655813669,0.7733065057008719,0.04804204011950497
cancer,1,2,uniform,0.6114708348070959,0.6383909517712334,0.7733065057008719,0.1349155539296385
cancer,23,2,distance,0.7584787993597069,0.7735199073227242,0.7733065057008719,-0.00021340162185234934
cancer,5,1,distance,0.7081297620950554,0.7074073227242241,0.7733065057008719,0.06589918297664776
cancer,8,2,uniform,0.7348373547210281,0.7215680446314249,0.7733065057008719,0.05173846106944702
cancer,3,1,uniform,0.6714122747127298,0.6774739345161881,0.7733065057008719,0.0958325711846838
cancer,5,1,distance,0.7081297620950554,0.7074073227242241,0.7733065057008719,0.06589918297664776
cancer,3,1,uniform,0.6714122747127298,0.6774739345161881,0.7733065057008719,0.0958325711846838
cancer,26,1,uniform,0.7523365193527689,0.7798533625998414,0.7733065057008719,-0.0065468568989695
cancer,14,1,uniform,0.7506927420598212,0.7461816352661423,0.7733065057008719,0.027124870434729553
cancer,9,1,uniform,0.7275647194296312,0.7214308578745199,0.7733065057008719,0.05187564782635201
cancer,26,2,distance,0.7581201181617421,0.7739886287421498,0.7733065057008719,-0.0006821230412779045
cancer,13,1,uniform,0.7459409109099236,0.7470809706725199,0.7733065057008719,0.02622553502835201
cancer,7,1,distance,0.7204609057574233,0.7148954332052924,0.7733065057008719,0.05841107249557953
cancer,29,2,distance,0.7642870312585025,0.7783138223279068,0.7733065057008719,-0.005007316627034908
cancer,30,1,uniform,0.7574750083891096,0.7694767087372721,0.7733065057008719,0.003829796963599752
cancer,7,1,uniform,0.726775350982206,0.7073806475214927,0.7733065057008719,0.06592585817937924
cancer,11,1,distance,0.7333514074715224,0.7325544174135724,0.7733065057008719,0.04075208828729948
cancer,13,2,uniform,0.7529186101909542,0.7460482592524846,0.7733065057008719,0.027258246448387258
cancer,27,1,distance,0.7532281449524768,0.77161834644229,0.7733065057008719,0.0016881592585819005
cancer,28,2,distance,0.7618771334129165,0.7754938723248582,0.7733065057008719,-0.002187366623986331
cancer,13,2,uniform,0.7529186101909542,0.7460482592524846,0.7733065057008719,0.027258246448387258
cancer,21,2,distance,0.7549097681828282,0.7719689348210474,0.7733065057008719,0.0013375708798244457
cancer,28,2,distance,0.7618771334129165,0.7754938723248582,0.7733065057008719,-0.002187366623986331
cancer,20,2,distance,0.7576025866232247,0.7688708005609414,0.7733065057008719,0.004435705139930524
cancer,11,2,distance,0.7457724052994232,0.7327906834949087,0.7733065057008719,0.04051582220596317
cancer,23,2,uniform,0.7635108437743738,0.7832487348332419,0.7733065057008719,-0.009942229132369973
cancer,7,2,uniform,0.7352590605217573,0.7097394975916103,0.7733065057008719,0.06356700810926164
cancer,1,1,uniform,0.6142545270015962,0.6404639960977989,0.7733065057008719,0.13284250960307298
cancer,30,1,distance,0.7550641483466652,0.7703226937381866,0.7733065057008719,0.0029838119626852677
cancer,13,1,uniform,0.7459409109099236,0.7470809706725199,0.7733065057008719,0.02622553502835201
cancer,7,2,distance,0.7292970769338032,0.7159395768550698,0.7733065057008719,0.05736692884580208
cancer,27,1,distance,0.7532281449524768,0.77161834644229,0.7733065057008719,0.0016881592585819005
cancer,5,1,uniform,0.7129292978031869,0.6971526126455704,0.7733065057008719,0.07615389305530151
cancer,10,2,distance,0.739939924339301,0.7331565148466557,0.7733065057008719,0.04014999085421622
cancer,15,1,distance,0.742854211729789,0.7471305103347357,0.7733065057008719,0.02617599536613624
cancer,24,1,distance,0.7498979865853603,0.7705170416438023,0.7733065057008719,0.0027894640570695906
cancer,17,2,uniform,0.7626453760418366,0.7616570635936832,0.7733065057008719,0.011649442107188657
