dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
diabetes,0.01366484998055368,7.0,22.0,43.0,0.7576716417910448,0.7157014925373134
diabetes,0.0,25.0,14.0,37.0,0.7841393034825871,0.8181492537313433
diabetes,0.0,27.0,24.0,26.0,0.7873233830845772,0.802865671641791
diabetes,0.0,10.0,18.0,51.0,0.7858706467661691,0.800179104477612
diabetes,0.0,23.0,24.0,30.0,0.7873233830845772,0.802865671641791
diabetes,0.0,28.0,21.0,36.0,0.7936517412935323,0.7895522388059701
diabetes,0.0,30.0,30.0,60.0,0.7802388059701494,0.7933134328358209
diabetes,0.0,28.0,20.0,47.0,0.7951243781094527,0.7968358208955223
diabetes,0.1,11.0,60.0,60.0,0.557910447761194,0.5
diabetes,0.0,20.0,60.0,43.0,0.7521990049751244,0.7564179104477613
diabetes,0.0,28.0,19.0,47.0,0.7947661691542288,0.800179104477612
diabetes,0.014406312663991509,30.0,22.0,2.0,0.7570746268656716,0.7157014925373134
diabetes,0.0,30.0,19.0,46.0,0.7947661691542288,0.802089552238806
diabetes,0.01380651147664162,14.0,34.0,42.0,0.7375323383084577,0.7157014925373134
diabetes,0.1,30.0,53.0,2.0,0.557910447761194,0.5
diabetes,0.0,29.0,19.0,44.0,0.7947661691542288,0.802089552238806
diabetes,0.0,29.0,19.0,49.0,0.7947661691542288,0.800179104477612
diabetes,0.0,29.0,19.0,41.0,0.7917810945273631,0.8025671641791046
diabetes,0.0,28.0,18.0,51.0,0.7858706467661691,0.800179104477612
diabetes,0.04641419497244241,1.0,1.0,2.0,0.6515422885572139,0.6417313432835822
diabetes,0.04466284830238881,12.0,60.0,60.0,0.6515422885572139,0.6417313432835822
diabetes,0.0,27.0,35.0,2.0,0.7717412935323383,0.7925970149253732
cancer,0.04101039588533139,22.0,56.0,20.0,0.7557084933845498,0.7318075117370892
cancer,0.08373883555532845,27.0,19.0,57.0,0.7557084933845498,0.7318075117370892
cancer,0.044483251230115185,28.0,7.0,27.0,0.7557084933845498,0.7318075117370892
cancer,0.08123959883573634,6.0,36.0,49.0,0.7557084933845498,0.7318075117370892
cancer,0.07995534416071731,14.0,32.0,44.0,0.7557084933845498,0.7318075117370892
cancer,0.07340280179855684,28.0,11.0,13.0,0.7557084933845498,0.7318075117370892
cancer,0.061707935850231634,23.0,22.0,53.0,0.7557084933845498,0.7318075117370892
cancer,0.05434030676903126,28.0,30.0,51.0,0.7557084933845498,0.7318075117370892
cancer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
cancer,0.0003630307254743227,25.0,45.0,17.0,0.826063705465114,0.8260700567038597
cancer,0.007343007929172491,25.0,42.0,21.0,0.7557084933845498,0.7318075117370892
cancer,0.0,30.0,60.0,2.0,0.8340243481088553,0.8052062374245472
cancer,0.025524936039950243,30.0,1.0,2.0,0.7557084933845498,0.7318075117370892
cancer,0.017646490863646985,2.0,7.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.0,1.0,60.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.0333850646295558,3.0,6.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.05701351372528707,30.0,38.0,2.0,0.7557084933845498,0.7318075117370892
cancer,0.048021850159446135,1.0,56.0,16.0,0.7557084933845498,0.7318075117370892
cancer,0.07374235264092609,17.0,20.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.0015793196269144152,30.0,1.0,60.0,0.8211465764282666,0.785958173282117
cancer,0.0,30.0,1.0,60.0,0.798398979737008,0.8011516066093531
cancer,0.0027011972809993143,30.0,1.0,2.0,0.8113796414852753,0.785958173282117
cancer,0.06682703445816775,1.0,29.0,7.0,0.7557084933845498,0.7318075117370892
cancer,0.0,30.0,1.0,2.0,0.7016950185964269,0.7024647887323944
cancer,0.007604208157490907,30.0,60.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.014042586654529602,2.0,55.0,7.0,0.7557084933845498,0.7318075117370892
cancer,0.030025680075382567,29.0,59.0,39.0,0.7557084933845498,0.7318075117370892
cancer,0.02185336262581618,29.0,57.0,55.0,0.7557084933845498,0.7318075117370892
cancer,0.1,1.0,1.0,60.0,0.5,0.5
cancer,0.037020588142625314,1.0,4.0,3.0,0.7557084933845498,0.7318075117370892
cancer,1.4183220960339863e-05,1.0,56.0,28.0,0.7557084933845498,0.7318075117370892
cancer,0.0,30.0,60.0,60.0,0.8340243481088553,0.8052062374245472
cancer,0.06791342328717208,30.0,52.0,32.0,0.7557084933845498,0.7318075117370892
cancer,0.006138857034370295,1.0,28.0,45.0,0.7557084933845498,0.7318075117370892
cancer,0.053152362596002145,1.0,10.0,41.0,0.7557084933845498,0.7318075117370892
cancer,0.07492275907904007,1.0,50.0,51.0,0.7557084933845498,0.7318075117370892
cancer,4.9818799557010976e-06,1.0,51.0,59.0,0.7557084933845498,0.7318075117370892
cancer,0.013585922900768292,30.0,55.0,9.0,0.7557084933845498,0.7318075117370892
cancer,0.02643318309419191,1.0,9.0,55.0,0.7557084933845498,0.7318075117370892
cancer,0.06116782965920456,1.0,49.0,3.0,0.7557084933845498,0.7318075117370892
cancer,0.03710904923236188,30.0,44.0,59.0,0.7557084933845498,0.7318075117370892
cancer,0.00010563798294890294,30.0,17.0,27.0,0.8123551917566002,0.7933129077495275
cancer,0.048195533903943794,30.0,59.0,49.0,0.7557084933845498,0.7318075117370892
cancer,0.07740516120179214,30.0,27.0,17.0,0.7557084933845498,0.7318075117370892
cancer,9.128352960611211e-05,30.0,13.0,36.0,0.8140687559701645,0.8077556246570332
cancer,0.004558218544910032,30.0,20.0,58.0,0.7635573542263683,0.7318075117370892
cancer,0.04301738438627209,1.0,55.0,4.0,0.7557084933845498,0.7318075117370892
cancer,0.01857974210791235,30.0,11.0,3.0,0.7557084933845498,0.7318075117370892
cancer,4.863369141150377e-05,30.0,4.0,10.0,0.7724503587179644,0.7476906895920981
cancer,0.070258679637289,1.0,5.0,6.0,0.7557084933845498,0.7318075117370892
cancer,0.027786228774803676,1.0,56.0,5.0,0.7557084933845498,0.7318075117370892
cancer,0.05624829171516086,1.0,9.0,15.0,0.7557084933845498,0.7318075117370892
cancer,0.03348076068354774,30.0,9.0,15.0,0.7557084933845498,0.7318075117370892
cancer,0.06481892341184552,30.0,1.0,44.0,0.7557084933845498,0.7318075117370892
cancer,0.07800156675150391,1.0,56.0,15.0,0.7557084933845498,0.7318075117370892
cancer,0.005640129382299831,30.0,6.0,52.0,0.7557084933845498,0.7318075117370892
cancer,0.021760009229599305,1.0,11.0,52.0,0.7557084933845498,0.7318075117370892
cancer,2.3254372738468205e-05,2.0,34.0,38.0,0.8072411743186391,0.7775326199621974
cancer,7.184563746227558e-05,2.0,9.0,17.0,0.8072411743186391,0.7775326199621974
cancer,0.049710459261881695,30.0,3.0,42.0,0.7557084933845498,0.7318075117370892
cancer,1.1332728255053497e-05,28.0,58.0,47.0,0.8323196756295347,0.7980687153222364
cancer,2.2157301788983125e-05,2.0,31.0,36.0,0.8072411743186391,0.7775326199621974
cancer,3.5284915648359234e-05,26.0,60.0,4.0,0.8339849704286325,0.8061017620876776
cancer,0.0002458438114466,30.0,57.0,10.0,0.8247947279637421,0.828836656301445
cancer,0.0004997846051702838,29.0,55.0,48.0,0.8134780907668232,0.8115396927016645
cancer,0.0003754915859275788,28.0,54.0,29.0,0.8183507611324513,0.8263329979879276
cancer,2.036558079065998e-06,29.0,46.0,14.0,0.8355600776375424,0.8139290287177611
cancer,0.000547715629924972,27.0,58.0,35.0,0.821046226856086,0.8115396927016645
cancer,0.0002777149538069291,29.0,57.0,3.0,0.8247947279637421,0.8227928175111273
cancer,0.00045779165945020195,27.0,59.0,50.0,0.8197518443997317,0.8115396927016645
cancer,0.00020117371655239418,29.0,57.0,19.0,0.834179318334248,0.8240999024449728
cancer,0.0006779615243729389,30.0,59.0,50.0,0.8238128264536716,0.8115396927016645
cancer,0.00011239790885878568,28.0,58.0,19.0,0.8313644493221958,0.8208874458874459
cancer,0.0003541205319821273,29.0,58.0,26.0,0.8236743694490173,0.8255670385952075
cancer,9.844302368688943e-06,28.0,58.0,37.0,0.832322216125033,0.7980687153222364
cancer,0.0016322671543953175,30.0,58.0,15.0,0.8146708534032477,0.7851159990244497
cancer,0.002678398686452378,29.0,56.0,12.0,0.8118013637379836,0.7851159990244497
cancer,0.0815953307913772,1.0,1.0,51.0,0.7557084933845498,0.7318075117370892
cancer,0.0008079290331538316,30.0,60.0,51.0,0.8296673983293701,0.8115396927016645
cancer,0.003408150931819443,27.0,59.0,36.0,0.8103824970022154,0.7787558685446009
cancer,0.04397936344823712,1.0,3.0,7.0,0.7557084933845498,0.7318075117370892
cancer,0.00037235203863954523,26.0,59.0,47.0,0.8236248297868016,0.8255670385952075
cancer,0.00022540651465715605,30.0,53.0,49.0,0.8290221124728167,0.8242828181208463
cancer,0.0025540573116326413,29.0,60.0,41.0,0.8122777066439039,0.7851159990244497
cancer,0.07858168702166918,29.0,60.0,57.0,0.7557084933845498,0.7318075117370892
cancer,0.05662550501344019,1.0,60.0,8.0,0.7557084933845498,0.7318075117370892
cancer,0.0001624877833425243,30.0,58.0,28.0,0.8343025323659127,0.8301742271812694
cancer,0.02132598570429884,2.0,58.0,29.0,0.7557084933845498,0.7318075117370892
cancer,0.034347380693963224,1.0,59.0,13.0,0.7557084933845498,0.7318075117370892
cancer,4.2623868878766135e-06,30.0,54.0,35.0,0.8278318903318903,0.8012926041095056
cancer,0.00010485647737258767,4.0,3.0,48.0,0.8312755319797575,0.8137804097311141
cancer,0.0,1.0,1.0,60.0,0.7557084933845498,0.7318075117370892
cancer,0.00347714365878491,30.0,58.0,18.0,0.8118013637379836,0.7787558685446009
cancer,0.0810320455641748,30.0,3.0,8.0,0.7557084933845498,0.7318075117370892
cancer,0.011446836237818506,1.0,2.0,16.0,0.7557084933845498,0.7318075117370892
cancer,0.00010218669110979575,30.0,47.0,38.0,0.8321481921834035,0.8202319980488995
cancer,3.166617488766788e-05,30.0,32.0,21.0,0.8264193748348677,0.8072830924943601
cancer,2.5142466109218114e-05,29.0,55.0,11.0,0.8274343027864154,0.8025653923541247
cancer,5.8684551679699674e-05,30.0,37.0,14.0,0.8205749649411622,0.8231548381196269
cancer,0.00015455386641044516,29.0,52.0,57.0,0.8334400341442597,0.8317290104261935
alzheimer,0.04101039588533139,22.0,56.0,20.0,0.7702563324738358,0.7535843920145191
alzheimer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
alzheimer,0.044483251230115185,28.0,7.0,27.0,0.7702563324738358,0.7535843920145191
alzheimer,0.08123959883573634,6.0,36.0,49.0,0.5,0.5
alzheimer,0.07995534416071731,14.0,32.0,44.0,0.5,0.5
alzheimer,0.07340280179855684,28.0,11.0,13.0,0.5574852115880479,0.5
alzheimer,0.061707935850231634,23.0,22.0,53.0,0.6492416198998937,0.6897761645493043
alzheimer,0.05434030676903126,28.0,30.0,51.0,0.7344607917488245,0.7535843920145191
alzheimer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
alzheimer,0.0003630307254743227,25.0,45.0,17.0,0.8490924718135396,0.8455157289776165
alzheimer,0.0075106668442784,30.0,60.0,60.0,0.8443070933818696,0.8447292800967938
alzheimer,0.0,1.0,1.0,60.0,0.6899135446685879,0.6897761645493043
alzheimer,0.0,30.0,60.0,2.0,0.8438267859851356,0.8535238959467634
alzheimer,0.0023807499087790144,29.0,1.0,60.0,0.8512639668335101,0.8477692075015123
alzheimer,0.012418737865886228,21.0,1.0,60.0,0.8378861418676374,0.8447292800967938
alzheimer,0.02173975681858062,30.0,1.0,60.0,0.8036806714191819,0.7852238354506957
alzheimer,0.0054316343239733085,25.0,1.0,2.0,0.8549926689923657,0.8624092558983667
alzheimer,0.031288743099648395,1.0,15.0,40.0,0.6899135446685879,0.6897761645493043
alzheimer,0.0033928333455156786,18.0,8.0,57.0,0.8625891096617625,0.8657667876588023
alzheimer,0.0,18.0,1.0,2.0,0.7194145305627181,0.7290683605565638
alzheimer,0.011744395536895933,30.0,60.0,60.0,0.8366853733758027,0.8447292800967938
alzheimer,0.00865641254722818,28.0,18.0,10.0,0.8475934071489964,0.8447292800967938
alzheimer,0.0,30.0,1.0,60.0,0.8468249153142221,0.8267619479733818
alzheimer,0.0,22.0,60.0,60.0,0.8438267859851356,0.8535238959467634
alzheimer,0.0031712137337430234,16.0,1.0,60.0,0.8508797209161232,0.8657667876588023
alzheimer,0.0,27.0,1.0,2.0,0.7194145305627181,0.7159104658197217
alzheimer,0.0,30.0,60.0,60.0,0.8438267859851356,0.8535238959467634
alzheimer,0.010667404913089075,16.0,60.0,2.0,0.8366853733758027,0.8447292800967938
alzheimer,0.0061647365742318536,27.0,18.0,60.0,0.859699681480358,0.8624092558983667
alzheimer,0.00831523607880308,29.0,60.0,16.0,0.8366853733758027,0.8447292800967938
alzheimer,0.007911551873149389,30.0,1.0,60.0,0.8620152687193489,0.8624092558983667
alzheimer,0.024136246356558633,30.0,60.0,2.0,0.8036806714191819,0.7852238354506957
alzheimer,0.006369138701057613,24.0,28.0,60.0,0.8448986298599525,0.8624092558983667
