dataset,ccp_alpha,max_depth,min_samples_leaf,min_samples_split,cv_roc_auc,test_roc_auc
cancer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
cancer,0.044483251230115185,28.0,7.0,27.0,0.7350669674613336,0.7318075117370892
cancer,0.08123959883573634,6.0,36.0,49.0,0.5,0.5
cancer,0.07995534416071731,14.0,32.0,44.0,0.5,0.5
cancer,0.07340280179855684,28.0,11.0,13.0,0.648852712232994,0.7318075117370892
cancer,0.061707935850231634,23.0,22.0,53.0,0.7350669674613336,0.7318075117370892
cancer,0.05434030676903126,28.0,30.0,51.0,0.7350669674613336,0.7318075117370892
cancer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
cancer,0.0003630307254743227,25.0,45.0,17.0,0.8244822470174583,0.8240922809584781
cancer,0.005506244465430861,24.0,45.0,15.0,0.7886815844562323,0.7750975550271325
cancer,0.0,25.0,31.0,33.0,0.8183342479117127,0.81000015242973
cancer,0.0,1.0,35.0,3.0,0.7350669674613336,0.7318075117370892
cancer,0.0,30.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.023672664731389553,30.0,28.0,2.0,0.7350669674613336,0.7318075117370892
cancer,0.025414858039954497,1.0,16.0,29.0,0.7350669674613336,0.7318075117370892
cancer,0.050385206274268735,1.0,11.0,6.0,0.7350669674613336,0.7318075117370892
cancer,0.0,30.0,9.0,19.0,0.7946161819401256,0.7855847204438754
cancer,0.03756374562987904,1.0,1.0,47.0,0.7350669674613336,0.7318075117370892
cancer,0.0,27.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.014083168098561664,1.0,60.0,49.0,0.7350669674613336,0.7318075117370892
cancer,0.06022749109175599,1.0,60.0,57.0,0.7350669674613336,0.7318075117370892
cancer,0.0,16.0,60.0,21.0,0.8344867182895351,0.8220344796049021
cancer,0.0,20.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.0,14.0,1.0,25.0,0.7764872060646709,0.769579598804951
cancer,0.0,19.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.03306375638680257,1.0,59.0,35.0,0.7350669674613336,0.7318075117370892
cancer,0.0,27.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.021041187475951396,16.0,60.0,5.0,0.7350669674613336,0.7318075117370892
cancer,0.0,18.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.0331893337686818,17.0,1.0,27.0,0.7350669674613336,0.7318075117370892
cancer,0.0,23.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,17.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,30.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,24.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.0,28.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,29.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.0,18.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,25.0,60.0,60.0,0.8344867182895351,0.8220344796049021
cancer,0.0,30.0,38.0,2.0,0.8199398410666016,0.8295225900859704
cancer,0.0,22.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.0,17.0,60.0,2.0,0.8344867182895351,0.8220344796049021
cancer,0.06674237376644063,30.0,60.0,38.0,0.7350669674613336,0.7318075117370892
cancer,0.030751247754755504,30.0,56.0,54.0,0.7350669674613336,0.7318075117370892
cancer,0.0,30.0,22.0,60.0,0.824395870170518,0.8145539906103287
cancer,0.0,30.0,53.0,60.0,0.839125663069325,0.8192945552100482
cancer,0.0,21.0,54.0,59.0,0.8392222018982581,0.8137270593256508
cancer,0.0,26.0,55.0,2.0,0.8384600532487857,0.8219468325102127
cancer,0.012344025337212612,30.0,1.0,60.0,0.7350669674613336,0.7318075117370892
cancer,0.0,25.0,52.0,2.0,0.8403501818994776,0.8199347600756052
cancer,0.0,30.0,50.0,2.0,0.8321393004491595,0.8162040424364368
cancer,0.0,1.0,60.0,2.0,0.7350669674613336,0.7318075117370892
cancer,0.0,18.0,50.0,10.0,0.8321393004491595,0.8162040424364368
cancer,0.0,23.0,52.0,60.0,0.8403501818994776,0.8199347600756052
cancer,0.0,26.0,52.0,60.0,0.8403501818994776,0.8199347600756052
cancer,0.0,24.0,53.0,60.0,0.839125663069325,0.8192945552100482
cancer,0.0,1.0,10.0,60.0,0.7350669674613336,0.7318075117370892
cancer,0.0,30.0,56.0,60.0,0.8381348698250107,0.8219430217669654
cancer,0.004739086354533989,30.0,60.0,52.0,0.7857193667052823,0.7775326199621974
cancer,0.0,28.0,53.0,2.0,0.839125663069325,0.8192945552100482
cancer,0.0,24.0,51.0,60.0,0.8405585025303335,0.8199347600756052
cancer,0.0,23.0,51.0,60.0,0.8405585025303335,0.8199347600756052
cancer,0.043932328165859263,1.0,36.0,37.0,0.7350669674613336,0.7318075117370892
cancer,0.06651072423996772,1.0,1.0,52.0,0.7350669674613336,0.7318075117370892
cancer,0.058721206027219,30.0,1.0,60.0,0.7350669674613336,0.7318075117370892
cancer,0.0,23.0,51.0,2.0,0.8405585025303335,0.8199347600756052
cancer,0.0,24.0,51.0,20.0,0.8405585025303335,0.8199347600756052
cancer,0.1,1.0,1.0,4.0,0.5,0.5
cancer,0.015406806512643496,1.0,1.0,12.0,0.7350669674613336,0.7318075117370892
cancer,0.022868204483235347,1.0,39.0,43.0,0.7350669674613336,0.7318075117370892
cancer,0.0,19.0,17.0,59.0,0.8195181188138935,0.8091808426315468
cancer,0.009399389378501669,20.0,19.0,31.0,0.7350669674613336,0.7318075117370892
cancer,0.05298776982349182,30.0,60.0,37.0,0.7350669674613336,0.7318075117370892
cancer,0.03769036814850601,18.0,27.0,43.0,0.7350669674613336,0.7318075117370892
cancer,0.05570090387795236,13.0,1.0,39.0,0.7350669674613336,0.7318075117370892
cancer,0.06052562181263976,1.0,33.0,53.0,0.7350669674613336,0.7318075117370892
cancer,0.04710902616394311,3.0,60.0,19.0,0.7350669674613336,0.7318075117370892
cancer,0.058376214627391024,15.0,47.0,28.0,0.7350669674613336,0.7318075117370892
cancer,0.03619034055063503,30.0,39.0,49.0,0.7350669674613336,0.7318075117370892
cancer,0.029726193580107925,30.0,11.0,22.0,0.7350669674613336,0.7318075117370892
cancer,0.00013373607052820095,14.0,25.0,13.0,0.8223939597179033,0.8268055301506005
cancer,0.09982816906977778,1.0,59.0,14.0,0.5,0.5
cancer,0.02689838046367035,16.0,42.0,57.0,0.7350669674613336,0.7318075117370892
cancer,0.0,24.0,51.0,2.0,0.8405585025303335,0.8199347600756052
cancer,0.005568709541662144,14.0,60.0,38.0,0.7857193667052823,0.7750975550271325
cancer,0.09947082167276139,30.0,2.0,43.0,0.5,0.5
cancer,0.05208129442739187,13.0,24.0,50.0,0.7350669674613336,0.7318075117370892
cancer,0.0,23.0,52.0,2.0,0.8403501818994776,0.8199347600756052
cancer,0.06407391819407708,30.0,43.0,5.0,0.7350669674613336,0.7318075117370892
cancer,0.07496280163365078,5.0,60.0,7.0,0.648852712232994,0.7318075117370892
cancer,0.06354410059010461,1.0,15.0,4.0,0.7350669674613336,0.7318075117370892
cancer,0.012500710187752166,1.0,24.0,46.0,0.7350669674613336,0.7318075117370892
cancer,0.016934013185266033,30.0,46.0,30.0,0.7350669674613336,0.7318075117370892
cancer,0.03447329717726006,30.0,1.0,9.0,0.7350669674613336,0.7318075117370892
cancer,0.011324829201225543,11.0,39.0,25.0,0.7350669674613336,0.7318075117370892
cancer,0.008524092102859017,30.0,31.0,44.0,0.7350669674613336,0.7318075117370892
cancer,0.021872030963931605,14.0,1.0,4.0,0.7350669674613336,0.7318075117370892
cancer,0.0,24.0,52.0,60.0,0.8403501818994776,0.8199347600756052
cancer,0.0544498277403711,1.0,47.0,18.0,0.7350669674613336,0.7318075117370892
cancer,0.03527201854264891,1.0,23.0,52.0,0.7350669674613336,0.7318075117370892
alzheimer,0.04101039588533139,22.0,56.0,20.0,0.7384852320822652,0.7590970961887477
alzheimer,0.08373883555532845,27.0,19.0,57.0,0.5,0.5
alzheimer,0.044483251230115185,28.0,7.0,27.0,0.7560189507720535,0.7590970961887477
alzheimer,0.08123959883573634,6.0,36.0,49.0,0.547388702971301,0.5
alzheimer,0.07995534416071731,14.0,32.0,44.0,0.547388702971301,0.5
alzheimer,0.07340280179855684,28.0,11.0,13.0,0.547388702971301,0.5
alzheimer,0.061707935850231634,23.0,22.0,53.0,0.6367406956698104,0.7590970961887477
alzheimer,0.05434030676903126,28.0,30.0,51.0,0.7145791443594702,0.7590970961887477
alzheimer,0.09554779863099283,21.0,52.0,26.0,0.5,0.5
alzheimer,0.0003630307254743227,25.0,45.0,17.0,0.8204717411094675,0.8111917725347852
alzheimer,0.0037779762717482495,30.0,60.0,60.0,0.774137115095226,0.8096944948578343
alzheimer,0.0,1.0,1.0,2.0,0.6528409839294935,0.691923774954628
alzheimer,0.0,20.0,3.0,60.0,0.826271379065563,0.8408424077434966
alzheimer,0.009842799632217798,21.0,60.0,2.0,0.7736976152426779,0.8096944948578343
alzheimer,0.0,22.0,60.0,2.0,0.7698092567143059,0.8000075620084693
alzheimer,0.00853515080052712,30.0,13.0,2.0,0.8530604715895779,0.8574712643678162
alzheimer,0.016422708068336716,25.0,22.0,60.0,0.8342454368597062,0.8096944948578343
alzheimer,0.0,30.0,1.0,60.0,0.8216394084673513,0.8345810647307924
alzheimer,0.0024121035250721234,25.0,18.0,2.0,0.8503508538804323,0.8485783424077435
alzheimer,0.0190986276418737,30.0,27.0,2.0,0.8297100967820521,0.8096944948578343
alzheimer,0.014280735217872861,27.0,1.0,2.0,0.8286394679143543,0.8096944948578343
alzheimer,0.0,30.0,23.0,2.0,0.8598881930092656,0.8471869328493649
alzheimer,0.0,1.0,60.0,23.0,0.6528409839294935,0.691923774954628
alzheimer,0.0,30.0,23.0,60.0,0.8572045687935872,0.8484044162129463
alzheimer,0.005598668173871312,30.0,27.0,2.0,0.8449140174867438,0.8394812462189958
alzheimer,0.0,25.0,22.0,60.0,0.8584316248730923,0.8486615245009075
alzheimer,0.00020505266820899375,19.0,26.0,38.0,0.8515677690006026,0.8476179673321235
alzheimer,0.0,25.0,22.0,2.0,0.8589067346460632,0.8489942528735631
alzheimer,0.015545124201757094,15.0,21.0,2.0,0.8342454368597062,0.8096944948578343
alzheimer,0.026224553042461258,14.0,1.0,48.0,0.7916351073018405,0.7861161524500907
alzheimer,0.040784494682879736,1.0,60.0,40.0,0.6528409839294935,0.691923774954628
alzheimer,0.0073767423290015365,19.0,15.0,6.0,0.8543889372624305,0.8574712643678162
alzheimer,0.0,21.0,21.0,2.0,0.8477678816002201,0.8486993345432547
alzheimer,0.0,30.0,22.0,2.0,0.8589067346460632,0.8489942528735631
alzheimer,0.0,30.0,22.0,60.0,0.8584316248730923,0.8486615245009075
alzheimer,0.0,30.0,21.0,2.0,0.8477678816002201,0.8486993345432547
